# Cook - Slo-N-Easy Ranch - JUOC - ITRDB WY067
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27630
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27630.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy067-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wy067-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy067.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wy067.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-05-17
#--------------------
# File_Last_Modified_Date
#   Date: 2019-05-17
#--------------------
# Title
#   Study_Name: Cook - Slo-N-Easy Ranch - JUOC - ITRDB WY067
#--------------------
# Investigators
#   Investigators: Cook, E.R.(https://orcid.org/0000-0001-7478-4176)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Slo-N-Easy Ranch
#   Location: Wyoming
#   Northernmost_Latitude: 42.333
#   Southernmost_Latitude: 42.333
#   Easternmost_Longitude: -105.5833
#   Westernmost_Longitude: -105.5833
#   Elevation_m: 2335
#--------------------
# Data_Collection
#   Collection_Name: WY067
#   First_Year: 1296
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Juniperus occidentalis Hook.
#   Common_Name: western juniper
#   Tree_Species_Code: JUOC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## sne061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## sne081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: sne081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	sne061_raw	sne091_raw	sne021_raw	sne041_raw	sne111_raw	sne071_raw	sne011_raw	sne051_raw	sne031_raw	sne081_raw
1537	0.073	0.68	0.081	NA	NA	0.488	0.488	0.205	0.343	0.21
1538	0.131	0.438	0.126	NA	NA	0.248	0.317	0.181	0.236	0.091
1539	0.244	0.797	0.258	NA	NA	0.353	0.529	0.282	0.394	0.19
1540	0.196	0.613	0.17	NA	NA	0.245	0.32	0.227	0.314	0.18
1541	0.137	0.51	0.123	NA	NA	0.349	0.409	0.15	0.276	0.179
1542	0.095	0.443	0.112	NA	NA	0.132	0.145	0.149	0.184	0.183
1543	0.184	0.63	0.403	NA	NA	0.378	0.262	0.229	0.352	0.16
1544	0.122	0.267	0.193	NA	NA	0.202	0.171	0.116	0.347	0.146
1545	0.038	0.276	0.076	NA	NA	0.032	0.233	0.108	0.077	0
1546	0.211	0.64	0.453	NA	NA	0.066	0.457	0.036	0.322	0.066
1547	0.088	0.02	0.109	NA	NA	0.013	0.236	0.026	0.019	0
1548	0.203	0.043	0.308	NA	NA	0.053	0.266	0.059	0.023	0.111
1549	0.088	0.08	0.245	NA	NA	0.112	0.391	0.084	0.026	0.074
1550	0.27	0.215	0.274	NA	NA	0.211	0.436	0.11	0.18	0.138
1551	0.281	0.251	0.3	NA	NA	0.353	0.394	0.179	0.159	0.19
1552	0.321	0.144	0.057	NA	NA	0.265	0.179	0.046	0.032	0.2
1553	0.315	0.372	0.386	NA	NA	0.432	0.336	0.406	0.26	0.208
1554	0.327	0.176	0.234	NA	0.423	0.31	0.264	0.296	0.287	0.211
1555	0.326	0.213	0.316	NA	0.376	0.489	0.259	0.355	0.385	0.146
1556	0.173	0.855	0.243	NA	0.451	0.453	0.391	0.259	0.496	0.239
1557	0.388	0.907	0.34	NA	0.544	0.495	0.377	0.318	0.461	0.319
1558	0.271	0.49	0.262	NA	0.401	0.282	0.138	0.282	0.204	0.189
1559	0.41	0.741	0.375	NA	0.442	0.416	0.337	0.361	0.429	0.243
1560	0.129	0.462	0.093	NA	0.118	0.212	0.346	0.278	0.311	0.213
1561	0.189	0.462	0.029	NA	0.202	0.213	0.502	0.196	0.221	0.14
1562	0.242	0.105	0.033	NA	0.07	0.018	0.4	0.05	0.316	0.119
1563	0.103	0.146	0.027	NA	0.158	0.104	0.472	0.088	0.329	0.185
1564	0.277	0.372	0.045	NA	0.177	0.115	0.396	0.118	0.389	0.196
1565	0.349	0.373	0.245	NA	0.11	0.243	0.522	0.114	0.476	0.21
1566	0.382	0.445	0.326	NA	0.166	0.24	0.554	0.071	0.284	0.102
1567	0.171	0.683	0.145	NA	0.179	0.215	0.512	0.078	0.197	0.168
1568	0.121	0.295	0.028	NA	0.086	0.1	0.321	0.067	0.079	0.109
1569	0.468	0.251	0.631	NA	0.338	0.131	0.535	0.13	0.576	0.345
1570	0.09	0.362	0.263	NA	0.059	0.069	0.211	0.017	0.258	0.081
1571	0.257	0.793	0.269	NA	0.251	0.181	0.106	0.115	0.375	0.375
1572	0.229	1.041	0.157	NA	0.298	0.21	0.176	0.1	0.429	0.395
1573	0.194	0.632	0.071	NA	0.184	0.148	0.056	0.046	0.152	0.19
1574	0.164	0.84	0.042	NA	0.333	0.197	0.166	0.079	0.185	0.33
1575	0.352	1.097	0.145	NA	0.461	0.467	0.347	0.179	0.305	0.331
1576	0.187	0.629	0.152	NA	0.33	0.262	0.256	0.074	0.197	0.168
1577	0.248	0.953	0.249	NA	0.351	0.341	0.167	0.111	0.313	0.177
1578	0.284	0.635	0.287	NA	0.375	0.371	0.211	0.114	0.357	0.222
1579	0.052	0.31	0.149	NA	0.184	0.293	0.177	0.072	0.126	0.125
1580	0.261	0.765	0.166	NA	0.342	0.599	0.315	0.144	0.399	0.291
1581	0.046	0.551	0.225	NA	0.171	0.486	0.425	0.229	0.418	0.227
1582	0.14	0.192	0.129	NA	0.116	0.198	0.071	0.112	0.181	0.065
1583	0.107	0.2	0.159	NA	0.098	0.335	0.256	0.093	0.162	0.085
1584	0.111	0.177	0.219	NA	0.17	0.124	0.199	0.072	0.298	0.149
1585	0.114	0.237	0.281	NA	0.175	0.201	0.266	0.142	0.327	0.168
1586	0.086	0.283	0.367	NA	0.215	0.333	0.289	0.217	0.304	0.187
1587	0.059	0.547	0.363	NA	0.243	0.462	0.378	0.168	0.333	0.177
1588	0.134	0.702	0.193	NA	0.244	0.461	0.416	0.168	0.351	0.19
1589	0.323	0.598	0.252	NA	0.3	0.497	0.47	0.112	0.519	0.197
1590	0.334	0.52	0.187	0.208	0.218	0.223	0.383	0.053	0.208	0.102
1591	0.127	0.505	0.104	0.071	0.252	0.181	0.244	0.098	0.337	0.105
1592	0.26	0.708	0.26	0.173	0.302	0.448	0.468	0.175	0.39	0.183
1593	0.153	0.3	0.114	0.034	0.133	0.146	0.344	0.105	0.394	0.208
1594	0.289	0.442	0.253	0.207	0.297	0.203	0.313	0.204	0.4	0.171
1595	0.06	0.148	0.037	0.157	0.289	0.076	0.331	0.174	0.385	0.128
1596	0.219	0.498	0.242	0.226	0.328	0.111	0.267	0.206	0.359	0.225
1597	0.182	0.441	0.232	0.241	0.291	0.332	0.233	0.295	0.296	0.104
1598	0.215	0.616	0.243	0.245	0.326	0.38	0.404	0.42	0.263	0.15
1599	0.371	0.68	0.395	0.382	0.569	0.501	0.515	0.307	0.401	0.336
1600	0	0.253	0.02	0.154	0.421	0.18	0.184	0	0.079	0.184
1601	0.038	0.38	0.263	0.216	0.377	0.236	0.167	0.206	0.198	0.144
1602	0.12	0.572	0.315	0.205	0.39	0.22	0.25	0.152	0.381	0.239
1603	0.21	0.712	0.459	0.302	0.536	0.226	0.352	0.28	0.379	0.188
1604	0.148	0.764	0.465	0.301	0.412	0.4	0.291	0.408	0.466	0.291
1605	0.118	0.757	0.362	0.313	0.371	0.259	0.233	0.243	0.319	0.13
1606	0.142	0.694	0.339	0.207	0.444	0.3	0.306	0.315	0.283	0.043
1607	0.02	0.609	0.324	0.119	0.321	0.263	0.329	0.19	0.285	0.09
1608	0.054	0.724	0.536	0.147	0.494	0.263	0.34	0.329	0.24	0.106
1609	0.039	0.782	0.288	0.085	0.362	0.363	0.358	0.277	0.344	0.118
1610	0.174	0.913	0.388	0.121	0.447	0.515	0.456	0.224	0.327	0.157
1611	0.468	1.115	0.583	0.265	0.496	0.691	0.499	0.314	0.49	0.222
1612	0.314	1.393	0.475	0.236	0.473	0.464	0.628	0.211	0.447	0.17
1613	0.4	1.044	0.565	0.3	0.562	0.626	0.578	0.268	0.533	0.338
1614	0.201	0.854	0.302	0.243	0.367	0.527	0.457	0.158	0.194	0.201
1615	0.102	1.656	0.609	0.318	0.67	0.772	0.831	0.462	0.679	0.513
1616	0.307	1.307	0.611	0.382	0.627	0.963	0.942	0.515	0.641	0.513
1617	0.256	0.96	0.504	0.309	0.558	0.916	0.744	0.495	0.586	0.4
1618	0.166	1.141	0.28	0.217	0.54	0.465	0.692	0.388	0.562	0.375
1619	0.284	0.925	0.387	0.245	0.68	0.569	0.766	0.409	0.649	0.439
1620	0.162	1.106	0.452	0.304	0.635	0.743	1.049	0.442	0.617	0.511
1621	0.236	1.114	0.432	0.315	0.621	0.69	0.984	0.352	0.58	0.423
1622	0.019	0.386	0.069	0.053	0.202	0.274	0.498	0.111	0.166	0.103
1623	0.112	0.564	0.143	0.1	0.242	0.413	0.641	0.225	0.182	0.156
1624	0.056	0.3	0.103	0.102	0.253	0.354	0.434	0.245	0.181	0.128
1625	0.244	0.837	0.272	0.302	0.486	0.738	0.709	0.421	0.502	0.262
1626	0.164	1.001	0.385	0.208	0.495	0.672	0.796	0.263	0.465	0.349
1627	0.203	0.972	0.387	0.138	0.423	0.684	0.891	0.263	0.368	0.34
1628	0.122	0.787	0.342	0.152	0.406	0.685	0.731	0.295	0.438	0.177
1629	0.153	0.675	0.216	0.302	0.319	0.88	0.723	0.253	0.199	0.13
1630	0.292	0.954	0.323	0.274	0.466	0.482	1.038	0.395	0.525	0.366
1631	0.05	0.549	0.154	0.182	0.363	0.238	1.034	0.399	0.301	0.3
1632	0.163	0.713	0.3	0.237	0.443	0.345	0.653	0.434	0.372	0.222
1633	0.27	0.944	0.516	0.446	0.625	1.085	1.013	0.651	0.465	0.605
1634	0.231	0.678	0.374	0.388	0.603	0.692	0.783	0.577	0.263	0.357
1635	0.377	0.589	0.391	0.491	0.717	0.934	0.806	0.555	0.303	0.301
1636	0.261	0.559	0.229	0.329	0.451	0.941	0.493	0.388	0.276	0.24
1637	0.133	0.526	0.138	0.135	0.295	0.341	0.362	0.363	0.211	0.211
1638	0.357	0.767	0.495	0.328	0.53	0.842	0.433	0.5	0.437	0.495
1639	0.151	0.436	0.386	0.196	0.402	0.432	0.452	0.382	0.291	0.321
1640	0.402	0.514	0.337	0.319	0.462	0.58	0.5	0.479	0.253	0.339
1641	0.381	0.418	0.316	0.226	0.43	0.379	0.334	0.484	0.116	0.436
1642	0.214	0.438	0.387	0.31	0.368	0.399	0.352	0.393	0.045	0.244
1643	0.296	0.378	0.293	0.251	0.422	0.375	0.305	0.453	0.113	0.302
1644	0.081	0.202	0.192	0.174	0.375	0.228	0.13	0.255	0.186	0.326
1645	0	0.04	0	0.027	0.088	0.062	0.019	0.146	0.02	0.078
1646	0.166	0.23	0.18	0.133	0.325	0.292	0.17	0.264	0.257	0.309
1647	0.075	0.077	0.131	0.126	0.362	0.183	0.111	0.157	0.34	0.344
1648	0.187	0.09	0.199	0.08	0.309	0.288	0.053	0.201	0.197	0.311
1649	0.264	0.216	0.345	0.139	0.284	0.347	0.163	0.142	0.107	0.066
1650	0.338	0.263	0.164	0.095	0.307	0.303	0.08	0.222	0.226	0.17
1651	0.315	0.399	0.402	0.259	0.431	0.402	0.152	0.195	0.283	0.225
1652	0.799	0.496	0.401	0.31	0.468	0.663	0.312	0.288	0.449	0.471
1653	0.342	0.447	0.241	0.154	0.474	0.377	0.281	0.326	0.409	0.262
1654	0.146	0.284	0.135	0.078	0.447	0.179	0.097	0.292	0.177	0.286
1655	0.629	0.452	0.229	0.345	0.546	0.315	0.175	0.434	0.298	0.362
1656	0.334	0.249	0.092	0.219	0.285	0.199	0.094	0.405	0.102	0.076
1657	0.273	0.326	0.032	0.077	0.059	0.16	0.111	0.283	0.02	0.023
1658	0.436	0.262	0.061	0.138	0.257	0.242	0.125	0.386	0.182	0.151
1659	0.193	0.177	0.03	0.09	0.219	0.168	0.111	0.232	0.144	0.154
1660	0.274	0.289	0.125	0.161	0.464	0.288	0.16	0.377	0.277	0.217
1661	0.25	0.374	0.02	0.325	0.466	0.201	0.243	0.256	0.328	0.298
1662	0.377	0.265	0.072	0.345	0.469	0.064	0.275	0.309	0.16	0.374
1663	0.278	0.141	0.157	0.134	0.329	0.124	0.172	0.138	0.166	0.209
1664	0.578	0.158	0.19	0.354	0.364	0.258	0.134	0.333	0.161	0.344
1665	0.282	0.159	0.177	0.248	0.083	0.257	0.259	0.368	0.125	0.115
1666	0.489	0.302	0.194	0.348	0.546	0.408	0.264	0.467	0.269	0.443
1667	0.444	0.189	0.217	0.288	0.468	0.388	0.349	0.372	0.258	0.194
1668	0.111	0.119	0.06	0.067	0.171	0.334	0.241	0.121	0.027	0.12
1669	0.401	0.166	0.135	0.052	0.282	0.462	0.232	0.364	0.182	0.135
1670	0.373	0.107	0.19	0.085	0.251	0.485	0.203	0.305	0.179	0.25
1671	0.402	0.157	0.184	0.132	0.271	0.511	0.234	0.416	0.174	0.27
1672	0.448	0.201	0.243	0.098	0.467	0.545	0.187	0.402	0.15	0.238
1673	0.761	0.411	0.357	0.375	0.751	0.408	0.513	0.554	0.386	0.576
1674	0.439	0.177	0.161	0.356	0.491	0.442	0.216	0.466	0.114	0.383
1675	0.574	0.338	0.25	0.363	0.657	0.676	0.205	0.491	0.041	0.435
1676	0.288	0.322	0.14	0.253	0.486	0.429	0.151	0.137	0.263	0.335
1677	0.109	0.208	0.073	0.204	0.401	0.38	0.101	0.029	0	0.354
1678	0.366	0.357	0.219	0.286	0.571	0.627	0.237	0.364	0.111	0.237
1679	0.437	0.325	0.208	0.276	0.515	0.546	0.272	0.507	0.319	0.396
1680	0.5	0.358	0.388	0.368	0.672	0.628	0.331	0.558	0.271	0.35
1681	0.605	0.328	0.274	0.317	0.693	0.588	0.296	0.476	0.36	0.364
1682	0.309	0.383	0.242	0.166	0.544	0.496	0.285	0.316	0.241	0.212
1683	0.597	0.425	0.381	0.299	0.788	0.583	0.425	0.392	0.21	0.295
1684	0.678	0.651	0.383	0.365	0.949	0.385	0.371	0.298	0.286	0.527
1685	0.18	0.34	0.06	0.024	0.458	0.165	0.238	0.097	0.172	0.283
1686	0.274	0.223	0.128	0.151	0.496	0.127	0.166	0.226	0.264	0.243
1687	0.122	0.134	0.026	0.303	0.357	0.091	0.097	0.173	0.207	0.205
1688	0.414	0.411	0.262	0.277	0.246	0.218	0.165	0.179	0.292	0.175
1689	0.619	0.307	0.114	0.171	0.309	0.306	0.196	0.166	0.221	0.25
1690	0.674	0.554	0.331	0.308	0.465	0.354	0.198	0.253	0.497	0.267
1691	0.301	0.241	0.13	0.137	0.32	0.332	0.15	0.104	0.209	0.151
1692	0.433	0.413	0.173	0.277	0.508	0.524	0.188	0.182	0.41	0.298
1693	0.51	0.48	0.225	0.25	0.586	0.502	0.173	0.194	0.401	0.286
1694	0.777	0.623	0.428	0.37	0.798	0.507	0.228	0.307	0.434	0.537
1695	0.371	0.331	0.163	0.168	0.479	0.302	0.128	0.058	0.193	0.224
1696	0.312	0.205	0.076	0.039	0.317	0.257	0.073	0	0.138	0.242
1697	0.638	0.357	0.02	0.043	0.354	0.511	0.083	0.142	0.43	0.25
1698	0.249	0.341	0.09	0.024	0.299	0.28	0.131	0.162	0.332	0.168
1699	0.358	0.216	0.058	0.05	0.284	0.151	0.137	0.023	0.172	0.184
1700	0.51	0.363	0.168	0.121	0.49	0.27	0.137	0.101	0.335	0.257
1701	0.409	0.466	0.164	0.113	0.427	0.298	0.129	0.25	0.472	0.258
1702	0.495	0.333	0.204	0.121	0.331	0.35	0.18	0.272	0.302	0.194
1703	0.225	0.275	0.149	0.031	0.236	0.069	0.093	0.138	0.176	0.02
1704	0.062	0.212	0.014	0.039	0.072	0.089	0.101	0.046	0.038	0.044
1705	0.257	0.46	0.279	0.117	0.256	0.298	0.218	0.156	0.384	0.153
1706	0.267	0.267	0.027	0.067	0.205	0.311	0.222	0.139	0.343	0.173
1707	0.425	0.479	0.198	0.194	0.444	0.351	0.283	0.215	0.543	0.327
1708	0.153	0.374	0.089	0.093	0.288	0.244	0.144	0.149	0.299	0.188
1709	0.138	0.247	0.066	0.114	0.256	0.311	0.255	0.111	0.326	0.109
1710	0.551	0.187	0.07	0.08	0.191	0.204	0.215	0.168	0.194	0.083
1711	0.646	0.304	0.11	0.091	0.287	0.236	0.212	0.331	0.387	0.312
1712	0.371	0.311	0.098	0.126	0.281	0.309	0.251	0.319	0.373	0.163
1713	0.357	0.346	0.174	0.093	0.364	0.315	0.2	0.331	0.314	0.187
1714	0.51	0.35	0.174	0.076	0.392	0.322	0.215	0.223	0.465	0.25
1715	0.566	0.416	0.226	0.156	0.472	0.397	0.239	0.228	0.47	0.25
1716	0.481	0.299	0.184	0.153	0.508	0.41	0.241	0.402	0.379	0.294
1717	0.194	0.162	0.026	0.029	0.23	0.224	0.199	0.207	0.153	0.133
1718	0.353	0.34	0.147	0.159	0.482	0.292	0.218	0.148	0.433	0.229
1719	0.416	0.343	0.223	0.289	0.569	0.158	0.247	0.197	0.552	0.369
1720	0.893	0.479	0.182	0.249	0.567	0.419	0.402	0.265	0.584	0.35
1721	0.659	0.318	0.112	0.105	0.428	0.326	0.351	0.184	0.459	0.277
1722	0.44	0.306	0.197	0.034	0.402	0.371	0.275	0.238	0.474	0.217
1723	0.565	0.476	0.253	0.072	0.498	0.494	0.389	0.198	0.227	0.345
1724	0.593	0.395	0.019	0.014	0.436	0.308	0.151	0.333	0.113	0.161
1725	0.755	0.531	0.173	0.019	0.58	0.45	0.315	0.336	0.594	0.254
1726	0.34	0.426	0.059	0.02	0.416	0.493	0.273	0.284	0.398	0.192
1727	0.332	0.514	0.039	0.109	0.479	0.388	0.402	0.441	0.58	0.27
1728	0.222	0.294	0.095	0.02	0.316	0.309	0.303	0.227	0.335	0.143
1729	0.185	0.506	0.208	0.054	0.645	0.565	0.472	0.375	0.671	0.289
1730	0	0.245	0.084	0.021	0.319	0.097	0.23	0.228	0.234	0.097
1731	0.028	0.219	0.064	0.053	0.299	0.106	0.219	0.179	0.152	0.09
1732	0.02	0.357	0.032	0.082	0.331	0.122	0.305	0.286	0.302	0.11
1733	0.187	0.372	0.157	0.147	0.376	0.166	0.327	0.321	0.32	0.241
1734	0.472	0.499	0.076	0.085	0.402	0.322	0.429	0.395	0.404	0.28
1735	0.271	0.151	0.027	0.032	0.285	0.266	0.264	0.156	0.247	0.145
1736	0.227	0.139	0.013	0.013	0.125	0.132	0.185	0.079	0.165	0.104
1737	0.29	0.466	0.265	0.121	0.448	0.592	0.564	0.055	0.401	0.244
1738	0.538	0.369	0.281	0.141	0.409	0.66	0.523	0.222	0.075	0.243
1739	0.503	0.397	0.278	0.179	0.4	0.456	0.518	0.303	0.523	0.305
1740	0.234	0.208	0.159	0.168	0.355	0.383	0.561	0.218	0.224	0.25
1741	0.105	0.206	0.208	0.076	0.113	0.108	0.324	0.134	0.033	0.119
1742	0.12	0.074	0.09	0.069	0.145	0.105	0.246	0.215	0.021	0.051
1743	0.173	0.118	0.076	0.038	0.166	0.119	0.287	0.192	0.058	0.155
1744	0.222	0.222	0.083	0.078	0.214	0.195	0.337	0.297	0.265	0.199
1745	0.138	0.187	0.06	0.048	0.172	0.207	0.374	0.291	0.187	0.159
1746	0.307	0.41	0.35	0.198	0.28	0.502	0.537	0.49	0.014	0.27
1747	0.5	0.492	0.26	0.204	0.227	0.532	0.632	0.403	0.015	0.25
1748	0.566	0.567	0.371	0.135	0.265	0.552	0.5	0.398	0.026	0.298
1749	0.168	0.205	0.163	0.057	0.068	0.236	0.372	0.386	0.053	0.141
1750	0.263	0.283	0.222	0.164	0.255	0.49	0.421	0.382	0.055	0.246
1751	0.27	0.27	0.283	0.125	0.227	0.689	0.459	0.389	0.117	0.207
1752	0.159	0.312	0.239	0.072	0.335	0.69	0.444	0.377	0.269	0.204
1753	0.078	0.249	0.197	0.138	0.362	0.272	0.305	0.337	0.12	0.221
1754	0.075	0.236	0.17	0.041	0.278	0.205	0.319	0.329	0.265	0.082
1755	0.375	0.462	0.256	0.151	0.389	0.398	0.349	0.403	0.42	0.293
1756	0.424	0.208	0.109	0.015	0.237	0.185	0.2	0.18	0.082	0.133
1757	0.71	0.313	0.177	0.177	0.394	0.182	0.324	0.365	0.178	0.14
1758	0.345	0.206	0.086	0.051	0.353	0.101	0.039	0.27	0.185	0.129
1759	0.212	0.249	0.131	0.093	0.304	0.068	0.093	0.226	0.16	0.205
1760	0.185	0.184	0.079	0.032	0.196	0.057	0.061	0.137	0.071	0.09
1761	0.43	0.427	0.182	0.076	0.429	0.242	0.356	0.108	0.158	0.324
1762	0.357	0.344	0.177	0.036	0.259	0.113	0.205	0.193	0.087	0.157
1763	0.365	0.33	0.22	0.069	0.354	0.181	0.25	0.231	0.16	0.187
1764	0.496	0.416	0.282	0.073	0.399	0.205	0.301	0.226	0.215	0.243
1765	0.359	0.237	0.18	0.114	0.234	0.248	0.208	0.229	0.163	0.211
1766	0.38	0.409	0.256	0.154	0.289	0.325	0.348	0.284	0.165	0.264
1767	0.379	0.528	0.381	0.166	0.548	0.361	0.423	0.349	0.266	0.39
1768	0.554	0.478	0.296	0.195	0.408	0.524	0.412	0.385	0.104	0.357
1769	0.41	0.228	0.177	0.104	0.319	0.398	0.378	0.493	0.188	0.338
1770	0.314	0.216	0.135	0.117	0.34	0.246	0.263	0.513	0.149	0.288
1771	0.149	0.143	0.162	0.041	0.111	0.2	0.145	0.236	0.068	0.067
1772	0.392	0.329	0.289	0.132	0.365	0.369	0.348	0.392	0.205	0.275
1773	0.662	0.472	0.318	0.13	0.479	0.257	0.468	0.541	0.105	0.246
1774	0.689	0.29	0.256	0.198	0.419	0.342	0.509	0.54	0.236	0.254
1775	0.687	0.346	0.222	0.128	0.43	0.305	0.383	0.582	0.206	0.234
1776	0.893	0.243	0.399	0.156	0.293	0.359	0.403	0.639	0.136	0.333
1777	0.595	0.293	0.19	0.115	0.32	0.492	0.397	0.552	0.067	0.35
1778	0.597	0.169	0.224	0.124	0.297	0.522	0.449	0.473	0.183	0.267
1779	0.312	0.138	0.228	0.069	0.506	0.416	0.472	0.472	0.225	0.301
1780	0.614	0.139	0.318	0.138	0.408	0.367	0.468	0.541	0.149	0.319
1781	0.618	0.458	0.311	0.11	0.362	0.443	0.593	0.559	0.314	0.298
1782	0.588	0.284	0.345	0.201	0.404	0.396	0.375	0.518	0.409	0.329
1783	0.592	0.279	0.368	0.258	0.535	0.354	0.44	0.609	0.436	0.507
1784	0.458	0.175	0.312	0.162	0.416	0.44	0.464	0.604	0.346	0.321
1785	0.273	0.053	0.139	0.066	0.365	0.263	0.328	0.319	0.138	0.237
1786	0.667	0.207	0.346	0.177	0.482	0.4	0.384	0.45	0.22	0.347
1787	0.375	0.194	0.341	0.088	0.496	0.295	0.455	0.226	0.244	0.348
1788	0.403	0.151	0.33	0.088	0.516	0.158	0.223	0.333	0.122	0.199
1789	0.816	0.375	0.456	0.114	0.516	0.219	0.245	0.321	0.258	0.302
1790	0.665	0.346	0.428	0.251	0.564	0.341	0.397	0.492	0.31	0.439
1791	0.522	0.223	0.291	0.167	0.421	0.263	0.348	0.414	0.19	0.297
1792	0.972	0.548	0.581	0.326	0.825	0.567	0.545	0.685	0.532	0.442
1793	0.541	0.423	0.427	0.248	0.544	0.336	0.455	0.508	0.372	0.352
1794	1.064	0.39	0.68	0.354	0.951	0.376	0.626	0.653	0.449	0.535
1795	0.666	0.403	0.358	0.136	0.71	0.188	0.525	0.63	0.305	0.405
1796	0.388	0.311	0.212	0.207	0.656	0.302	0.468	0.499	0.451	0.388
1797	0.261	0.328	0.169	0.097	0.459	0.367	0.199	0.58	0.41	0.338
1798	0.409	0.277	0.235	0.076	0.486	0.512	0.376	0.309	0.433	0.257
1799	0.482	0.383	0.329	0.208	0.589	0.393	0.428	0.602	0.319	0.25
1800	0.361	0.333	0.189	0.169	0.533	0.079	0.501	0.993	0.343	0.197
1801	0.258	0.365	0.192	0.187	0.464	0.065	0.649	0.786	0.279	0.163
1802	0.5	0.416	0.224	0.274	0.451	0.053	0.414	0.749	0.31	0.175
1803	0.562	0.505	0.286	0.317	0.524	0.025	0.531	0.806	0.241	0.22
