# Jacoby - Chisana Air - PCGL - ITRDB AK076
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3590
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3590.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak076-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak076-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak076.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak076.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2006-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2006-04-26
#--------------------
# Title
#   Study_Name: Jacoby - Chisana Air - PCGL - ITRDB AK076
#--------------------
# Investigators
#   Investigators: Jacoby, G.C.; Davi, N.K.(https://orcid.org/0000-0002-4529-5418); Wiles, G.(https://orcid.org/0000-0001-7977-5383)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Chisana Air
#   Location: Alaska
#   Northernmost_Latitude: 62.08
#   Southernmost_Latitude: 62.08
#   Easternmost_Longitude: -142.02
#   Westernmost_Longitude: -142.02
#   Elevation_m: 1006
#--------------------
# Data_Collection
#   Collection_Name: AK076
#   First_Year: 1415
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CA1E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CA1E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CA2N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CA2N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CA3S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CA3S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CA3N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CA3N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CA3SW1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CA3SW1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CA4SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CA4SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CA4NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CA4NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CA5N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CA5N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CA1E_raw	CA2N_raw	CA3S_raw	CA3N_raw	CA3SW1_raw	CA4SE_raw	CA4NW_raw	CA5N_raw
1718	NA	NA	0.088	0.083	0.078	0.387	0.354	0.246
1719	NA	NA	0.09	0.095	0.093	0.391	0.389	0.27
1720	NA	NA	0.131	0.111	0.133	0.463	0.539	0.341
1721	NA	NA	0.096	0.087	0.079	0.426	0.522	0.381
1722	NA	NA	0.1	0.102	0.111	0.447	0.532	0.443
1723	NA	NA	0.1	0.085	0.107	0.437	0.504	0.332
1724	NA	NA	0.105	0.069	0.087	0.281	0.405	0.249
1725	NA	NA	0.187	0.134	0.174	0.367	0.453	0.219
1726	NA	NA	0.197	0.12	0.158	0.333	0.537	0.37
1727	NA	NA	0.177	0.139	0.215	0.441	0.511	0.363
1728	NA	NA	0.177	0.123	0.171	0.438	0.577	0.43
1729	NA	NA	0.186	0.17	0.236	0.376	0.501	0.377
1730	NA	NA	0.275	0.184	0.276	0.6	0.635	0.453
1731	NA	NA	0.196	0.184	0.235	0.612	0.506	0.437
1732	NA	NA	0.23	0.144	0.173	0.583	0.564	0.342
1733	NA	NA	0.267	0.177	0.191	0.633	0.651	0.392
1734	NA	NA	0.274	0.177	0.21	0.557	0.591	0.363
1735	NA	NA	0.274	0.222	0.251	0.693	0.733	0.45
1736	NA	NA	0.263	0.163	0.225	0.714	0.791	0.501
1737	NA	NA	0.37	0.283	0.355	0.729	0.825	0.532
1738	0.5	NA	0.288	0.19	0.271	0.673	0.642	0.516
1739	0.648	NA	0.326	0.25	0.346	0.671	0.659	0.498
1740	0.541	NA	0.174	0.173	0.202	0.47	0.562	0.407
1741	0.536	NA	0.289	0.265	0.302	0.517	0.563	0.507
1742	0.434	NA	0.313	0.243	0.284	0.633	0.599	0.555
1743	0.288	NA	0.235	0.22	0.262	0.597	0.427	0.475
1744	0.241	NA	0.201	0.18	0.184	0.51	0.459	0.594
1745	0.259	NA	0.212	0.191	0.215	0.618	0.529	0.666
1746	0.312	NA	0.241	0.174	0.218	0.517	0.402	0.584
1747	0.348	NA	0.189	0.168	0.19	0.6	0.471	0.458
1748	0.413	NA	0.278	0.223	0.249	0.642	0.51	0.62
1749	0.458	NA	0.326	0.255	0.303	0.594	0.493	0.656
1750	0.529	NA	0.267	0.243	0.284	0.708	0.494	0.659
1751	0.449	NA	0.225	0.128	0.175	0.479	0.339	0.409
1752	0.518	NA	0.246	0.17	0.273	0.499	0.403	0.437
1753	0.448	NA	0.219	0.178	0.222	0.454	0.347	0.394
1754	0.418	NA	0.22	0.186	0.246	0.5	0.396	0.393
1755	0.279	NA	0.125	0.107	0.134	0.41	0.246	0.327
1756	0.366	0.414	0.205	0.177	0.224	0.472	0.366	0.356
1757	0.255	0.35	0.158	0.15	0.111	0.302	0.282	0.3
1758	0.315	0.277	0.223	0.222	0.215	0.475	0.426	0.44
1759	0.274	0.254	0.173	0.103	0.136	0.452	0.325	0.382
1760	0.342	0.23	0.112	0.149	0.135	0.368	0.329	0.429
1761	0.382	0.212	0.182	0.175	0.183	0.466	0.369	0.383
1762	0.352	0.189	0.183	0.155	0.175	0.421	0.307	0.353
1763	0.355	0.205	0.2	0.137	0.173	0.458	0.388	0.301
1764	0.296	0.231	0.152	0.12	0.121	0.493	0.395	0.337
1765	0.252	0.156	0.104	0.128	0.102	0.447	0.38	0.31
1766	0.345	0.152	0.107	0.093	0.093	0.465	0.369	0.358
1767	0.321	0.197	0.174	0.118	0.143	0.506	0.41	0.517
1768	0.39	0.21	0.143	0.139	0.14	0.509	0.461	0.472
1769	0.321	0.182	0.155	0.101	0.121	0.517	0.383	0.479
1770	0.366	0.181	0.142	0.128	0.125	0.466	0.373	0.502
1771	0.311	0.207	0.146	0.145	0.207	0.464	0.323	0.421
1772	0.305	0.235	0.205	0.17	0.243	0.426	0.314	0.423
1773	0.421	0.192	0.32	0.24	0.347	0.603	0.513	0.612
1774	0.401	0.185	0.155	0.15	0.203	0.5	0.374	0.633
1775	0.409	0.288	0.164	0.126	0.178	0.506	0.461	0.547
1776	0.473	0.344	0.151	0.113	0.149	0.505	0.441	0.583
1777	0.579	0.392	0.152	0.144	0.189	0.528	0.433	0.599
1778	0.289	0.422	0.131	0.113	0.18	0.53	0.451	0.503
1779	0.623	0.454	0.161	0.148	0.195	0.378	0.398	0.571
1780	0.433	0.393	0.125	0.131	0.139	0.327	0.261	0.416
1781	0.59	0.317	0.149	0.145	0.16	0.238	0.203	0.27
1782	0.48	0.361	0.125	0.135	0.146	0.269	0.305	0.295
1783	0.652	0.388	0.193	0.191	0.263	0.361	0.331	0.472
1784	0.514	0.386	0.177	0.181	0.179	0.296	0.315	0.486
1785	0.475	0.296	0.142	0.162	0.201	0.374	0.315	0.439
1786	0.527	0.295	0.155	0.173	0.204	0.263	0.344	0.324
1787	0.593	0.302	0.173	0.196	0.19	0.348	0.374	0.364
1788	0.468	0.203	0.114	0.091	0.128	0.195	0.21	0.221
1789	0.573	0.239	0.12	0.125	0.121	0.186	0.22	0.213
1790	0.531	0.215	0.094	0.124	0.138	0.218	0.186	0.239
1791	0.64	0.312	0.116	0.138	0.142	0.31	0.249	0.328
1792	0.713	0.372	0.138	0.158	0.149	0.408	0.262	0.335
1793	0.565	0.303	0.076	0.102	0.084	0.266	0.267	0.382
1794	0.52	0.319	0.069	0.097	0.096	0.291	0.3	0.508
1795	0.708	0.368	0.097	0.125	0.09	0.321	0.339	0.802
1796	0.521	0.402	0.1	0.11	0.125	0.314	0.328	0.594
1797	0.6	0.354	0.123	0.136	0.14	0.323	0.305	0.566
1798	0.434	0.237	0.133	0.105	0.097	0.194	0.228	0.359
1799	0.347	0.211	0.102	0.102	0.087	0.301	0.3	0.543
1800	0.383	0.222	0.088	0.101	0.122	0.27	0.33	0.507
1801	0.454	0.325	0.11	0.109	0.102	0.416	0.378	0.548
1802	0.417	0.313	0.055	0.076	0.073	0.328	0.328	0.502
1803	0.392	0.361	0.088	0.095	0.09	0.312	0.408	0.5
1804	0.469	0.409	0.071	0.104	0.135	0.387	0.389	0.604
1805	0.475	0.366	0.072	0.087	0.104	0.429	0.458	0.634
1806	0.603	0.449	0.075	0.092	0.086	0.366	0.415	0.711
1807	0.481	0.456	0.065	0.058	0.065	0.276	0.416	0.541
1808	0.849	0.733	0.117	0.084	0.086	0.336	0.451	0.506
1809	0.834	0.72	0.176	0.098	0.158	0.455	0.476	0.701
1810	0.767	0.814	0.177	0.128	0.117	0.372	0.424	0.63
1811	0.756	0.596	0.283	0.147	0.184	0.46	0.577	0.609
1812	0.537	0.6	0.229	0.104	0.104	0.442	0.583	0.771
1813	0.504	0.661	0.208	0.127	0.131	0.43	0.62	0.836
1814	0.43	0.47	0.159	0.09	0.089	0.291	0.412	0.714
1815	0.34	0.402	0.222	0.138	0.118	0.326	0.3	0.647
1816	0.34	0.284	0.228	0.141	0.09	0.363	0.403	0.791
1817	0.196	0.175	0.1	0.075	0.076	0.38	0.363	0.605
1818	0.316	0.273	0.177	0.114	0.104	0.438	0.445	0.698
1819	0.254	0.275	0.117	0.052	0.065	0.344	0.409	0.636
1820	0.377	0.242	0.13	0.107	0.081	0.326	0.489	0.612
1821	0.27	0.27	0.111	0.056	0.094	0.354	0.396	0.527
1822	0.291	0.24	0.111	0.064	0.087	0.306	0.362	0.534
1823	0.349	0.277	0.104	0.068	0.074	0.291	0.3	0.617
1824	0.338	0.251	0.133	0.061	0.09	0.347	0.35	0.609
1825	0.291	0.211	0.137	0.086	0.09	0.287	0.335	0.628
1826	0.242	0.201	0.076	0.067	0.041	0.21	0.197	0.623
1827	0.331	0.302	0.078	0.082	0.048	0.24	0.228	0.502
1828	0.34	0.334	0.082	0.08	0.044	0.3	0.271	0.604
1829	0.353	0.342	0.069	0.055	0.064	0.294	0.276	0.496
1830	0.339	0.244	0.018	0.046	0.028	0.198	0.22	0.322
1831	0.402	0.242	0.038	0.039	0.047	0.247	0.253	0.433
1832	0.454	0.253	0.048	0.074	0.054	0.25	0.263	0.537
1833	0.533	0.281	0.072	0.136	0.076	0.343	0.325	0.551
1834	0.381	0.222	0.052	0.104	0.05	0.217	0.217	0.444
1835	0.451	0.223	0.059	0.084	0.065	0.243	0.2	0.416
1836	0.493	0.305	0.09	0.09	0.069	0.243	0.223	0.53
1837	0.516	0.343	0.11	0.13	0.135	0.319	0.232	0.559
1838	0.541	0.399	0.235	0.209	0.161	0.371	0.294	0.706
1839	0.354	0.275	0.137	0.104	0.097	0.297	0.185	0.532
1840	0.368	0.27	0.094	0.09	0.085	0.331	0.262	0.536
1841	0.364	0.295	0.194	0.09	0.083	0.286	0.371	0.592
1842	0.249	0.243	0.14	0.092	0.083	0.324	0.286	0.541
1843	0.246	0.247	0.149	0.111	0.097	0.281	0.283	0.51
1844	0.415	0.312	0.186	0.141	0.126	0.263	0.166	0.585
1845	0.262	0.178	0.143	0.107	0.108	0.249	0.157	0.475
1846	0.194	0.184	0.144	0.072	0.076	0.256	0.15	0.414
1847	0.182	0.178	0.125	0.091	0.097	0.229	0.141	0.516
1848	0.199	0.121	0.232	0.101	0.15	0.261	0.241	0.612
1849	0.233	0.106	0.156	0.073	0.072	0.24	0.217	0.5
1850	0.228	0.091	0.134	0.049	0.085	0.243	0.167	0.503
1851	0.244	0.117	0.169	0.092	0.097	0.252	0.168	0.403
1852	0.253	0.135	0.195	0.132	0.16	0.321	0.244	0.489
1853	0.296	0.204	0.23	0.142	0.16	0.333	0.277	0.489
1854	0.301	0.184	0.242	0.116	0.16	0.342	0.319	0.507
1855	0.258	0.207	0.277	0.152	0.2	0.284	0.315	0.539
1856	0.201	0.18	0.164	0.097	0.101	0.179	0.208	0.413
1857	0.226	0.201	0.187	0.11	0.161	0.154	0.201	0.426
1858	0.263	0.168	0.224	0.121	0.174	0.15	0.185	0.552
1859	0.298	0.185	0.197	0.133	0.163	0.146	0.236	0.497
1860	0.263	0.163	0.198	0.127	0.173	0.203	0.276	0.519
1861	0.178	0.17	0.185	0.134	0.165	0.192	0.333	0.573
1862	0.21	0.133	0.166	0.119	0.137	0.172	0.411	0.53
1863	0.263	0.155	0.223	0.098	0.152	0.22	0.307	0.574
1864	0.229	0.166	0.18	0.086	0.132	0.221	0.286	0.464
1865	0.223	0.145	0.2	0.097	0.136	0.255	0.29	0.493
1866	0.208	0.123	0.185	0.08	0.113	0.264	0.288	0.449
1867	0.25	0.136	0.12	0.086	0.131	0.24	0.34	0.467
1868	0.206	0.071	0.128	0.062	0.097	0.222	0.225	0.313
1869	0.13	0.108	0.077	0.025	0.064	0.167	0.23	0.289
1870	0.155	0.091	0.092	0.031	0.074	0.125	0.18	0.291
1871	0.127	0.136	0.089	0.028	0.072	0.098	0.154	0.235
1872	0.148	0.16	0.09	0.049	0.076	0.094	0.094	0.236
1873	0.183	0.143	0.122	0.069	0.076	0.097	0.125	0.24
1874	0.152	0.155	0.118	0.08	0.056	0.082	0.128	0.275
1875	0.19	0.18	0.126	0.047	0.063	0.119	0.107	0.293
1876	0.18	0.201	0.152	0.059	0.064	0.059	0.118	0.317
1877	0.203	0.23	0.131	0.061	0.057	0.062	0.039	0.233
1878	0.232	0.136	0.14	0.075	0.09	0.047	0.039	0.193
1879	0.232	0.158	0.176	0.097	0.076	0.041	0.046	0.215
1880	0.23	0.155	0.182	0.071	0.073	0.075	0.053	0.241
1881	0.462	0.235	0.236	0.144	0.103	0.125	0.129	0.302
1882	0.324	0.249	0.215	0.106	0.095	0.133	0.144	0.331
1883	0.401	0.208	0.156	0.082	0.079	0.085	0.074	0.319
1884	0.44	0.276	0.174	0.115	0.06	0.12	0.101	0.446
1885	0.476	0.229	0.204	0.097	0.09	0.112	0.071	0.363
1886	0.491	0.257	0.226	0.136	0.102	0.103	0.081	0.279
1887	0.386	0.129	0.181	0.107	0.144	0.112	0.097	0.284
1888	0.513	0.203	0.278	0.128	0.128	0.1	0.056	0.328
1889	0.567	0.167	0.251	0.091	0.117	0.085	0.046	0.24
1890	0.586	0.214	0.322	0.159	0.148	0.103	0.07	0.37
1891	0.515	0.176	0.258	0.159	0.121	0.109	0.119	0.411
1892	0.634	0.222	0.29	0.156	0.185	0.106	0.108	0.404
1893	0.57	0.213	0.246	0.106	0.165	0.094	0.097	0.456
1894	0.627	0.199	0.368	0.124	0.261	0.085	0.106	0.476
1895	0.532	0.215	0.284	0.125	0.221	0.118	0.095	0.434
1896	0.743	0.263	0.267	0.118	0.272	0.118	0.131	0.406
1897	0.652	0.207	0.245	0.145	0.27	0.124	0.122	0.416
1898	0.577	0.148	0.199	0.143	0.326	0.097	0.096	0.467
1899	0.694	0.159	0.201	0.145	0.416	0.087	0.115	0.402
1900	0.517	0.198	0.182	0.145	0.326	0.081	0.079	0.321
1901	0.655	0.146	0.208	0.146	0.437	0.1	0.091	0.401
1902	0.743	0.229	0.233	0.159	0.527	0.09	0.095	0.472
1903	0.675	0.232	0.222	0.166	0.529	0.094	0.118	0.488
1904	0.677	0.222	0.231	0.179	0.519	0.118	0.059	0.395
1905	0.713	0.208	0.322	0.239	0.5	0.089	0.081	0.434
1906	0.551	0.256	0.379	0.241	0.7	0.126	0.083	0.322
1907	0.885	0.287	0.4	0.293	0.654	0.11	0.065	0.466
1908	0.759	0.342	0.327	0.25	0.509	0.102	0.055	0.402
1909	0.877	0.254	0.296	0.2	0.505	0.067	0.047	0.414
1910	0.734	0.223	0.312	0.188	0.509	0.067	0.052	0.341
1911	0.796	0.246	0.304	0.256	0.592	0.095	0.13	0.449
1912	0.744	0.309	0.484	0.263	0.664	0.087	0.062	0.438
1913	0.942	0.387	0.618	0.361	0.747	0.145	0.149	0.559
1914	0.976	0.252	0.944	0.268	0.828	0.048	0.069	0.503
1915	0.988	0.316	1.295	0.406	1.078	0.108	0.066	0.393
1916	0.53	0.224	0.77	0.38	0.865	0.083	0	0.298
1917	0.491	0.236	0.992	0.421	1.041	0.117	0	0.347
1918	0.673	0.18	1.039	0.433	0.983	0.131	0	0.473
1919	0.491	0.198	0.956	0.396	0.986	0.186	0	0.429
1920	0.808	0.223	1.083	0.465	0.984	0.218	0	0.483
1921	0.602	0.256	1.321	0.461	1.236	0.234	0	0.519
1922	0.77	0.316	1.265	0.509	1.071	0.298	0	0.788
1923	0.918	0.372	2.063	0.787	1.658	0.347	0	1.042
1924	0.618	0.291	1.232	0.485	1.027	0.211	0.409	0.647
1925	0.315	0.334	1.747	0.733	1.347	0.233	0.317	0.535
1926	0.556	0.373	2.091	0.681	1.171	0.281	0.249	0.617
1927	0.597	0.258	1.839	0.743	1.361	0.253	0.235	0.483
1928	0.314	0.254	1.188	0.611	0.998	0.27	0.223	0.406
1929	0.665	0.377	1.64	0.928	1.239	0.25	0.256	0.412
1930	0.763	0.482	1.589	0.75	1.132	0.326	0.274	0.591
1931	0.411	0.356	0.93	0.556	0.872	0.276	0.189	0.484
1932	0.584	0.472	0.979	0.598	0.836	0.284	0.134	0.431
1933	0.78	0.303	1.024	0.572	0.881	0.375	0.147	0.308
1934	0.83	0.369	1.119	0.68	1.02	0.319	0.172	0.287
1935	0.638	0.374	1.12	0.689	1.074	0.222	0.127	0.291
1936	0.599	0.574	1.562	0.905	1.388	0.386	0.214	0.349
1937	0.484	0.604	1.366	0.765	1.312	0.278	0.229	0.501
1938	0.424	0.579	1.564	0.791	1.228	0.363	0.253	0.483
1939	0.534	0.718	2.016	0.873	1.347	0.415	0.299	0.513
1940	0.478	0.833	1.595	0.75	1.09	0.558	0.4	0.639
1941	0.821	1.299	1.873	0.964	1.345	0.505	0.464	0.802
1942	0.939	1.34	1.71	0.98	1.416	0.805	0.38	1.57
1943	1.11	1.447	2.053	1.156	1.577	0.697	0.657	0.955
1944	1.152	1.092	1.956	1.24	1.486	0.584	0.574	0.967
1945	0.754	1.115	NA	1.05	1.527	0.655	0.547	0.68
1946	1.114	1.228	NA	1.398	1.764	0.825	0.699	0.73
1947	1.165	1.035	NA	1.181	1.736	0.714	0.769	0.475
1948	1.267	0.65	NA	1.225	1.236	0.602	0.914	0.322
1949	0.791	0.656	NA	0.936	0.847	0.537	0.609	0.141
1950	1.153	0.792	NA	1.145	1.18	0.549	0.713	0.217
1951	1.088	0.807	NA	0.921	1.047	0.641	0.814	0.131
1952	0.723	0.534	NA	1.047	1.027	0.514	0.499	0.128
1953	0.669	0.688	NA	1.349	1.167	0.611	0.59	0.148
1954	0.887	0.793	NA	1.257	1.083	0.641	0.605	0.13
1955	0.905	0.713	NA	1.362	1.266	0.67	0.625	0.106
1956	0.758	0.784	NA	1.152	0.875	0.709	0.489	0.072
1957	1.18	0.656	NA	1.437	1.173	0.697	0.544	0.084
1958	1.271	0.554	NA	1.135	1.39	0.613	0.697	0.085
1959	1.046	0.595	NA	1.481	1.53	0.76	0.602	0.067
1960	0.861	0.899	NA	1.355	1.237	0.986	0.813	0.059
1961	1.102	0.993	NA	1.229	1.221	0.923	0.775	0.044
1962	0.881	0.883	NA	1.134	1.25	0.744	0.805	0.076
1963	1.133	0.629	NA	1.146	1.192	0.779	0.882	0.096
1964	1.013	0.673	NA	1.119	1.345	0.696	0.704	0.089
1965	0.914	0.771	NA	1.017	1.195	0.774	0.798	0.09
1966	0.779	0.763	NA	0.948	1.215	0.651	0.746	0.101
1967	0.652	0.657	NA	0.912	1.351	0.708	0.81	0.051
1968	0.722	0.832	NA	1.173	1.328	0.669	0.85	0.046
1969	0.647	0.493	NA	0.925	1.298	0.682	1	0.076
1970	0.58	0.571	NA	0.814	1.112	0.577	0.974	NA
1971	0.568	0.727	NA	1.135	1.294	0.768	1.357	NA
1972	0.541	0.592	NA	0.93	1.028	0.704	1.104	NA
1973	0.382	0.475	NA	0.518	0.806	0.5	0.819	NA
1974	0.5	0.577	NA	0.663	0.929	0.473	0.791	NA
1975	0.646	0.89	NA	0.749	1.007	0.558	1.078	NA
1976	0.514	0.629	NA	0.626	0.994	0.507	1.013	NA
1977	0.597	0.584	NA	0.644	1.127	0.416	0.954	NA
1978	0.526	0.531	NA	0.624	1.097	0.429	0.687	NA
1979	0.478	0.583	NA	0.662	0.974	0.379	1.081	NA
1980	0.429	0.469	NA	0.75	0.843	0.355	0.927	NA
1981	0.528	0.639	NA	0.776	0.992	0.381	0.754	NA
1982	0.415	0.479	NA	0.89	0.957	0.404	1.026	NA
1983	0.402	0.485	NA	0.791	0.913	0.362	0.856	NA
1984	0.269	0.353	NA	0.694	0.81	0.421	0.756	NA
1985	0.36	0.305	NA	0.773	0.78	0.393	0.698	NA
1986	0.392	0.29	NA	0.904	0.879	0.511	0.944	NA
1987	0.37	0.416	NA	0.869	0.833	0.38	0.596	NA
1988	0.401	0.377	NA	0.777	0.929	0.397	0.749	NA
1989	0.44	0.429	NA	0.856	0.833	0.511	0.986	NA
1990	0.274	0.309	NA	0.656	0.842	0.492	1.026	NA
1991	0.275	0.347	NA	0.659	0.604	0.641	0.937	NA
1992	0.358	0.31	NA	0.765	0.647	0.501	0.923	NA
1993	0.218	0.2	NA	0.539	0.714	0.501	0.888	NA
