# Yamaguchi - Copalis River snags - THPL - ITRDB WA130
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5380
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5380.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa130-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa130-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa130.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa130.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-09-14
#--------------------
# File_Last_Modified_Date
#   Date: 2005-09-14
#--------------------
# Title
#   Study_Name: Yamaguchi - Copalis River snags - THPL - ITRDB WA130
#--------------------
# Investigators
#   Investigators: Yamaguchi, D.K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Copalis River snags
#   Location: Washington
#   Northernmost_Latitude: 47.13
#   Southernmost_Latitude: 47.13
#   Easternmost_Longitude: -124.18
#   Westernmost_Longitude: -124.18
#   Elevation_m: 0
#--------------------
# Data_Collection
#   Collection_Name: WA130
#   First_Year: 1305
#   Last_Year: 1680
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Thuja plicata Donn ex D. Don
#   Common_Name: western redcedar
#   Tree_Species_Code: THPL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CP7892_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP7892; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP790_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP790; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP791_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP791; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP793_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP793; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP794_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP794; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CPGF2A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CPGF2A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CPGF2B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CPGF2B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CPGF2NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CPGF2NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CP7892_raw	CP790_raw	CP791_raw	CP793_raw	CP794_raw	CPGF2A_raw	CPGF2B_raw	CPGF2NW_raw
1586	0.78	0.41	0.65	1.98	0.68	0.875	0.827	1.863
1587	0.73	0.55	0.75	2.07	0.75	1.085	1.004	1.756
1588	0.64	0.45	0.42	1.71	0.58	1.084	1.025	1.8
1589	0.78	0.68	0.7	1.84	0.76	1.291	1.302	2.084
1590	0.94	0.67	0.6	1.94	0.69	1.44	1.288	1.967
1591	1.07	0.7	0.66	2.03	0.9	1.354	1.184	1.574
1592	0.87	0.61	0.72	1.78	0.72	1.253	1.083	1.367
1593	1.16	0.66	0.72	2.09	0.85	1.473	1.18	1.363
1594	1.04	0.61	0.71	2.02	1.03	1.011	0.768	0.98
1595	0.85	0.63	0.74	2.11	0.96	1.533	1.126	1.334
1596	1.34	0.64	0.76	2.09	1	1.455	1.081	1.204
1597	1.07	0.61	0.8	1.87	0.97	0.88	0.618	1.125
1598	1.48	0.69	0.86	1.95	0.77	1.302	1.061	1.816
1599	1.61	0.75	0.86	2.58	0.99	1.182	0.862	1.515
1600	1.74	0.75	0.93	2.46	NA	1.074	0.889	1.764
1601	1.64	0.68	0.96	2.71	NA	1.109	0.819	2.021
1602	1.39	0.74	0.99	2.35	NA	1.151	0.791	1.596
1603	1.15	0.74	0.99	2.25	NA	1.033	0.767	1.718
1604	1.18	0.74	0.96	2.09	NA	1.018	0.785	1.723
1605	0.65	0.63	0.95	1.77	NA	0.82	0.551	1.721
1606	0.63	0.65	1.26	2.03	NA	0.779	0.615	2.057
1607	0.68	0.63	0.96	1.66	NA	0.824	0.56	2.328
1608	1.07	0.66	1.01	2.14	NA	0.897	0.689	2.309
1609	0.89	0.55	0.87	2.02	NA	0.819	0.575	2.088
1610	1.07	0.64	1	2.3	NA	0.843	0.585	2.084
1611	0.89	0.63	0.79	1.7	NA	0.867	0.568	1.953
1612	1.11	0.6	0.95	1.65	NA	0.697	0.514	1.872
1613	0.89	0.73	0.99	1.85	NA	0.664	0.448	1.345
1614	0.81	0.75	0.93	1.51	NA	0.391	0.234	1.191
1615	0.67	0.59	0.86	1.47	NA	0.406	0.266	1.472
1616	0.64	0.62	0.91	1.62	NA	0.462	0.316	1.503
1617	0.67	0.66	0.85	1.67	NA	0.503	0.347	1.899
1618	0.61	0.61	0.74	1.56	NA	0.409	0.263	1.795
1619	0.65	0.56	0.79	1.6	NA	0.401	0.259	1.467
1620	1.1	0.54	0.82	1.66	NA	0.338	NA	1.792
1621	1.33	0.62	0.92	1.55	NA	0.335	NA	1.824
1622	1.39	0.59	0.84	1.39	NA	0.255	NA	1.835
1623	1.52	0.7	0.84	1.36	NA	0.22	NA	1.636
1624	1.19	0.55	0.84	1.52	NA	0.244	NA	1.668
1625	1.43	0.6	0.82	1.64	NA	0.303	NA	1.691
1626	1.36	0.55	0.85	1.68	NA	0.261	NA	1.708
1627	1.56	0.56	0.84	1.63	NA	0.33	NA	2.089
1628	1.57	0.64	1.02	2.18	NA	0.38	NA	2.321
1629	1.44	0.51	0.96	2	NA	0.363	NA	2.102
1630	1.61	0.65	0.93	2.12	NA	0.453	NA	1.675
1631	1.55	0.67	0.7	1.82	NA	0.535	NA	2.095
1632	1.22	0.43	0.85	2.2	NA	0.437	NA	2.294
1633	1.48	NA	0.72	1.8	NA	0.386	NA	1.569
1634	1.53	NA	0.65	1.75	NA	0.229	NA	1.559
1635	1.43	NA	0.68	1.33	NA	0.212	NA	1.626
1636	1.57	NA	0.74	1.46	NA	0.22	NA	1.33
1637	1.4	NA	0.59	1.15	NA	0.225	NA	1.833
1638	1.69	NA	0.71	1.46	NA	0.236	NA	1.962
1639	1.71	NA	0.69	1.25	NA	0.21	NA	1.48
1640	1.46	NA	0.76	1.04	NA	0.207	NA	1.683
1641	1.23	NA	0.85	1.09	NA	0.199	NA	1.739
1642	1.55	NA	0.85	1.21	NA	0.223	NA	1.819
1643	1.12	NA	0.72	1.01	NA	0.244	NA	1.677
1644	0.89	NA	0.61	0.79	NA	0.167	NA	1.819
1645	1.16	NA	0.62	1.04	NA	0.246	NA	2.062
1646	1.17	NA	0.73	1.19	NA	0.167	NA	2.022
1647	1.67	NA	0.81	1.19	NA	0.194	NA	1.83
1648	1.35	NA	0.83	1.1	NA	0.143	NA	1.557
1649	0.82	NA	0.61	0.95	NA	NA	NA	0.645
1650	1.06	NA	0.77	1.33	NA	NA	NA	0.716
1651	1.13	NA	0.88	1.24	NA	NA	NA	1.21
1652	1.27	NA	0.82	0.64	NA	NA	NA	1.258
1653	1.39	NA	0.76	0.93	NA	NA	NA	1.201
1654	1.1	NA	0.69	0.87	NA	NA	NA	1.308
1655	1.28	NA	0.77	0.79	NA	NA	NA	1.399
1656	1.18	NA	0.76	0.97	NA	NA	NA	1.421
1657	0.91	NA	0.81	1.03	NA	NA	NA	1.662
1658	1.41	NA	0.72	0.88	NA	NA	NA	1.269
1659	1.65	NA	0.84	0.97	NA	NA	NA	1.597
1660	1.42	NA	0.86	1.07	NA	NA	NA	1.622
1661	1.52	NA	0.49	0.86	NA	NA	NA	1.361
1662	1.57	NA	0.85	1.11	NA	NA	NA	1.807
1663	1.62	NA	0.78	1.08	NA	NA	NA	1.381
1664	1.54	NA	0.76	1.05	NA	NA	NA	1.215
1665	1.36	NA	0.8	NA	NA	NA	NA	1.419
1666	1.42	NA	0.79	NA	NA	NA	NA	1.593
1667	1.51	NA	0.83	NA	NA	NA	NA	1.712
1668	1.4	NA	0.87	NA	NA	NA	NA	1.671
1669	1.48	NA	0.71	NA	NA	NA	NA	1.744
1670	1.61	NA	0.81	NA	NA	NA	NA	1.765
1671	1.29	NA	0.75	NA	NA	NA	NA	1.404
1672	1.31	NA	0.97	NA	NA	NA	NA	1.549
1673	1.57	NA	0.94	NA	NA	NA	NA	1.581
1674	1.48	NA	1.03	NA	NA	NA	NA	1.268
1675	1.13	NA	0.87	NA	NA	NA	NA	1.252
1676	1.06	NA	0.84	NA	NA	NA	NA	NA
1677	1.19	NA	0.8	NA	NA	NA	NA	NA
1678	NA	NA	0.95	NA	NA	NA	NA	NA
1679	NA	NA	0.84	NA	NA	NA	NA	NA
1680	NA	NA	0.76	NA	NA	NA	NA	NA
