# Barclay - Nellie Juan - TSME - ITRDB AK120
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13713
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13713.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak120-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak120-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak120.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak120.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-07-18
#--------------------
# File_Last_Modified_Date
#   Date: 2012-07-18
#--------------------
# Title
#   Study_Name: Barclay - Nellie Juan - TSME - ITRDB AK120
#--------------------
# Investigators
#   Investigators: Barclay, D.; Milligan, J.M.; Wiles, G.(https://orcid.org/0000-0001-7977-5383)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Annals of Glaciology
#   Published_Title: An 850 year record of climate and fluctuations of the iceberg-calving  Nellie Juan Glacier, south central Alaska, U.S.A.
#   Published_Date_or_Year: 2003
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Barclay, David J., Wiles, Gregory C. and Calkin, Parker E. 2003.   
An 850 year record of climate and fluctuations of the iceberg-calving  
Nellie Juan Glacier, south central Alaska, U.S.A. 
1269	NA	NA	0.334	0.631	0.123	NA	0.923	0.85	0.168	0.145	NA	0.991	NA	NA	NA	NA	1.056	0.699	0.487	0.465	0.371	0.244	0.813	0.577	0.39	0.36	0.861	1.145	NA	0.789	NA	NA	NA	NA	1.417	1.437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1270	NA	NA	0.312	0.64	0.19	NA	0.947	0.881	0.411	0.3	NA	1.133	NA	NA	NA	NA	1.247	0.864	0.6	0.477	1.152	1.008	0.799	0.499	0.498	0.432	0.722	1.184	NA	0.484	NA	NA	NA	NA	1.514	1.453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1271	NA	NA	0.245	0.47	0.223	NA	0.864	0.745	0.513	0.309	NA	0.864	NA	NA	NA	NA	0.96	0.626	0.623	0.404	0.708	0.841	0.388	0.277	0.308	0.088	0.705	0.973	NA	0.265	NA	NA	NA	NA	1.039	1.179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1272	NA	NA	0.32	0.542	0.173	NA	0.963	0.96	0.547	0.269	NA	0.854	NA	NA	NA	NA	0.744	0.629	0.372	0.354	0.661	0.534	0.514	0.329	0.435	0.098	0.751	1.018	NA	0.225	NA	NA	NA	NA	1.38	1.309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1273	NA	NA	0.545	0.902	0.223	NA	1.072	1.099	0.805	0.473	NA	1.284	NA	NA	NA	NA	1.489	0.944	0.669	0.656	0.8	0.69	0.75	0.451	0.531	0.117	1.266	1.632	NA	0.288	NA	NA	NA	NA	2.074	1.723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1274	NA	NA	0.397	0.353	0.267	NA	0.894	0.906	0.369	0.066	NA	0.633	NA	NA	NA	NA	0.975	0.588	0.342	0.342	0.436	0.736	0.263	0.208	0.543	0.125	0.822	0.87	NA	0.163	NA	NA	NA	NA	0.925	0.743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1275	NA	NA	0.569	0.647	0.253	NA	0.791	0.784	0.548	0.277	NA	0.741	NA	NA	NA	NA	1.151	0.708	0.327	0.393	0.458	0.659	0.318	0.277	0.604	0.062	1.063	0.95	NA	0.17	NA	NA	NA	NA	1.301	1.116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1276	NA	NA	0.506	0.66	0.166	NA	0.82	0.755	0.563	0.37	NA	0.976	NA	NA	NA	NA	1.16	0.8	0.408	0.582	0.497	0.645	0.327	0.326	0.638	0.149	1.243	1.261	NA	0.144	NA	NA	NA	NA	1.612	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1277	NA	NA	0.275	0.486	0.236	NA	0.83	0.809	0.361	0.153	NA	0.76	NA	NA	NA	NA	0.771	0.576	0.408	0.536	0.263	0.269	0.549	0.25	0.402	0.162	0.886	1.3	NA	0.046	NA	NA	NA	NA	1.275	1.505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1278	NA	NA	0.187	0.243	0.232	NA	0.722	0.597	0.407	0.272	NA	0.666	NA	NA	NA	NA	0.569	0.569	0.308	0.347	0.485	0.652	0.515	0.279	0.251	0.187	0.641	0.99	NA	0.064	NA	NA	NA	NA	1.788	1.086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1279	NA	NA	0.09	0.186	0.239	NA	0.976	0.853	0.179	0.102	NA	0.553	NA	NA	NA	NA	0.678	0.419	0.173	0.188	0.397	0.577	0.358	0.208	0.303	0.154	0.677	0.845	NA	0.143	NA	NA	NA	NA	0.977	0.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1280	NA	NA	0.286	0.493	0.327	NA	1.051	0.907	0.478	0.359	NA	0.629	NA	NA	NA	NA	0.907	0.682	0.361	0.254	0.941	1.308	0.602	0.399	0.521	0.258	0.704	1	NA	0.319	NA	NA	NA	NA	1.219	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1281	NA	NA	0.708	0.912	0.483	0.252	1.234	1.002	0.552	0.439	NA	1.218	NA	NA	NA	NA	1.008	0.817	0.542	0.409	0.794	0.935	0.785	0.547	0.699	0.334	1.113	1.388	NA	0.567	NA	NA	NA	NA	1.575	1.427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1282	NA	NA	0.573	0.713	0.38	0.256	0.937	0.854	0.946	0.578	NA	1.194	NA	NA	NA	NA	0.959	0.819	0.621	0.594	0.929	1.25	0.657	0.513	0.759	0.398	1.018	1.19	NA	0.481	NA	NA	1.687	2.148	1.545	1.597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1283	NA	NA	0.329	0.528	0.38	0.173	0.985	0.743	0.675	0.371	NA	0.898	NA	NA	NA	NA	0.642	0.748	0.372	0.374	0.531	0.501	0.633	0.36	0.723	0.398	0.763	0.748	NA	0.439	NA	NA	1.467	1.634	1.146	1.392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1284	NA	NA	0.852	0.616	0.3	0.127	0.918	0.635	0.696	0.419	NA	1.07	NA	NA	NA	NA	0.752	0.83	0.434	0.525	0.559	0.582	0.782	0.425	0.64	0.512	0.805	1.054	NA	0.468	NA	NA	1.699	1.978	1.596	1.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1285	NA	NA	0.798	0.782	0.299	0.06	1.017	0.8	0.471	0.227	NA	0.753	NA	NA	NA	NA	0.85	0.703	0.285	0.314	0.352	0.222	0.356	0.369	0.221	0.374	0.677	0.813	NA	0.409	NA	NA	1.566	1.828	1.323	1.319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1286	NA	NA	0.576	0.611	0.587	0.257	0.708	0.533	0.426	0.285	NA	0.616	NA	NA	NA	NA	0.773	0.528	0.332	0.337	0.356	0.287	0.407	0.371	0.629	0.436	0.676	0.686	NA	0.272	NA	NA	0.943	1.33	0.862	0.996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1287	NA	NA	0.535	0.544	0.353	0.15	0.783	0.575	0.33	0.261	NA	0.563	NA	NA	NA	NA	0.731	0.438	0.351	0.33	0.323	0.273	0.565	0.436	0.57	0.314	0.666	0.636	NA	0.388	NA	NA	1.071	1.554	1.274	1.345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1288	NA	NA	0.128	0.319	0.234	0	0.534	0.392	0.176	0.103	NA	0.45	NA	NA	NA	NA	0.315	0.222	0.32	0.298	0.112	0.067	0.516	0.308	0.239	0.164	0.661	0.613	NA	0.196	NA	NA	1.104	1.184	0.973	0.988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1289	NA	NA	0.152	0.381	0.431	0.167	0.362	0.339	0.19	0.18	NA	0.35	NA	NA	NA	NA	0.111	0.123	0.289	0.213	0.122	0.14	0.477	0.305	0.204	0.267	0.63	0.618	NA	0.148	NA	NA	1.333	1.139	1.369	1.363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1290	NA	NA	0.125	0.326	0.414	0.217	0.316	0.311	0.113	0.227	NA	0.232	NA	NA	NA	NA	0.101	0.085	0.36	0.244	0.169	0.181	0.388	0.429	0.335	0.503	0.587	0.501	NA	0.197	NA	NA	1.139	1.138	0.979	1.086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1291	NA	NA	0.087	0.313	0.527	0.218	0.5	0.456	0.361	0.312	NA	0.194	NA	NA	NA	NA	0.1	0.11	0.273	0.226	0.359	0.416	0.844	0.694	0.573	0.424	0.565	0.552	NA	0.379	NA	NA	0.785	0.854	0.992	0.842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1292	NA	NA	0.142	0.465	0.613	0.228	0.687	0.469	0.74	0.181	NA	0.222	NA	NA	NA	NA	0.227	0.169	0.308	0.271	0.421	0.466	1.058	0.604	0.64	0.55	0.489	0.503	NA	0.415	NA	NA	1.053	0.838	0.774	0.716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1293	NA	NA	0.273	0.6	0.779	0.295	0.751	0.497	0.963	0.32	NA	0.266	NA	NA	NA	NA	0.433	0.309	0.437	0.401	0.422	0.378	0.842	0.5	0.717	0.54	0.868	0.672	NA	0.393	NA	NA	1.385	0.859	0.847	0.682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1294	NA	NA	0.458	0.993	0.621	0.508	0.841	0.568	1.177	0.432	NA	0.369	NA	NA	NA	NA	0.681	0.45	0.596	0.59	0.49	0.537	0.863	0.728	0.529	0.666	0.814	0.629	NA	0.413	NA	NA	1.348	0.816	0.896	0.675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1295	NA	NA	0.402	0.518	0.538	0.445	1.086	0.817	0.604	0.259	NA	0.512	NA	NA	NA	NA	0.885	0.509	0.618	0.53	0.294	0.359	0.888	0.56	0.58	0.947	0.814	0.608	NA	0.401	NA	NA	1.76	1.534	1.27	1.237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1296	NA	NA	0.564	0.784	0.373	0.212	0.904	0.782	0.584	0.263	NA	0.49	NA	NA	NA	NA	0.898	0.611	0.526	0.478	0.321	0.394	0.885	0.602	0.67	0.755	0.851	0.606	NA	0.432	NA	NA	2.166	1.579	0.979	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1297	NA	NA	0.391	0.626	0.538	0.255	0.791	0.618	0.913	0.431	NA	0.595	NA	NA	NA	NA	1.055	0.568	0.529	0.612	0.336	0.888	0.851	0.475	0.842	0.973	0.781	0.58	NA	0.394	NA	NA	1.523	1.697	0.847	0.847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1298	NA	NA	0.179	0.414	0.354	0.164	0.729	0.668	0.532	0.26	NA	0.371	NA	NA	NA	NA	0.816	0.382	0.272	0.268	0.189	0.387	0.551	0.349	0.852	0.838	0.643	0.548	NA	0.357	NA	NA	1.403	1.458	0.932	0.725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1299	NA	NA	0.157	0.512	0.394	0.176	0.693	0.558	0.352	0.077	NA	0.359	NA	NA	NA	NA	0.601	0.323	0.17	0.131	0.138	0.175	0.54	0.346	0.84	0.568	0.673	0.571	0.226	0.376	NA	NA	1.035	1.115	0.726	0.611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1300	NA	NA	0.219	0.572	0.256	0.054	0.697	0.551	0.39	0.177	NA	0.371	NA	NA	NA	NA	0.482	0.351	0.232	0.256	0.102	0.13	0.5	0.429	0.6	0.44	0.539	0.575	0.236	0.369	NA	NA	0.806	0.94	0.719	0.517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1301	NA	NA	0.32	0.776	0.507	0.386	0.884	0.676	0.295	0.128	0.551	0.404	NA	NA	NA	NA	0.558	0.489	0.223	0.212	0.133	0.153	0.352	0.353	0.72	0.347	0.57	0.541	0.254	0.419	NA	NA	0.517	0.677	0.687	0.454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1302	NA	NA	0.177	0.532	0.427	0.277	0.631	0.557	0.159	0.084	0.226	0.219	NA	NA	NA	NA	0.359	0.27	0.147	0.135	0.133	0.136	0.208	0.263	0.59	0.31	0.362	0.317	0.183	0.325	NA	NA	0.38	0.461	0.402	0.312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1303	NA	NA	0.097	0.373	0.32	0.168	0.891	0.658	0.084	0.083	0.233	0.231	NA	NA	NA	NA	0.314	0.286	0.135	0.125	0.16	0.11	0.206	0.273	0.689	0.247	0.38	0.315	0.225	0.291	NA	NA	0.381	0.339	0.313	0.229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1304	NA	NA	0.368	0.622	0.498	0.327	0.888	0.586	0.121	0.15	0.351	0.309	NA	NA	NA	NA	0.45	0.531	0.231	0.177	0.233	0.251	0.415	0.365	0.763	0.311	0.597	0.449	0.758	0.567	NA	NA	0.447	0.281	0.254	0.215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1305	NA	NA	0.394	0.744	0.406	0.269	0.874	0.555	0.274	0.173	0.621	0.251	NA	NA	NA	NA	0.712	0.679	0.351	0.385	0.326	0.366	0.564	0.488	0.858	0.467	0.712	0.62	0.967	0.666	NA	NA	0.84	0.506	0.367	0.326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1306	NA	NA	0.35	0.654	0.317	0.184	0.754	0.527	0.323	0.292	0.71	0.219	NA	NA	NA	NA	0.898	0.901	0.444	0.454	0.371	0.298	0.578	0.658	0.721	0.427	1.052	0.861	0.641	0.895	NA	NA	0.978	0.732	0.385	0.373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1307	NA	NA	0.594	0.945	0.581	0.565	0.904	0.731	0.79	0.498	0.971	0.402	NA	NA	NA	NA	0.802	0.838	0.661	0.611	0.409	0.673	0.631	0.787	1.032	0.609	1.047	0.973	0.803	1.008	NA	NA	0.986	0.924	0.575	0.681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1308	NA	NA	0.207	0.179	0.37	0.352	0.52	0.483	0.61	0.75	0.604	0.256	NA	NA	NA	NA	0.477	0.371	0.282	0.263	0.189	0.236	0.201	0.337	0	0.243	0.361	0.569	0.269	0.453	NA	NA	0.804	0.561	0.54	0.562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1309	NA	NA	0.644	0.464	0.503	0.354	0.65	0.613	0.625	0.772	0.802	0.355	NA	NA	NA	NA	0.402	0.573	0.387	0.29	0.211	0.21	0.303	0.492	0.8	0.577	0.77	0.824	0.498	0.625	NA	NA	1.187	0.85	0.596	0.534	1.052	1.072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1310	NA	NA	0.513	0.455	0.467	0.265	0.753	0.659	0.857	0.734	0.875	0.273	NA	NA	NA	NA	0.357	0.587	0.44	0.31	0.287	0.306	0.535	0.649	1.229	1.145	0.779	0.8	0.482	0.878	NA	NA	1.226	1.249	0.499	0.441	1.236	1.157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1311	NA	NA	0.375	0.406	0.673	0.465	0.704	0.513	0.831	0.442	0.768	0.293	NA	NA	NA	NA	0.34	0.493	0.389	0.361	0.221	0.208	0.541	0.438	1.085	0.791	0.665	0.688	0.377	0.652	NA	NA	0.846	0.845	0.511	0.363	1.209	1.013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1312	NA	NA	0.287	0.351	0.394	0.364	0.671	0.506	0.541	0	0.623	0.226	NA	NA	NA	NA	0.215	0.271	0.236	0.245	0.083	0.065	0.5	0.333	0.814	0.433	0.442	0.662	0.375	0.696	NA	NA	0.651	0.729	0.452	0.332	1.17	0.969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1313	NA	NA	0.489	0.597	0.548	0.624	0.778	0.578	0.717	0.163	0.714	0	NA	NA	NA	NA	0.208	0.372	0.4	0.427	0.064	0.126	0.608	0.516	0.437	0.386	0.755	0.923	0.51	0.891	NA	NA	0.827	0.968	0.929	0.418	1.405	1.019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1314	NA	NA	0.407	0.47	0.344	0.388	0.85	0.739	0.658	0.393	0.475	0	NA	NA	NA	NA	0.218	0.363	0.269	0.288	0.274	0.255	0.56	0.574	0.139	0.206	0.712	0.862	0.585	0.791	NA	NA	0.861	1	0.618	0.416	1.012	0.928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1315	NA	NA	0.379	0.482	0.265	0.168	0.893	0.771	0.524	0.284	0.595	0	NA	NA	NA	0.462	0.341	0.394	0.289	0.282	0.339	0.447	0.76	0.635	0.082	0.069	0.503	0.625	0.672	0.907	NA	NA	0.611	0.69	0.476	0.437	0.89	1.064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1316	NA	NA	0.539	0.859	0.226	0.225	0.961	0.692	0.429	0.252	0.947	0	NA	NA	NA	0.748	0.478	0.543	0.416	0.393	0.547	0.655	0.804	0.692	0.065	0.1	0.447	0.657	1.184	1.137	NA	NA	0.533	0.481	0.439	0.243	1.277	1.307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1317	0.872	0.953	0.698	1.073	0.312	0.406	0.993	0.711	0.846	0.375	1.053	0.524	NA	NA	NA	0.783	0.737	0.797	0.794	0.68	0.451	0.764	1.028	0.729	0.44	0.198	0.572	0.784	1.222	1.427	NA	NA	0.621	0.659	0.513	0.365	1.338	1.305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1318	1.083	1.138	0.713	0.914	0.398	0.477	1.063	0.748	1.25	0.702	1.21	0.675	NA	NA	0.992	0.979	0.706	0.791	0.76	0.751	0.468	0.991	1.2	0.933	1.119	0.339	0.731	0.86	1.325	1.663	NA	NA	1.254	0.949	0.885	0.72	1.617	1.435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1319	0.916	1.112	0.552	0.826	0.284	0.353	1.106	0.737	1.375	0.724	1.034	0.587	NA	NA	0.823	0.856	0.655	0.595	0.573	0.595	0.297	0.459	0.998	0.851	1.01	0.394	0.555	0.708	0.985	1.385	NA	NA	0.762	0.743	0.757	0.622	1.186	1.144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
