# Speer - LB Point - PILO - ITRDB CA690
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27075
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27075.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca690-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ca690-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca690.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca690.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-06-09
#--------------------
# File_Last_Modified_Date
#   Date: 2019-06-09
#--------------------
# Title
#   Study_Name: Speer - LB Point - PILO - ITRDB CA690
#--------------------
# Investigators
#   Investigators: Speer, J.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: Collected during the 2010 North American Dendroecological Fieldweek (NADEF), ecology group. NOAA Template Raw Measurements file added 2019-08-22.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: LB Point
#   Location: California
#   Northernmost_Latitude: 37.2942
#   Southernmost_Latitude: 37.2942
#   Easternmost_Longitude: -118.1057
#   Westernmost_Longitude: -118.1057
#   Elevation_m: 3230
#--------------------
# Data_Collection
#   Collection_Name: CA690
#   First_Year: 1284
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus longaeva D.K. Bailey = Pinus aristata var. longaeva
#   Common_Name: Intermountain bristlecone pine
#   Tree_Species_Code: PILO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LB304A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LB304A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LB250A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LB250A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LB333A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LB333A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LB335A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LB335A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LB294A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LB294A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LB214A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LB214A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LB222B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LB222B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LB258A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LB258A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LB302A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LB302A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LB304A_raw	LB250A_raw	LB333A_raw	LB335A_raw	LB294A_raw	LB214A_raw	LB222B_raw	LB258A_raw	LB302A_raw
1559	NA	NA	NA	NA	0.245	0.145	0.695	NA	NA
1560	NA	NA	NA	NA	0.28	0.23	0.685	NA	NA
1561	NA	NA	NA	NA	0.27	0.17	0.555	NA	NA
1562	NA	NA	NA	NA	0.285	0.305	0.605	NA	NA
1563	NA	NA	NA	NA	0.3	0.28	0.7	NA	NA
1564	NA	NA	NA	NA	0.265	0.215	0.59	NA	NA
1565	NA	NA	NA	NA	0.29	0.255	0.535	NA	NA
1566	NA	NA	NA	NA	0.305	0.22	0.56	NA	NA
1567	NA	NA	NA	NA	0.285	0.14	0.345	NA	NA
1568	NA	NA	NA	NA	0.37	0.26	0.575	NA	NA
1569	NA	NA	NA	NA	0.46	0.26	0.575	NA	NA
1570	NA	NA	NA	NA	0.27	0.19	0.48	NA	NA
1571	NA	NA	NA	NA	0.355	0.235	0.58	NA	NA
1572	NA	NA	NA	NA	0.315	0.145	0.38	NA	NA
1573	NA	NA	NA	NA	0.28	0.255	0.43	NA	NA
1574	NA	NA	NA	NA	0.305	0.15	0.39	NA	NA
1575	NA	NA	NA	NA	0.265	0.31	0.71	NA	NA
1576	NA	NA	NA	NA	0.35	0.215	0.56	NA	NA
1577	NA	NA	NA	NA	0.395	0.265	0.675	NA	NA
1578	NA	NA	NA	NA	0.38	0.18	0.595	NA	NA
1579	NA	NA	NA	NA	0.22	0.12	0.335	NA	NA
1580	NA	NA	NA	NA	0.175	0.14	0.255	NA	NA
1581	NA	NA	NA	NA	0.12	0.165	0.28	NA	NA
1582	NA	NA	NA	NA	0.34	0.295	0.575	NA	NA
1583	NA	NA	NA	NA	0.415	0.28	0.595	NA	NA
1584	NA	NA	NA	NA	0.56	0.26	0.625	NA	NA
1585	NA	NA	NA	NA	0.425	0.145	0.48	NA	NA
1586	NA	NA	NA	NA	0.285	0.185	0.41	NA	NA
1587	NA	NA	NA	NA	0.385	0.21	0.495	NA	NA
1588	NA	NA	NA	NA	0.375	0.27	0.5	NA	NA
1589	NA	NA	NA	NA	0.39	0.22	0.495	NA	NA
1590	NA	NA	NA	NA	0.49	0.175	0.545	NA	NA
1591	NA	NA	NA	NA	0.25	0.165	0.4	NA	NA
1592	NA	NA	NA	NA	0.39	0.31	0.565	NA	NA
1593	NA	NA	NA	NA	0.165	0.12	0.335	NA	NA
1594	NA	NA	NA	NA	0.21	0.135	0.4	NA	NA
1595	NA	NA	NA	NA	0.475	0.295	0.645	NA	NA
1596	NA	NA	NA	NA	0.37	0.27	0.575	NA	NA
1597	NA	NA	NA	NA	0.445	0.195	0.475	NA	NA
1598	NA	NA	NA	NA	0.46	0.195	0.595	NA	NA
1599	NA	NA	NA	NA	0.42	0.3	0.765	NA	NA
1600	NA	NA	NA	NA	0	0	0.305	NA	NA
1601	NA	NA	NA	NA	0.41	0.215	0.33	NA	NA
1602	NA	NA	NA	NA	0.345	0.105	0.505	NA	NA
1603	NA	NA	NA	NA	0.49	0.155	0.71	NA	NA
1604	NA	NA	NA	NA	0.345	0.27	0.705	NA	NA
1605	NA	NA	NA	NA	0.505	0.29	0.755	NA	NA
1606	NA	NA	NA	NA	0.35	0.195	0.68	NA	NA
1607	NA	NA	NA	NA	0.425	0.295	0.55	NA	NA
1608	NA	NA	NA	NA	0.21	0.125	0.5	NA	NA
1609	NA	NA	NA	NA	0.43	0.205	0.82	NA	NA
1610	NA	NA	NA	NA	0.575	0.485	0.675	NA	NA
1611	NA	NA	NA	NA	0.485	0.24	0.705	NA	NA
1612	NA	NA	NA	NA	0.465	0.35	0.505	NA	NA
1613	NA	NA	NA	NA	0.49	0.115	0.42	NA	NA
1614	NA	NA	NA	NA	0.295	0.165	0.715	NA	NA
1615	NA	NA	NA	NA	0.365	0.375	0.71	NA	NA
1616	NA	NA	NA	NA	0.415	0.305	0.635	NA	NA
1617	NA	NA	NA	NA	0.27	0.28	0.755	NA	NA
1618	NA	NA	NA	NA	0.33	0.39	0.7	NA	NA
1619	NA	NA	NA	NA	0.28	0.335	0.565	NA	NA
1620	NA	NA	NA	NA	0.205	0.3	0.52	NA	NA
1621	NA	NA	NA	NA	0.2	0.21	0.42	NA	NA
1622	NA	NA	NA	NA	0.34	0.215	0.645	NA	NA
1623	NA	NA	NA	NA	0.29	0.3	0.565	NA	NA
1624	NA	NA	NA	NA	0.325	0.21	0.515	NA	NA
1625	NA	NA	NA	NA	0.195	0.26	0.18	NA	NA
1626	NA	NA	NA	NA	0.34	0.28	0.665	NA	NA
1627	NA	NA	NA	NA	0.23	0.055	0.155	NA	NA
1628	NA	NA	NA	NA	0.335	0.205	0.33	NA	NA
1629	NA	NA	NA	NA	0.36	0.205	0.425	NA	NA
1630	NA	NA	NA	NA	0.395	0.15	0.485	NA	NA
1631	NA	NA	NA	NA	0.285	0.145	0.29	NA	NA
1632	NA	NA	NA	NA	0.265	0.105	0.28	NA	NA
1633	NA	NA	NA	NA	0.265	0	0.205	NA	NA
1634	NA	NA	NA	NA	0.295	0.085	0.47	NA	NA
1635	NA	NA	NA	NA	0.315	0.355	0.515	NA	NA
1636	NA	NA	NA	NA	0.28	0.17	0.56	NA	NA
1637	NA	NA	NA	NA	0.41	0.24	0.57	NA	NA
1638	NA	NA	NA	NA	0.43	0.235	0.38	NA	NA
1639	NA	NA	NA	NA	0.245	0.08	0.425	NA	NA
1640	NA	NA	NA	NA	0.42	0.225	0.545	NA	NA
1641	NA	NA	NA	NA	0.48	0.23	0.585	NA	NA
1642	NA	NA	NA	NA	0.255	0.26	0.535	NA	NA
1643	NA	NA	NA	NA	0.145	0.295	0.595	NA	NA
1644	NA	NA	NA	NA	0.37	0.375	0.695	NA	NA
1645	NA	NA	NA	NA	0.31	0.425	0.765	NA	NA
1646	NA	NA	NA	NA	0.325	0.29	0.545	NA	NA
1647	NA	NA	NA	NA	0.535	0.255	0.425	NA	NA
1648	NA	NA	NA	NA	0.34	0.19	0.35	NA	NA
1649	NA	NA	NA	NA	0.53	0.415	0.72	NA	NA
1650	NA	NA	NA	NA	0.52	0.41	0.505	NA	NA
1651	NA	NA	NA	NA	0.445	0.305	0.51	NA	NA
1652	NA	NA	NA	NA	0.59	0.315	0.565	NA	NA
1653	NA	NA	NA	NA	0.385	0.23	0.175	NA	NA
1654	NA	NA	NA	NA	0.305	0	0.06	NA	NA
1655	NA	NA	NA	NA	0.335	0.23	0.325	NA	NA
1656	NA	NA	NA	NA	0.33	0.115	0.25	NA	NA
1657	NA	NA	NA	NA	0.41	0.06	0.145	NA	NA
1658	NA	NA	NA	NA	0.48	0.205	0.305	NA	NA
1659	NA	NA	NA	NA	0.375	0.205	0.285	NA	NA
1660	NA	NA	NA	NA	0.45	0.165	0.305	NA	NA
1661	NA	NA	NA	NA	0.595	0.135	0.245	NA	NA
1662	NA	NA	NA	NA	0.57	0.35	0.44	NA	NA
1663	NA	NA	NA	NA	0.45	0.375	0.34	NA	NA
1664	NA	NA	NA	NA	0.38	0.13	0.23	NA	NA
1665	NA	NA	NA	NA	0.48	0.29	0.345	NA	NA
1666	NA	NA	NA	NA	0.54	0.26	0.395	NA	NA
1667	NA	NA	NA	NA	0.395	0.45	0.425	NA	NA
1668	NA	NA	NA	NA	0.39	0.285	0.3	NA	NA
1669	NA	NA	NA	NA	0.03	0.26	0.345	NA	NA
1670	NA	NA	NA	NA	0.245	0.165	0.325	NA	NA
1671	NA	NA	NA	NA	0.075	0	0.225	NA	NA
1672	NA	NA	NA	NA	0.395	0.145	0.375	NA	NA
1673	NA	NA	NA	NA	0.31	0.28	0.285	NA	NA
1674	NA	NA	NA	NA	0.425	0.245	0.395	NA	NA
1675	NA	NA	NA	NA	0.48	0.265	0.375	NA	NA
1676	NA	NA	NA	NA	0.325	0.35	0.13	NA	NA
1677	NA	NA	NA	NA	0.27	0.07	0.245	NA	NA
1678	NA	NA	NA	NA	0.235	0.16	0.285	NA	NA
1679	NA	NA	NA	NA	0.385	0.18	0.245	NA	NA
1680	NA	NA	NA	NA	0.46	0.225	0.285	NA	NA
1681	NA	NA	NA	NA	0.53	0.18	0.45	NA	NA
1682	NA	NA	NA	NA	0.18	0.455	0.2	NA	NA
1683	NA	NA	NA	NA	0.43	0.21	0.445	NA	NA
1684	NA	NA	NA	NA	0.49	0.36	0.475	NA	NA
1685	NA	NA	NA	NA	0.44	0.31	0.375	NA	NA
1686	NA	NA	NA	NA	0.33	0.27	0.24	NA	NA
1687	NA	NA	NA	NA	0.25	0	0.08	NA	NA
1688	NA	NA	NA	NA	0.435	0.105	0.235	NA	NA
1689	NA	NA	NA	NA	0.42	0.07	0.38	NA	NA
1690	NA	NA	NA	NA	0.395	0.225	0.31	NA	NA
1691	NA	NA	NA	NA	0.16	0	0.07	NA	NA
1692	NA	NA	NA	NA	0.31	0.13	0.345	NA	NA
1693	NA	NA	NA	NA	0.405	0.21	0.365	NA	NA
1694	NA	NA	NA	NA	0.385	0.05	0.22	NA	NA
1695	NA	NA	NA	NA	0.43	0.19	0.35	NA	NA
1696	NA	NA	NA	NA	0.44	0.245	0.35	NA	NA
1697	NA	NA	NA	NA	0.26	0.19	0.27	NA	NA
1698	NA	NA	NA	NA	0.4	0.205	0.275	NA	NA
1699	NA	NA	NA	NA	0.325	0.185	0.3	NA	NA
1700	NA	NA	NA	NA	0.235	0.115	0.275	NA	NA
1701	NA	NA	NA	NA	0.355	0.145	0.425	NA	NA
1702	NA	NA	NA	NA	0.335	0.175	0.36	NA	NA
1703	NA	NA	NA	NA	0.325	0.23	0.32	NA	NA
1704	NA	NA	NA	NA	0.115	0.14	0.185	NA	NA
1705	NA	NA	NA	NA	0.14	0.125	0.21	NA	NA
1706	NA	NA	NA	NA	0.275	0.3	0.335	NA	NA
1707	NA	NA	NA	NA	0.365	0.24	0.445	NA	NA
1708	NA	NA	NA	NA	0.22	0.1	0.145	NA	NA
1709	NA	NA	NA	NA	0.125	0.055	0.135	NA	NA
1710	NA	NA	NA	NA	0.24	0.14	0.355	NA	NA
1711	NA	NA	NA	NA	0.295	0.205	0.32	NA	NA
1712	NA	NA	NA	NA	0.27	0.135	0.275	NA	NA
1713	NA	NA	NA	NA	0.325	0.225	0.3	NA	NA
1714	NA	NA	NA	NA	0.29	0.27	0.31	NA	NA
1715	NA	NA	NA	NA	0.195	0.24	0.325	NA	NA
1716	NA	NA	NA	NA	0.295	0.24	0.31	NA	NA
1717	NA	NA	NA	NA	0.22	0.11	0.215	NA	NA
1718	NA	NA	NA	NA	0.315	0.115	0.24	NA	NA
1719	NA	NA	NA	NA	0.34	0.24	0.33	NA	NA
1720	NA	NA	NA	NA	0.295	0.34	0.4	NA	NA
1721	NA	NA	NA	NA	0.255	0.495	0.52	NA	NA
1722	NA	NA	NA	NA	0.345	0.455	0.58	NA	NA
1723	NA	NA	NA	NA	0.195	0.15	0.285	NA	NA
1724	NA	NA	NA	NA	0.22	0.175	0.245	NA	NA
1725	NA	NA	NA	NA	0.34	0.265	0.52	NA	NA
1726	NA	NA	NA	NA	0.31	0.355	0.515	NA	NA
1727	NA	NA	NA	NA	0.375	0.37	0.535	NA	NA
1728	NA	NA	NA	NA	0.285	0.32	0.465	NA	NA
1729	NA	NA	NA	NA	0.3	0.395	0.58	NA	NA
1730	NA	NA	NA	NA	0.215	0.195	0.305	NA	NA
1731	NA	NA	NA	NA	0.3	0.225	0.405	NA	NA
1732	NA	NA	NA	NA	0.33	0.26	0.41	NA	NA
1733	NA	NA	NA	NA	0.36	0.2	0.395	NA	NA
1734	NA	NA	NA	NA	0.3	0.095	0.415	NA	NA
1735	NA	NA	NA	NA	0.4	0.135	0.435	NA	NA
1736	NA	NA	NA	NA	0.19	0.115	0.205	NA	NA
1737	NA	NA	NA	NA	0.375	0.36	0.515	NA	NA
1738	NA	NA	NA	NA	0.475	0.365	0.465	NA	NA
1739	NA	NA	NA	NA	0.35	0.15	0.32	NA	NA
1740	NA	NA	NA	NA	0.225	0.18	0.42	NA	NA
1741	NA	NA	NA	NA	0.34	0.205	0.4	NA	NA
1742	NA	NA	NA	NA	0.5	0.315	0.51	NA	NA
1743	NA	NA	NA	NA	0.32	0.12	0.25	NA	NA
1744	NA	NA	NA	NA	0.415	0.31	0.515	NA	NA
1745	NA	NA	NA	NA	0.38	0.315	0.435	NA	NA
1746	NA	NA	NA	NA	0.41	0.285	0.34	NA	NA
1747	NA	NA	NA	NA	0.335	0.39	0.39	NA	NA
1748	NA	NA	NA	NA	0.39	0.45	0.54	NA	NA
1749	NA	NA	NA	NA	0.445	0.31	0.46	NA	NA
1750	NA	NA	NA	NA	0.37	0.395	0.405	NA	NA
1751	NA	NA	NA	NA	0.345	0.235	0.35	NA	NA
1752	NA	NA	NA	NA	0.355	0.28	0.33	NA	NA
1753	NA	NA	NA	NA	0.23	0	0.175	NA	NA
1754	NA	NA	NA	NA	0.195	0.1	0.205	NA	NA
1755	NA	NA	NA	NA	0.22	0.17	0.315	NA	NA
1756	NA	NA	NA	NA	0.24	0.26	0.36	NA	NA
1757	NA	NA	NA	NA	0.25	0.155	0.34	NA	NA
1758	NA	NA	NA	NA	0.2	0.215	0.26	NA	NA
1759	NA	NA	NA	NA	0.43	0.415	0.455	NA	NA
1760	NA	NA	NA	NA	0.295	0.24	0.31	NA	NA
1761	NA	NA	NA	NA	0.46	0.405	0.52	NA	NA
1762	NA	NA	NA	NA	0.44	0.475	0.65	NA	NA
1763	NA	NA	NA	NA	0.35	0.275	0.34	NA	NA
1764	NA	NA	NA	NA	0.115	0	0.09	NA	NA
1765	NA	NA	NA	NA	0.205	0.1	0.2	NA	NA
1766	NA	NA	NA	NA	0.345	0.205	0.37	NA	NA
1767	NA	NA	NA	NA	0.315	0.255	0.16	NA	NA
1768	NA	NA	NA	NA	0.385	0.16	0.4	NA	NA
1769	NA	NA	NA	NA	0.285	0.285	0.36	NA	NA
1770	NA	NA	NA	NA	0.28	0.195	0.34	NA	NA
1771	NA	NA	NA	NA	0.225	0.305	0.375	NA	NA
1772	NA	NA	0.765	NA	0.32	0.225	0.415	NA	NA
1773	NA	NA	0.805	NA	0.285	0.16	0.345	NA	NA
1774	NA	NA	0.76	NA	0.275	0.11	0.36	NA	NA
1775	NA	NA	0.71	NA	0.265	0.115	0.29	NA	NA
1776	NA	NA	0.845	NA	0.335	0.065	0.44	NA	NA
1777	NA	NA	0.82	NA	0.31	0.165	0.33	NA	NA
1778	NA	NA	0.675	NA	0.25	0.235	0.195	NA	NA
1779	NA	NA	0.585	NA	0.315	0.12	0.3	NA	NA
1780	NA	NA	0.445	NA	0.325	0.2	0.385	NA	NA
1781	NA	NA	0.27	NA	0.3	0.14	0.285	NA	NA
1782	NA	NA	0.085	NA	0.235	0	0.07	NA	NA
1783	NA	NA	0.205	NA	0.125	0	0.045	NA	NA
1784	NA	NA	0.28	NA	0.19	0.125	0.2	NA	NA
1785	NA	NA	0.4	NA	0.285	0.145	0.125	NA	NA
1786	NA	NA	0.615	NA	0.26	0.185	0.35	NA	NA
1787	NA	NA	0.535	NA	0.245	0.055	0.2	NA	NA
1788	NA	NA	0.395	NA	0.255	0.165	0.265	NA	NA
1789	NA	NA	0.645	NA	0.17	0.17	0.275	NA	NA
1790	NA	NA	0.645	NA	0.08	0.095	0.19	NA	NA
1791	NA	NA	0.28	NA	0.245	0.12	0.28	NA	NA
1792	NA	NA	0.675	NA	0.235	0.175	0.17	NA	NA
1793	NA	NA	0.305	NA	0.165	0.085	0.27	NA	NA
1794	NA	NA	0.42	NA	0.17	0.125	0.11	NA	NA
1795	NA	NA	0.405	NA	0.09	0.11	0.195	NA	NA
1796	NA	NA	0.45	NA	0.23	0.18	0.165	NA	NA
1797	NA	NA	0.52	NA	0.325	0.195	0.195	NA	NA
1798	NA	NA	0.655	NA	0.26	0.12	0.23	NA	NA
1799	NA	NA	0.645	NA	0.25	0.125	0.27	NA	NA
1800	NA	NA	0.575	NA	0.315	0.135	0.24	NA	NA
1801	NA	NA	0.615	NA	0.295	0.055	0.22	NA	NA
1802	NA	NA	0.315	NA	0.29	0.21	0.16	NA	NA
1803	NA	NA	0.405	NA	0.34	0.165	0.305	NA	NA
1804	NA	NA	0.595	NA	0.275	0.135	0.315	NA	NA
1805	NA	NA	0.475	NA	0.305	0.065	0.25	NA	NA
1806	NA	NA	0.19	NA	0.24	0.035	0.175	NA	NA
1807	NA	NA	0.24	NA	0.295	0.1	0.195	NA	NA
1808	NA	NA	0.255	NA	0.33	0.15	0.25	NA	NA
1809	NA	NA	0.355	NA	0.405	0.165	0.275	NA	NA
1810	NA	NA	0.33	NA	0.225	0.105	0.25	NA	NA
1811	NA	NA	0.345	NA	0.4	0.2	0.27	NA	NA
1812	NA	NA	0.11	NA	0.17	0.06	0.4	NA	NA
1813	NA	NA	0	NA	0.135	0.155	0.13	NA	NA
1814	NA	NA	0.235	NA	0.23	0.19	0.19	NA	NA
1815	NA	NA	0.39	NA	0.29	0.235	0.24	NA	NA
1816	NA	NA	0.39	NA	0.24	0.285	0.225	NA	NA
1817	NA	NA	0.725	NA	0.43	0.275	0.345	NA	NA
1818	NA	NA	0.66	NA	0.41	0.27	0.335	NA	NA
1819	NA	NA	0.855	NA	0.31	0.12	0.23	NA	NA
1820	NA	NA	0	NA	0.11	0.175	0.155	NA	NA
1821	NA	NA	0.79	NA	0.42	0.23	0.265	NA	NA
1822	NA	NA	1.085	NA	0.3	0.115	0.175	NA	NA
1823	NA	NA	0.845	NA	0.285	0.18	0.185	NA	NA
1824	NA	NA	0.795	NA	0.165	0.15	0.11	NA	NA
1825	NA	NA	0.995	NA	0.33	0.275	0.215	NA	NA
1826	NA	NA	0.83	NA	0.305	0.185	0.26	NA	NA
1827	NA	NA	1.145	NA	0.365	0.23	0.275	NA	NA
1828	NA	NA	1.235	NA	0.35	0.27	0.32	NA	NA
1829	NA	NA	1.265	NA	0.31	0.13	0.17	NA	NA
1830	NA	NA	1.055	NA	0.095	0.165	0.245	NA	NA
1831	NA	NA	0.705	NA	0.24	0.165	0.22	NA	NA
1832	NA	NA	0.585	NA	0.21	0.18	0.185	NA	NA
1833	NA	NA	0.935	NA	0.26	0.23	0.31	NA	NA
1834	NA	NA	0.885	NA	0.365	0.21	0.26	NA	NA
1835	NA	NA	0.84	NA	0.295	0.145	0.14	NA	NA
1836	NA	NA	0	NA	0.09	0.07	0.05	NA	NA
1837	NA	NA	0	NA	0.215	0.11	0.145	NA	NA
1838	NA	NA	0.76	NA	0.305	0.205	0.24	NA	NA
1839	NA	NA	0.625	NA	0.365	0.28	0.33	NA	NA
1840	NA	NA	0.295	NA	0.24	0.19	0.32	NA	NA
1841	NA	NA	0.255	NA	0.4	0.265	0.325	NA	NA
1842	NA	NA	0.035	NA	0.14	0.08	0.07	NA	NA
1843	NA	NA	0.23	NA	0.34	0.23	0.265	NA	NA
1844	NA	NA	0.195	NA	0.195	0.175	0.19	NA	NA
1845	NA	NA	0.315	NA	0.075	0.235	0.215	NA	NA
1846	NA	NA	0.255	NA	0.17	0.2	0.21	NA	NA
1847	NA	NA	0.3	NA	0.125	0.275	0.06	NA	NA
1848	NA	NA	0.47	NA	0.235	0.495	0.19	NA	NA
1849	NA	NA	0.48	NA	0.29	0.395	0.23	NA	NA
1850	NA	NA	0.225	NA	0.24	0.335	0.165	NA	NA
1851	NA	NA	0.295	NA	0.265	0.26	0.14	NA	NA
1852	NA	NA	0.26	NA	0.38	0.46	0.285	NA	NA
1853	NA	NA	0.145	NA	0.365	0.385	0.33	NA	NA
1854	NA	NA	0.27	NA	0.4	0.39	0.265	NA	NA
1855	NA	NA	0.385	NA	0.305	0.23	0.23	NA	NA
1856	NA	NA	0.1	NA	0.205	0.155	0.21	NA	NA
1857	NA	NA	0.19	NA	0.055	0.125	0.13	NA	NA
1858	NA	NA	0.21	NA	0.075	0.22	0.19	NA	NA
1859	NA	NA	0.4	NA	0.24	0.275	0.2	NA	NA
1860	NA	NA	0.635	NA	0.39	0.46	0.315	NA	NA
1861	NA	NA	0.715	NA	0.33	0.31	0.35	NA	NA
1862	NA	NA	0.745	NA	0.34	0.335	0.285	NA	NA
1863	NA	NA	0.54	NA	0.28	0.255	0.23	NA	NA
1864	NA	NA	0.785	NA	0.42	0.315	0.3	NA	NA
1865	NA	NA	0.29	NA	0.06	0.08	0.095	NA	NA
1866	NA	NA	0.775	NA	0.345	0.24	0.28	NA	NA
1867	NA	NA	0.565	NA	0.365	0.17	0.275	NA	NA
1868	NA	NA	1.025	NA	0.52	0.43	0.505	NA	NA
1869	NA	NA	1.135	NA	0.495	0.38	0.44	NA	NA
1870	NA	NA	1.21	NA	0.545	0.34	0.425	NA	NA
1871	NA	NA	1.33	NA	0.42	0.34	0.475	NA	NA
1872	NA	NA	0.8	NA	0.52	0.25	0.45	NA	NA
1873	NA	NA	0.455	NA	0.515	0.1	0.21	NA	NA
1874	NA	NA	0.75	NA	0.46	0.15	0.385	NA	NA
1875	NA	NA	0.465	NA	0.46	0.175	0.275	NA	NA
1876	NA	NA	0.285	NA	0.3	0.12	0.19	NA	NA
1877	NA	NA	0.525	NA	0.38	0.21	0.34	NA	NA
1878	NA	NA	0.475	NA	0.615	0.195	0.275	NA	NA
1879	NA	NA	0.56	NA	0.55	0.185	0.285	NA	NA
1880	NA	NA	0.15	NA	0.295	0.06	0.16	NA	NA
1881	NA	NA	0.18	NA	0.405	0.11	0.12	NA	NA
1882	NA	NA	0.52	NA	0.435	0.29	0.35	NA	NA
1883	NA	NA	0.285	NA	0.505	0.275	0.355	NA	NA
1884	NA	NA	0.33	NA	0.495	0.18	0.21	NA	NA
1885	NA	NA	0.245	NA	0.415	0.245	0.325	NA	NA
1886	NA	NA	0.29	NA	0.52	0.27	0.295	NA	NA
1887	NA	NA	0.46	NA	0.41	0.25	0.2	NA	NA
1888	NA	NA	0.495	NA	0.47	0.275	0.24	NA	NA
1889	NA	NA	0.51	NA	0.46	0.19	0.255	NA	NA
1890	NA	NA	0.375	NA	0.37	0.225	0.145	NA	NA
1891	NA	NA	0.46	2.445	0.51	0.245	0.29	NA	NA
1892	NA	NA	0.375	1.33	0.485	0.175	0.335	NA	NA
1893	NA	NA	0.23	1.56	0.345	0.075	0.15	NA	NA
1894	NA	NA	0.49	1.53	0.38	0.15	0.265	NA	NA
1895	NA	NA	0.42	1.82	0.41	0.145	0.175	NA	NA
1896	NA	NA	0.54	1.685	0.2	0.205	0.175	NA	NA
1897	NA	NA	0.8	2.175	0.545	0.225	0.355	NA	NA
1898	NA	NA	0.98	1.57	0.745	0.375	0.55	NA	NA
1899	NA	NA	0.42	0.49	0.28	0.125	0.175	NA	NA
1900	NA	NA	0.74	0.95	0.65	0.32	0.405	NA	NA
1901	NA	NA	0.8	1.68	0.66	0.36	0.365	NA	NA
