# Wickman - Drumhill Ridge - PIPO - ITRDB OR031
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5231
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5231.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or031-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; or031-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or031.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/or031.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Wickman - Drumhill Ridge - PIPO - ITRDB OR031
#--------------------
# Investigators
#   Investigators: Wickman, B.E.; Swetnam, T.W.(https://orcid.org/0000-0001-7268-2184); Baisan, C.H.(https://orcid.org/0000-0002-7362-1591)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Drumhill Ridge
#   Location: Oregon
#   Northernmost_Latitude: 45.47
#   Southernmost_Latitude: 45.47
#   Easternmost_Longitude: -118.2
#   Westernmost_Longitude: -118.2
#   Elevation_m: 0
#--------------------
# Data_Collection
#   Collection_Name: OR031
#   First_Year: 1672
#   Last_Year: 1990
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DHR16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHR16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHR16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHR16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHR17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHR17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHR17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHR17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHR18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHR18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHR18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHR18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHR19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHR19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHR19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHR19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHR20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHR20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DHR20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DHR20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DHR16A_raw	DHR16B_raw	DHR17A_raw	DHR17B_raw	DHR18A_raw	DHR18B_raw	DHR19A_raw	DHR19B_raw	DHR20A_raw	DHR20B_raw
1891	0.8	0.79	1.67	0.88	1.1	1.13	1.2	2.03	2.47	3.16
1892	0.92	0.85	1.76	0.74	1.16	1.17	1.05	1.63	1.82	1.86
1893	0.92	0.86	1.54	0.68	0.91	0.9	0.72	1.22	1.65	2.03
1894	1	0.88	1.68	1.07	0.86	1.16	0.98	1.8	2.06	2.63
1895	0.84	0.95	1.78	1.22	0.99	1	1.03	1.52	2.36	2.99
1896	0.83	0.74	1.34	0.89	0.77	1.07	0.75	1.07	1.73	2.2
1897	0.92	0.73	1.72	1.32	0.85	1.1	1.06	1.83	2.34	2.68
1898	0.81	0.6	1.89	1.34	1.12	1.22	0.9	2.11	1.83	2.24
1899	0.72	0.51	1.17	0.89	0.82	1.47	0.57	1.11	1.67	1.77
1900	1.1	0.76	2.61	1.7	1.34	1.45	1.43	2.05	3.46	3.58
1901	0.94	0.73	2.49	1.73	1.46	1.57	1.66	1.79	2.63	2.87
1902	0.67	0.57	1.72	0.89	1.12	1.56	0.91	1.58	1.27	2.12
1903	1.14	0.86	2.41	1.21	1.44	1.79	1.13	2.05	1.03	2.92
1904	1.21	1.18	2.36	1.85	1.82	2.19	1.4	2.44	1.91	3.52
1905	1.05	1.17	1.85	1.22	1.57	1.35	1.33	1.87	2.29	2.86
1906	0.94	1.18	1.17	0.89	1.37	1.06	1.08	1.57	2.51	3.3
1907	1.59	1.15	1.56	1.25	1.28	1.54	1.57	2.29	3.35	4.56
1908	1.31	1.14	1.63	1.11	1.7	1.6	1.32	2.04	3.23	3.17
1909	1.03	0.83	1.43	1.11	1.21	1.1	1.33	1.6	1.93	2
1910	0.99	0.81	1.62	1.27	0.98	0.99	1.38	1.43	2.38	2.22
1911	0.65	0.56	0.84	1.1	0.79	0.68	0.97	1.19	1.85	1.57
1912	0.8	0.72	1.09	1.09	0.68	0.75	1.3	1.49	1.89	2.23
1913	1.34	0.86	1.66	1.53	0.97	1.12	1.44	1.82	3.21	2.99
1914	1.28	0.88	1.37	1.33	0.86	1.23	1.49	1.65	2.15	2.21
1915	1.09	0.68	1.36	1.23	0.76	1.04	1.49	1.89	2.33	2.83
1916	1.18	0.68	1.48	0.78	0.95	0.97	1.17	1.43	2.15	2.17
1917	0.96	0.67	1.32	0.82	0.85	0.92	0.86	1.16	1.47	1.55
1918	1.05	0.55	1.48	0.98	0.81	0.82	0.9	1.41	2.13	1.76
1919	1.2	0.73	1.1	0.74	0.93	1.13	1.1	1.66	2.38	2.39
1920	0.88	0.6	0.83	0.62	0.7	0.83	0.82	0.99	1.46	1.77
1921	1	0.59	1.55	1.15	0.81	1.16	1.18	1.49	1.77	2.34
1922	0.82	0.51	1.12	0.65	0.76	0.96	0.96	1.06	1.48	1.65
1923	0.74	0.51	1.21	0.67	0.71	0.78	1.1	1.32	1.63	2.05
1924	0.89	0.54	0.9	0.61	0.85	1	0.86	0.93	1.34	1.52
1925	0.77	0.46	1.16	0.73	0.81	0.92	0.89	0.87	0.91	1.16
1926	0.73	0.51	0.96	0.73	0.73	0.74	1.05	1.26	1.29	1.36
1927	0.88	0.67	1.04	0.93	0.95	0.93	1.26	1.46	1.31	2.16
1928	0.87	0.61	1.07	0.82	0.93	1.18	1.22	1.34	1.71	2.08
1929	0.78	0.48	0.9	0.64	0.78	0.81	0.81	1.05	1.35	1.63
1930	1.1	0.58	0.74	0.34	0.63	0.74	0.94	1.08	1.67	1.69
1931	1.22	0.56	0.81	0.34	0.83	0.92	0.92	0.98	1.88	2.26
1932	0.84	0.42	0.68	0.37	0.65	0.65	0.66	0.72	1.67	1.49
1933	0.64	0.44	0.49	0.35	0.53	0.65	0.63	0.82	1.18	1.08
1934	1.06	0.53	1.15	0.51	0.84	0.92	1.08	1.77	2.35	2.58
1935	0.65	0.43	0.42	0.27	0.75	0.87	0.48	0.81	1.06	1.16
1936	0.62	0.36	0.36	0.21	0.55	0.65	0.3	0.72	1.38	1.33
1937	0.6	0.49	0.31	0.18	0.74	0.95	0.42	0.8	1.43	1.2
1938	0.57	0.49	0.52	0.25	0.84	1.13	0.58	0.9	1.53	1.7
1939	0.5	0.42	0.72	0.32	0.82	0.89	0.64	0.77	1.24	1.16
1940	0.62	0.49	0.62	0.27	0.78	0.7	0.53	0.77	1.27	1.04
1941	0.61	0.38	1.16	0.63	1.01	1.1	0.95	1.19	2.39	2.26
1942	0.82	0.55	1.66	0.9	1.24	1.45	1.2	1.5	2.68	2.73
1943	0.57	0.35	1.08	0.68	0.82	0.87	0.73	0.71	1.78	1.18
1944	0.63	0.39	1.07	0.69	0.78	0.97	0.93	1.08	1.73	1.65
1945	0.67	0.38	0.91	0.58	0.86	0.82	0.74	0.94	1.31	1.32
1946	0.96	0.42	1.5	0.8	0.97	1.02	0.94	1.25	1.57	1.54
1947	0.97	0.44	1.6	1.06	1.05	1.04	1.13	1.47	1.63	1.72
1948	0.53	0.22	0.9	0.56	0.73	0.7	0.67	0.89	1.28	1.24
1949	0.52	0.27	0.82	0.45	0.73	0.68	0.59	0.6	0.99	1.02
1950	0.53	0.31	0.89	0.47	0.85	0.84	0.57	0.78	0.97	1.15
1951	0.52	0.3	0.8	0.5	0.6	0.68	0.5	0.83	1.09	0.91
1952	0.61	0.31	0.97	0.6	0.7	1.09	0.52	1.02	1.21	0.99
1953	0.63	0.35	0.98	0.48	0.9	0.98	0.37	0.67	1.2	1.19
1954	0.66	0.39	1.17	0.46	0.87	0.96	0.47	0.93	1.37	1.37
1955	0.85	0.38	1.25	0.66	0.91	0.95	0.48	0.97	1.45	1.39
1956	0.75	0.39	1.17	0.55	0.66	1.02	0.59	1.14	1.15	1.44
1957	0.62	0.29	1.07	0.5	0.73	0.91	0.44	0.97	0.94	1.52
1958	0.62	0.33	0.79	0.32	0.56	0.84	0.42	0.8	1.05	1.26
1959	0.77	0.3	0.64	0.31	0.54	0.66	0.3	0.75	0.91	1.46
1960	1.02	0.43	1.14	0.61	0.78	0.99	0.47	0.95	1.3	2.05
1961	0.68	0.37	1.02	0.63	0.82	0.91	0.41	0.76	0.91	1.02
1962	0.5	0.2	0.85	0.44	0.52	0.59	0.42	0.5	0.97	1.18
1963	0.52	0.26	0.67	0.56	0.57	0.79	0.38	0.63	1.07	1.09
1964	0.41	0.23	0.64	0.5	0.47	0.6	0.34	0.64	0.94	1.16
1965	0.7	0.31	0.62	0.55	0.46	0.66	0.43	0.55	1.01	1.27
1966	0.61	0.29	0.75	0.54	0.55	0.82	0.57	0.76	1.15	1.74
1967	0.56	0.29	0.59	0.41	0.58	0.8	0.38	0.57	0.73	0.91
1968	0.45	0.22	0.32	0.25	0.38	0.47	0.24	0.41	0.63	0.73
1969	0.53	0.28	0.49	0.36	0.55	0.86	0.45	0.67	0.95	1.26
1970	0.41	0.24	0.54	0.42	0.56	0.74	0.34	0.45	0.77	1.1
1971	0.41	0.18	0.7	0.44	0.43	0.68	0.37	0.43	1.05	1.09
1972	0.36	0.22	0.77	0.45	0.39	0.56	0.33	0.48	0.9	0.84
1973	0.4	0.2	0.57	0.33	0.3	0.59	0.28	0.4	0.75	0.74
1974	0.23	0.1	0.3	0.13	0.26	0.49	0.28	0.32	0.75	0.72
1975	0.27	0.22	0.62	0.48	0.57	0.62	0.31	0.63	1	1
1976	0.49	0.4	1.14	0.84	0.73	0.99	0.56	1.09	1.08	1.56
1977	0.59	0.39	1.16	0.92	0.57	0.95	0.63	1.15	0.85	1.25
1978	0.53	0.3	1.33	0.87	0.46	0.96	0.47	0.76	0.71	0.98
1979	0.57	0.36	1.1	0.99	0.46	0.7	0.45	0.76	0.61	0.89
1980	0.63	0.32	1.76	1.24	0.36	0.66	0.52	0.97	1.01	1.22
1981	0.69	0.38	1.42	1.12	0.53	0.85	0.62	1.1	1.15	1.59
1982	0.71	0.4	1.36	0.99	0.48	0.69	0.62	0.82	0.85	1.43
1983	0.7	0.36	1.82	1.4	0.51	0.74	0.63	0.98	1.1	1.4
1984	0.71	0.32	1.06	1	0.46	0.66	0.56	0.86	0.95	1.35
1985	0.46	0.32	0.77	0.58	0.4	0.66	0.55	0.69	0.7	1.06
1986	0.69	0.33	1.2	1.19	0.38	0.65	0.55	1.02	0.95	1.46
1987	0.47	0.24	1.19	1.15	0.39	0.5	0.51	0.89	0.65	1.44
1988	0.51	0.22	0.95	0.66	0.36	0.48	0.37	0.66	0.64	1.09
1989	0.35	0.24	0.61	0.41	0.23	0.39	0.46	0.63	0.44	0.73
1990	0.68	0.39	1.18	0.98	0.6	0.75	1.11	1.19	1.1	1.56
