# Meijer - Lac Miroir - PICE - ITRDB FRAN035
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3923
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3923.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran035-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran035-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran035.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran035.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-22
#--------------------
# Title
#   Study_Name: Meijer - Lac Miroir - PICE - ITRDB FRAN035
#--------------------
# Investigators
#   Investigators: Meijer, F.; Wils, T.H.G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lac Miroir
#   Location: France
#   Northernmost_Latitude: 44.63
#   Southernmost_Latitude: 44.63
#   Easternmost_Longitude: 6.78
#   Westernmost_Longitude: 6.78
#   Elevation_m: 2300
#--------------------
# Data_Collection
#   Collection_Name: FRAN035
#   First_Year: 1560
#   Last_Year: 2000
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus cembra L.
#   Common_Name: Swiss stone pine
#   Tree_Species_Code: PICE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RGM01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RGM01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RGM05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RGM05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RGM08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RGM08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RGM09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RGM09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RGM10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RGM10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RGM12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RGM12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RGM13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RGM13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RGM15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RGM15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RGM16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RGM16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RGM17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RGM17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RGM19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RGM19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RGM01A_raw	RGM05A_raw	RGM08A_raw	RGM09A_raw	RGM10A_raw	RGM12A_raw	RGM13A_raw	RGM15A_raw	RGM16A_raw	RGM17A_raw	RGM19A_raw
1770	0.36	0.79	0.46	0.35	0.44	0.38	NA	0.51	0.89	0.53	2.08
1771	0.34	0.68	0.3	0.35	0.46	0.39	NA	1.04	0.86	0.43	1.64
1772	0.38	0.81	0.38	0.27	0.38	0.45	NA	1.21	0.81	0.44	1.81
1773	0.32	0.76	0.47	0.33	0.27	0.39	NA	0.63	0.82	0.54	1.91
1774	0.28	0.83	0.56	0.44	0.21	0.27	NA	0.63	0.75	0.48	1.79
1775	0.56	0.9	0.28	0.33	0.27	0.43	NA	0.38	0.85	0.52	1.39
1776	0.26	0.99	0.42	0.42	0.27	0.43	NA	0.64	0.8	0.33	1.17
1777	0.25	0.97	0.29	0.34	0.2	0.43	NA	0.5	0.82	0.51	1.56
1778	0.33	1.03	0.48	0.44	0.28	0.42	NA	0.61	0.72	0.45	1.3
1779	0.3	0.82	0.36	0.43	0.31	0.33	NA	0.53	0.87	0.55	1.51
1780	0.33	0.9	0.37	0.48	0.36	0.4	NA	0.62	0.72	0.51	1.32
1781	0.34	0.93	0.2	0.46	0.2	0.35	NA	0.71	0.73	0.66	1.75
1782	0.29	0.93	0.47	0.4	0.42	0.29	NA	0.68	0.87	0.54	1.38
1783	0.29	0.92	0.36	0.44	0.39	0.31	NA	0.89	0.79	0.71	1.67
1784	0.28	0.98	0.33	0.49	0.31	0.38	NA	0.87	0.9	0.77	1.33
1785	0.48	0.96	0.44	0.43	0.39	0.25	NA	0.82	0.98	0.82	1.4
1786	0.26	1.05	0.43	0.52	0.3	0.64	NA	1.08	1.12	0.64	1.12
1787	0.46	1.1	0.36	0.41	0.28	0.41	NA	1.01	0.97	0.76	1.56
1788	0.25	0.88	0.45	0.48	0.4	0.6	NA	0.9	0.94	0.69	1.47
1789	0.5	1.18	0.37	0.38	0.37	0.3	NA	1	0.92	0.8	1.52
1790	0.58	0.93	0.43	0.4	0.28	0.22	NA	0.72	0.73	0.68	1.26
1791	0.26	1.16	0.49	0.29	0.24	0.42	NA	0.95	1	0.58	1.07
1792	0.43	1.22	0.28	0.26	0.23	0.29	NA	0.66	0.68	0.7	1.22
1793	0.44	1.14	0.42	0.29	0.26	0.42	NA	0.62	0.9	0.7	1.06
1794	0.49	1.28	0.39	0.36	0.08	0.79	NA	0.78	0.97	0.48	1.2
1795	0.44	1.21	0.37	0.22	0.12	0.55	NA	0.67	0.87	0.57	1.36
1796	0.38	1.12	0.44	0.27	0.18	0.49	NA	0.88	0.81	0.6	1.46
1797	0.4	1.3	0.32	0.36	0.15	0.57	NA	0.91	1.07	0.6	1.25
1798	0.39	1.03	0.27	0.31	0.14	0.56	NA	0.89	0.85	0.59	1.22
1799	0.22	1.15	0.23	0.27	0.17	0.49	NA	1.02	0.78	0.59	1.21
1800	0.31	0.9	0.25	0.35	0.21	0.31	NA	1.19	1.03	0.35	1.56
1801	0.27	1.04	0.29	0.33	0.24	0.53	NA	1.42	1.16	0.34	1.27
1802	0.39	1.26	0.23	0.19	0.2	0.34	NA	0.99	0.87	0.64	1.39
1803	0.28	0.93	0.27	0.31	0.14	0.34	NA	1.06	0.67	0.6	1.42
1804	0.16	1.08	0.34	0.28	0.24	0.34	NA	0.93	0.79	0.63	1.39
1805	0.09	1.03	0.39	0.22	0.15	0.35	NA	0.89	0.79	0.74	1.08
1806	0.2	1.04	0.38	0.35	0.21	0.35	NA	0.74	0.71	0.55	1.17
1807	0.21	0.8	0.43	0.38	0.23	0.43	NA	1.11	0.66	0.61	0.72
1808	0.21	0.9	0.29	0.29	0.27	0.37	NA	1.05	0.71	0.39	0.9
1809	0.35	0.6	0.22	0.43	0.25	0.42	NA	0.72	0.71	0.36	0.74
1810	0.15	0.63	0.21	0.41	0.26	0.29	NA	0.89	0.8	0.33	0.68
1811	0.31	0.76	0.15	0.25	0.22	0.53	1.25	1.02	0.86	0.26	0.64
1812	0.44	0.5	0.33	0.31	0.2	0.38	0.97	0.92	0.69	0.24	1.05
1813	0.27	0.41	0.23	0.4	0.27	0.33	0.93	0.66	0.58	0.35	0.94
1814	0.24	0.33	0.4	0.38	0.17	0.4	0.68	0.53	0.72	0.24	0.82
1815	0.35	0.55	0.39	0.29	0.23	0.27	0.72	0.48	0.75	0.19	0.95
1816	0.37	0.49	0.29	0.38	0.3	0.3	1.05	0.28	0.9	0.25	0.63
1817	0.48	0.42	0.36	0.19	0.29	0.29	0.81	0.29	0.56	0.26	0.66
1818	0.48	0.44	0.25	0.28	0.21	0.2	0.52	0.25	0.56	0.25	0.71
1819	0.49	0.51	0.2	0.29	0.35	0.2	0.69	0.19	0.38	0.21	0.62
1820	0.4	0.5	0.17	0.27	0.18	0.24	0.46	0.19	0.53	0.15	0.49
1821	0.18	0.39	0.25	0.2	0.21	0.3	0.38	0.19	0.45	0.14	0.62
1822	0.2	0.43	0.2	0.16	0.14	0.39	0.43	0.38	0.5	0.21	0.34
1823	0.1	0.31	0.18	0.24	0.13	0.41	0.33	0.39	0.4	0.15	0.51
1824	0.12	0.36	0.18	0.31	0.14	0.38	0.2	0.34	0.45	0.19	0.67
1825	0.1	0.31	0.22	0.22	0.09	0.5	0.26	0.42	0.52	0.27	0.55
1826	0.25	0.3	0.14	0.27	0.1	0.49	0.18	0.4	0.46	0.23	0.7
1827	0.17	0.13	0.2	0.33	0.08	0.41	0.21	0.65	0.52	0.24	0.65
1828	0.17	0.16	0.18	0.3	0.06	0.42	0.19	0.62	0.44	0.21	0.63
1829	0.19	0.16	0.23	0.29	0.11	0.76	0.35	0.48	0.51	0.3	0.65
1830	0.28	0.21	0.1	0.32	0.12	0.62	0.19	0.35	0.34	0.25	0.66
1831	0.21	0.28	0.17	0.19	0.14	0.45	0.16	0.49	0.48	0.28	0.64
1832	0.13	0.32	0.3	0.27	0.09	0.34	0.11	0.44	0.55	0.18	0.83
1833	0.08	0.35	0.24	0.28	0.16	0.34	0.14	0.57	0.61	0.35	0.52
1834	0.16	0.38	0.24	0.29	0.18	0.3	0.2	0.66	0.43	0.29	0.58
1835	0.14	0.32	0.13	0.26	0.16	0.34	0.17	0.58	0.45	0.28	0.44
1836	0.18	0.22	0.24	0.31	0.15	0.26	0.19	0.57	0.51	0.39	0.49
1837	0.17	0.3	0.27	0.28	0.14	0.29	0.14	0.65	0.44	0.39	0.38
1838	0.17	0.3	0.26	0.3	0.11	0.34	0.11	0.83	0.48	0.27	0.58
1839	0.14	0.25	0.45	0.25	0.18	0.36	0.14	0.93	0.58	0.34	0.5
1840	0.13	0.36	0.16	0.38	0.14	0.29	0.16	0.85	0.4	0.44	0.48
1841	0.19	0.21	0.27	0.32	0.27	0.39	0.17	1.03	0.43	0.41	0.47
1842	0.21	0.24	0.26	0.35	0.25	0.37	0.31	0.97	0.63	0.32	0.49
1843	0.28	0.17	0.37	0.41	0.2	0.32	0.35	0.66	0.58	0.4	0.8
1844	0.18	0.13	0.26	0.38	0.13	0.34	0.33	1.09	0.37	0.43	0.77
1845	0.26	0.12	0.33	0.36	0.12	0.41	0.2	0.84	0.41	0.34	0.72
1846	0.23	0.3	0.38	0.53	0.2	0.57	0.37	1.23	0.47	0.35	0.71
1847	0.29	0.21	0.31	0.46	0.19	0.53	0.46	1.31	0.49	0.38	0.75
1848	0.2	0.13	0.32	0.53	0.21	0.45	0.51	1.14	0.57	0.41	0.8
1849	0.4	0.17	0.39	0.41	0.13	0.34	0.47	0.97	0.67	0.36	0.77
1850	0.24	0.21	0.35	0.41	0.14	0.39	0.43	0.84	0.53	0.42	0.57
1851	0.38	0.18	0.49	0.4	0.17	0.32	0.47	0.86	0.62	0.43	0.67
1852	0.37	0.37	0.44	0.34	0.23	0.2	0.56	0.75	0.68	0.42	0.6
1853	0.42	0.19	0.46	0.49	0.16	0.45	0.51	0.71	0.68	0.41	0.63
1854	0.18	0.19	0.4	0.4	0.16	0.33	0.48	0.62	0.73	0.41	0.73
1855	0.28	0.27	0.38	0.32	0.15	0.43	0.42	0.48	0.58	0.47	0.49
1856	0.28	0.17	0.42	0.48	0.29	0.4	0.68	0.57	0.55	0.31	0.95
1857	0.36	0.12	0.49	0.46	0.32	0.22	0.81	0.54	0.61	0.33	0.74
1858	0.42	0.19	0.46	0.39	0.29	0.31	0.62	0.58	0.69	0.36	0.6
1859	0.47	0.12	0.28	0.38	0.22	0.25	0.64	0.62	0.54	0.26	0.55
1860	0.41	0.15	0.32	0.57	0.24	0.26	0.97	0.54	0.63	0.34	0.7
1861	0.28	0.21	0.3	0.4	0.3	0.25	1.02	0.64	0.44	0.44	0.6
1862	0.39	0.18	0.24	0.54	0.33	0.25	0.88	0.46	0.4	0.36	0.64
1863	0.21	0.23	0.24	0.37	0.26	0.26	0.85	0.54	0.53	0.46	0.37
1864	0.14	0.24	0.28	0.55	0.29	0.2	0.95	0.45	0.51	0.3	0.57
1865	0.27	0.25	0.27	0.48	0.29	0.23	1.09	0.6	0.49	0.44	0.57
1866	0.34	0.21	0.38	0.58	0.22	0.44	1.1	0.64	0.45	0.5	0.42
1867	0.21	0.27	0.36	0.59	0.23	0.26	1.54	0.55	0.42	0.47	0.55
1868	0.29	0.23	0.3	0.51	0.57	0.34	1.02	0.84	0.34	0.57	0.58
1869	0.22	0.19	0.35	0.45	0.48	0.49	1.06	0.97	0.32	0.51	0.67
1870	0.38	0.28	0.47	0.67	0.79	0.41	1.36	1.1	0.44	0.51	0.72
1871	0.3	0.26	0.24	0.67	0.72	0.52	1.07	0.96	0.34	0.64	0.8
1872	0.26	0.2	0.37	0.52	0.52	0.43	0.97	0.99	0.47	0.71	0.96
1873	0.35	0.3	0.39	0.63	0.54	0.5	1.08	0.87	0.32	0.63	0.88
1874	0.13	0.34	0.57	0.46	0.49	0.4	1.19	1.01	0.45	0.47	1.1
1875	0.1	0.33	0.6	0.51	0.25	0.6	1.27	1.14	0.47	0.64	0.96
1876	0.22	0.27	0.44	0.5	0.24	0.46	1.89	1.14	0.49	0.49	1.04
1877	0.36	0.4	0.37	0.57	0.16	0.61	2.37	1.41	0.45	0.57	1.29
1878	0.32	0.34	0.36	0.47	0.25	0.41	2.09	1.45	0.28	0.55	1.22
1879	0.39	0.32	0.4	0.42	0.41	0.62	1.51	1.37	0.47	0.41	0.87
1880	0.55	0.36	0.31	0.47	0.2	0.29	2.21	1.37	0.43	0.38	0.81
1881	0.37	0.4	0.33	0.48	0.17	0.56	1.47	1.32	0.49	0.36	0.54
1882	0.28	0.37	0.36	0.42	0.19	0.34	1.37	1.35	0.34	0.12	0.89
1883	0.41	0.33	0.3	0.49	0.36	0.5	1.52	1.1	0.27	0.16	0.65
1884	0.34	0.57	0.26	0.36	0.54	0.33	1.39	1.13	0.28	0.13	0.8
1885	0.24	0.45	0.24	0.39	0.48	0.36	1.03	1.3	0.35	0.21	0.61
1886	0.37	0.53	0.26	0.58	0.37	0.49	1.27	0.94	0.32	0.16	0.75
1887	0.11	0.62	0.27	0.34	0.28	0.33	0.89	1.19	0.35	0.28	0.32
1888	0.33	0.56	0.5	0.55	0.37	0.28	1.32	0.77	0.34	0.2	0.62
1889	0.39	0.49	0.14	0.3	0.26	0.45	1.16	1.4	0.26	0.3	0.48
1890	0.24	0.55	0.26	0.56	0.19	0.34	1.39	1.11	0.4	0.4	0.59
1891	0.23	0.43	0.34	0.4	0.5	0.29	1.03	0.94	0.35	0.38	0.33
1892	0.3	0.43	0.32	0.42	0.45	0.5	0.94	1.25	0.26	0.19	0.37
1893	0.32	0.44	0.43	0.46	0.51	0.39	0.9	0.92	0.29	0.11	0.47
1894	0.21	0.75	0.42	0.4	0.46	0.51	0.83	0.86	0.34	0.31	0.32
1895	0.25	0.59	0.19	0.48	0.33	0.41	0.92	0.69	0.28	0.29	0.36
1896	0.23	0.6	0.41	0.38	0.44	0.39	0.78	0.51	0.46	0.23	0.39
1897	0.37	0.54	0.41	0.44	0.35	0.39	0.63	0.77	0.3	0.21	0.28
1898	0.27	0.65	0.24	0.38	0.39	0.39	0.74	0.65	0.29	0.24	0.25
1899	0.35	0.56	0.3	0.38	0.35	0.32	0.73	0.65	0.34	0.14	0.27
1900	0.4	0.55	0.38	0.43	0.37	0.26	0.75	0.66	0.37	0.15	0.26
1901	0.41	0.6	0.17	0.52	0.5	0.2	0.87	0.82	0.23	0.17	0.32
1902	0.48	0.77	0.19	0.7	0.24	0.3	0.97	0.76	0.31	0.19	0.31
1903	0.43	0.6	0.26	0.49	0.2	0.32	0.75	0.71	0.28	0.19	0.39
1904	0.31	0.59	0.35	0.55	0.4	0.24	0.72	0.91	0.33	0.29	0.35
1905	0.4	0.43	0.3	0.73	0.33	0.31	0.91	0.61	0.32	0.13	0.42
1906	0.3	0.64	0.31	0.48	0.22	0.27	0.83	0.68	0.31	0.22	0.3
1907	0.44	0.55	0.39	0.53	0.26	0.26	0.66	0.54	0.31	0.18	0.33
1908	0.38	0.9	0.18	0.31	0.36	0.33	0.57	0.6	0.29	0.19	0.33
1909	0.31	0.86	0.36	0.27	0.25	0.23	0.76	0.48	0.28	0.2	0.28
1910	0.41	0.85	0.32	0.29	0.36	0.3	0.6	0.61	0.24	0.17	0.17
1911	0.34	0.76	0.3	0.22	0.54	0.29	0.62	0.7	0.23	0.21	0.23
1912	0.33	0.66	0.14	0.31	0.39	0.37	0.69	0.7	0.26	0.16	0.3
1913	0.45	0.62	0.35	0.32	0.45	0.34	0.77	0.69	0.31	0.23	0.31
1914	0.44	0.44	0.23	0.43	0.32	0.27	0.68	0.81	0.26	0.29	0.28
1915	0.26	0.54	0.24	0.34	0.26	0.28	0.74	0.88	0.26	0.18	0.31
1916	0.17	0.43	0.33	0.34	0.35	0.24	0.65	0.69	0.29	0.29	0.27
1917	0.13	0.48	0.2	0.36	0.37	0.15	0.62	0.91	0.27	0.18	0.21
1918	0.19	0.41	0.21	0.42	0.47	0.18	0.65	0.69	0.26	0.35	0.22
1919	0.29	0.4	0.23	0.3	0.29	0.21	0.5	0.99	0.27	0.19	0.23
1920	0.23	0.37	0.44	0.35	0.16	0.34	0.71	0.7	0.41	0.22	0.27
1921	0.24	0.3	0.24	0.4	0.23	0.27	0.71	0.76	0.25	0.13	0.21
1922	0.15	0.34	0.37	0.44	0.44	0.28	0.68	0.74	0.28	0.2	0.15
1923	0.19	0.4	0.32	0.28	0.33	0.37	0.77	0.8	0.35	0.25	0.31
1924	0.25	0.35	0.24	0.43	0.38	0.25	0.77	0.8	0.31	0.17	0.19
1925	0.37	0.4	0.29	0.4	0.41	0.29	0.87	0.61	0.27	0.11	0.27
1926	0.31	0.31	0.28	0.44	0.38	0.34	0.77	0.55	0.27	0.13	0.18
1927	0.32	0.46	0.29	0.43	0.46	0.3	0.99	0.91	0.28	0.15	0.24
1928	0.24	0.34	0.23	0.48	0.6	0.47	1.07	0.82	0.29	0.16	0.26
1929	0.32	0.37	0.24	0.47	0.5	0.23	1.15	0.77	0.13	0.25	0.24
1930	0.21	0.53	0.41	0.5	0.43	0.19	0.65	0.84	0.24	0.13	0.24
1931	0.36	0.39	0.38	0.51	0.61	0.16	0.99	0.8	0.2	0.14	0.2
1932	0.39	0.51	0.38	0.84	0.32	0.26	1.22	0.9	0.41	0.14	0.22
1933	0.29	0.43	0.23	0.58	0.28	0.25	1.05	0.52	0.25	0.17	0.19
1934	0.42	0.54	0.24	0.46	0.24	0.24	0.77	0.52	0.28	0.23	0.17
1935	0.58	0.47	0.4	0.62	0.37	0.3	0.95	0.63	0.34	0.27	0.19
1936	0.38	0.66	0.12	0.66	0.24	0.24	0.78	0.68	0.27	0.1	0.27
1937	0.27	0.41	0.3	0.6	0.19	0.26	0.94	0.71	0.25	0.2	0.25
1938	0.31	0.88	0.41	0.52	0.32	0.32	0.96	0.74	0.27	0.25	0.34
1939	0.43	0.63	0.34	0.66	0.39	0.26	0.99	0.63	0.39	0.24	0.21
1940	0.33	0.56	0.26	0.5	0.37	0.28	1.03	0.56	0.38	0.24	0.23
1941	0.24	0.57	0.3	0.36	0.25	0.23	0.64	0.67	0.35	0.17	0.13
1942	0.28	0.48	0.23	0.52	0.29	0.37	1.03	0.68	0.21	0.22	0.29
1943	0.21	0.48	0.21	0.64	0.21	0.33	1.03	0.92	0.32	0.12	0.2
1944	0.24	0.41	0.21	0.69	0.34	0.44	0.98	0.6	0.37	0.24	0.16
1945	0.23	0.48	0.24	0.66	0.37	0.41	0.91	0.72	0.34	0.28	0.19
1946	0.34	0.43	0.26	0.68	0.44	0.39	0.89	0.63	0.29	0.15	0.21
1947	0.2	0.54	0.32	0.57	0.56	0.37	0.8	0.7	0.37	0.23	0.27
1948	0.31	0.47	0.34	0.69	0.37	0.35	0.96	0.52	0.29	0.22	0.3
1949	0.36	0.49	0.32	0.54	0.46	0.41	0.67	0.73	0.21	0.26	0.27
1950	0.33	0.43	0.44	0.71	0.53	0.36	0.84	0.47	0.26	0.22	0.26
1951	0.27	0.67	0.35	0.64	0.53	0.52	0.54	0.71	0.26	0.24	0.37
1952	0.27	0.48	0.5	0.6	0.31	0.43	0.88	0.67	0.43	0.27	0.4
1953	0.29	0.59	0.42	0.68	0.35	0.39	0.83	0.71	0.35	0.33	0.37
1954	0.35	0.49	0.6	0.64	0.37	0.4	0.99	0.61	0.34	0.25	0.28
1955	0.28	0.52	0.43	0.6	0.32	0.39	0.97	0.63	0.21	0.32	0.24
1956	0.27	0.51	0.24	0.76	0.51	0.47	0.94	0.87	0.4	0.24	0.39
1957	0.18	0.52	0.3	0.66	0.4	0.3	1.05	0.57	0.36	0.23	0.33
1958	0.21	0.44	0.29	0.53	0.53	0.36	0.7	0.75	0.33	0.18	0.35
1959	0.26	0.57	0.16	0.73	0.4	0.52	0.84	0.6	0.37	0.24	0.32
1960	0.36	0.63	0.28	0.73	0.51	0.4	0.75	0.61	0.33	0.23	0.32
1961	0.18	0.45	0.33	0.64	0.49	0.53	0.78	0.73	0.34	0.41	0.42
1962	0.19	0.48	0.27	0.67	0.42	0.37	0.9	0.75	0.31	0.22	0.39
1963	0.33	0.55	0.24	0.71	0.51	0.5	0.59	0.86	0.42	0.24	0.26
1964	0.25	0.53	0.38	0.66	0.32	0.35	0.87	0.76	0.33	0.25	0.29
1965	0.22	0.56	0.25	0.71	0.42	0.51	0.98	0.59	0.37	0.27	0.31
1966	0.19	0.55	0.32	0.69	0.44	0.33	0.58	0.84	0.33	0.2	0.34
1967	0.27	0.58	0.41	0.64	0.47	0.41	0.81	0.64	0.41	0.29	0.27
1968	0.43	0.76	0.3	0.6	0.52	0.46	0.55	0.6	0.39	0.22	0.22
1969	0.21	0.32	0.26	0.57	0.56	0.38	0.55	0.74	0.32	0.31	0.36
1970	0.35	0.85	0.44	0.53	0.5	0.5	0.58	0.64	0.31	0.15	0.19
1971	0.37	0.81	0.31	0.56	0.48	0.38	0.6	0.51	0.35	0.25	0.25
1972	0.21	0.76	0.36	0.52	0.42	0.39	0.56	0.52	0.29	0.15	0.22
1973	0.26	0.73	0.38	0.51	0.45	0.44	0.51	0.63	0.27	0.29	0.28
1974	0.17	0.84	0.32	0.46	0.32	0.47	0.64	0.57	0.4	0.26	0.21
1975	0.24	0.86	0.41	0.52	0.39	0.42	0.54	0.46	0.29	0.17	0.42
1976	0.23	1.01	0.49	0.39	0.22	0.33	0.6	0.57	0.33	0.17	0.17
1977	0.23	0.76	0.33	0.63	0.46	0.52	0.68	0.52	0.36	0.21	0.26
1978	0.19	0.99	0.22	0.45	0.45	0.37	0.77	0.56	0.28	0.39	0.18
1979	0.24	0.53	0.31	0.61	0.35	0.49	0.86	0.55	0.3	0.25	0.26
1980	0.21	0.85	0.48	0.58	0.22	0.48	0.87	0.6	0.26	0.27	0.19
1981	0.16	0.86	0.22	0.55	0.3	0.34	0.82	0.38	0.28	0.26	0.2
1982	0.18	0.53	0.2	0.47	0.24	0.42	0.81	0.67	0.26	0.18	0.17
1983	0.21	0.47	0.33	0.55	0.29	0.4	1.05	0.52	0.28	0.21	0.22
1984	0.24	0.96	0.29	0.46	0.31	0.44	1.1	0.46	0.29	0.18	0.31
1985	0.2	0.74	0.33	0.37	0.38	0.27	1.02	0.62	0.34	0.2	0.17
1986	0.18	0.48	0.39	0.46	0.43	0.32	0.96	0.6	0.25	0.28	0.29
1987	0.18	0.65	0.29	0.55	0.67	0.44	1.39	0.55	0.31	0.19	0.51
1988	0.37	0.44	0.43	0.47	0.54	0.25	1.25	0.42	0.33	0.27	0.29
1989	0.36	0.49	0.31	0.47	0.5	0.33	1.23	0.59	0.24	0.18	0.33
1990	0.23	0.28	0.54	0.41	0.46	0.45	1.25	0.54	0.3	0.25	0.28
1991	0.36	0.45	0.65	0.51	0.73	0.43	0.96	0.57	0.32	0.19	0.31
1992	0.34	0.4	0.32	0.53	0.65	0.65	1.25	0.31	0.27	0.34	0.31
1993	0.34	0.37	0.36	0.43	0.53	0.36	0.97	0.58	0.22	0.22	0.44
1994	0.19	0.44	0.28	0.57	0.59	0.66	1.24	0.76	0.23	0.3	0.43
1995	0.39	0.55	0.58	0.71	0.59	0.71	1.48	0.57	0.29	0.29	0.48
1996	0.35	0.61	0.42	0.74	0.66	0.52	1.45	0.59	0.18	0.3	0.46
1997	0.39	0.7	0.35	0.51	0.45	0.61	1.58	0.53	0.25	0.3	0.51
1998	0.34	0.45	0.34	0.53	0.22	0.44	1.34	0.62	0.21	0.4	0.28
1999	0.2	0.56	0.39	0.49	0.45	0.61	1.17	0.7	0.24	0.37	0.35
2000	0.27	0.71	0.59	0.96	0.37	0.52	1.48	0.45	0.21	0.36	0.21
