# Kuniholm - Gordion-Kizlarkaya, Midas Mound - JUSP - ITRDB TURK029
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3802
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3802.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk029-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; turk029-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk029.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/turk029.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2006-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2006-05-22
#--------------------
# Title
#   Study_Name: Kuniholm - Gordion-Kizlarkaya, Midas Mound - JUSP - ITRDB TURK029
#--------------------
# Investigators
#   Investigators: Kuniholm, P.I.; Newton, M.; Bannister, B.; Dean, J.S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gordion - Kizlarkaya, Midas Mound
#   Location: Turkey
#   Northernmost_Latitude: 39.63
#   Southernmost_Latitude: 39.63
#   Easternmost_Longitude: 30.0
#   Westernmost_Longitude: 30.0
#   Elevation_m: 800
#--------------------
# Data_Collection
#   Collection_Name: TURK029
#   First_Year: -1767
#   Last_Year: -905
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Juniperus spp. L.
#   Common_Name: juniper
#   Tree_Species_Code: JUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 600610_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 600610; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 500035_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 500035; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 500020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 500020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	600610_raw	500035_raw	500020_raw
1474	0.23	0.23	0.47
1475	0.3	0.36	0.82
1476	0.21	0.39	0.85
1477	0.18	0.43	0.86
1478	0.13	0.36	0.81
1479	0.24	0.32	0.75
1480	0.15	0.31	0.9
1481	0.1	0.23	0.35
1482	0.2	0.28	0.74
1483	0.22	0.29	0.73
1484	0.17	0.28	0.7
1485	0.15	0.36	0.78
1486	0.27	0.28	0.73
1487	0.15	0.14	0.46
1488	0.22	0.18	0.46
1489	0.3	0.2	0.44
1490	0.35	0.16	0.42
1491	0.27	0.18	0.55
1492	0.25	0.24	0.67
1493	0.32	0.18	0.61
1494	0.18	0.24	0.66
1495	0.16	0.25	0.63
1496	0.29	0.27	0.82
1497	0.37	0.2	0.71
1498	0.38	0.14	0.92
1499	0.18	0.01	0.52
1500	0.25	0.23	0.58
1501	0.13	0.25	0.86
1502	0.33	0.16	0.88
1503	0.28	0.14	0.98
1504	0.08	0.01	0.62
1505	0.2	0.15	0.74
1506	0.07	0.12	0.56
1507	0.42	0.27	0.82
1508	0.26	0.27	0.71
1509	0.28	0.25	0.73
1510	0.24	0.25	0.59
1511	0.36	0.3	0.78
1512	0.17	0.09	0.64
1513	0.24	0.19	0.84
1514	0.39	0.15	0.78
1515	0.19	0.09	0.57
1516	0.28	0.07	0.52
1517	0.27	0.19	0.68
1518	0.35	0.23	0.68
1519	0.13	0.1	0.37
1520	0.11	0.06	0.56
1521	0.42	0.23	0.49
1522	0.27	0.26	0.61
1523	0.26	0.12	0.57
1524	0.1	0.3	0.26
1525	0.22	0.23	0.25
1526	0.24	0.27	0.27
1527	0.32	0.29	0.36
1528	0.17	0.18	0.22
1529	0.17	0.21	0.3
1530	0.26	0.24	0.39
1531	0.24	0.2	0.32
1532	0.24	0.24	0.43
1533	0.14	0.19	0.35
1534	0.13	0.21	0.48
1535	0.14	0.13	0.31
1536	0.27	0.25	0.5
1537	0.38	0.22	0.53
1538	0.2	0.15	0.57
1539	0.19	0.08	0.4
1540	0.19	0.13	0.38
1541	0.15	0.01	0.35
1542	0.23	0.16	0.47
1543	0.2	0.17	0.5
1544	0.34	0.18	0.47
1545	0.23	0.23	0.55
1546	0.2	0.16	0.43
1547	0.12	0.32	0.36
1548	0.25	0.18	0.51
1549	0.23	0.28	0.54
1550	0.42	0.31	0.56
1551	0.33	0.31	0.64
1552	0.4	0.37	0.56
1553	0.17	0.22	0.46
1554	0.23	0.32	0.61
1555	0.23	0.14	0.41
1556	0.26	0.26	0.5
1557	0.29	0.17	0.42
1558	0.38	0.29	0.52
1559	0.19	0.31	0.39
1560	0.32	0.21	0.57
1561	0.28	0.24	0.42
1562	0.16	0.21	0.35
1563	0.18	0.21	0.29
1564	0.13	0.22	0.39
1565	0.06	0.21	0.42
1566	0.23	0.18	0.45
1567	0.3	0.28	0.67
1568	0.13	0.15	0.01
1569	0.23	0.23	0.91
1570	0.29	0.33	0.92
1571	0.27	0.36	0.98
1572	0.47	0.5	1
1573	0.29	0.28	0.74
1574	0.14	0.23	0.51
1575	0.41	0.38	0.67
1576	0.31	0.28	0.65
1577	0.37	0.2	0.65
1578	0.4	0.36	0.72
1579	0.27	0.18	0.52
1580	0.44	0.32	0.76
1581	0.24	0.21	0.71
1582	0.49	0.23	0.75
1583	0.5	0.35	0.83
1584	0.28	0.23	0.53
1585	0.43	0.29	0.64
1586	0.46	0.31	0.69
1587	0.3	0.4	0.63
1588	0.39	0.29	0.6
1589	0.16	0.37	0.61
1590	0.19	0.31	0.52
1591	0.32	0.29	0.56
1592	0.29	0.37	0.57
1593	0.17	0.37	0.83
1594	0.15	0.15	0.48
1595	0.22	0.23	0.64
1596	0.28	0.19	0.47
1597	0.25	0.17	0.55
1598	0.22	0.24	0.74
1599	0.21	0.21	0.66
1600	NA	0.23	0.81
1601	NA	0.13	0.54
1602	NA	0.24	0.7
1603	NA	0.19	0.53
1604	NA	0.16	0.49
1605	NA	0.3	0.69
1606	NA	0.21	0.51
1607	NA	0.17	0.36
1608	NA	0.19	0.58
1609	NA	0.12	0.45
1610	NA	0.12	0.47
1611	NA	0.25	0.82
1612	NA	0.28	0.78
1613	NA	0.28	0.74
1614	NA	0.06	0.55
1615	NA	0.23	0.76
1616	NA	0.14	0.77
1617	NA	0.27	0.88
1618	NA	0.21	0.69
1619	NA	0.24	0.87
1620	NA	0.13	0.57
1621	NA	0.2	0.7
1622	NA	0.2	0.63
1623	NA	0.26	0.66
1624	NA	0.12	0.54
1625	NA	0.18	0.66
1626	NA	0.13	0.49
1627	NA	0.1	0.57
1628	NA	0.18	0.73
1629	NA	0.21	0.7
1630	NA	0.28	0.97
1631	NA	0.29	0.67
1632	NA	0.3	0.64
1633	NA	0.31	0.79
1634	NA	0.33	0.67
1635	NA	0.54	1
1636	NA	0.29	0.71
1637	NA	0.22	0.53
1638	NA	0.17	0.64
1639	NA	0.29	0.85
1640	NA	0.23	0.59
1641	NA	0.01	0.59
1642	NA	0.13	0.49
1643	NA	0.16	0.32
1644	NA	0.34	0.62
1645	NA	0.46	0.6
1646	NA	0.46	0.68
1647	NA	0.39	0.72
1648	NA	0.13	0.46
1649	NA	0.26	0.72
1650	NA	0.25	0.48
1651	NA	0.24	0.61
1652	NA	0.25	0.59
1653	NA	0.3	0.58
1654	NA	0.27	0.54
1655	NA	0.13	0.45
1656	NA	0.15	0.61
1657	NA	0.25	0.89
1658	NA	0.18	0.51
1659	NA	0.21	0.74
1660	NA	0.32	0.79
1661	NA	0.29	0.84
1662	NA	0.26	0.69
1663	NA	0.23	0.71
1664	NA	0.25	0.58
1665	NA	0.29	0.91
1666	NA	0.27	0.76
1667	NA	0.3	0.83
1668	NA	0.43	0.79
1669	NA	0.22	0.88
1670	NA	0.21	0.87
1671	NA	0.19	0.62
1672	NA	0.24	0.68
1673	NA	0.21	0.78
1674	NA	0.17	0.68
1675	NA	0.3	0.72
1676	NA	0.35	0.57
1677	NA	0.32	0.61
1678	NA	0.15	0.58
1679	NA	0.3	0.54
1680	NA	0.47	0.77
1681	NA	0.32	0.93
1682	NA	0.33	0.77
1683	NA	0.33	0.84
1684	NA	0.2	0.39
1685	NA	0.18	0.23
1686	NA	0.01	0.12
1687	NA	0.18	0.39
1688	NA	0.13	0.25
1689	NA	0.14	0.18
1690	NA	0.23	0.3
1691	NA	0.12	0.24
1692	NA	0.08	0.24
1693	NA	0.26	0.24
1694	NA	0.21	0.29
1695	NA	0.21	0.11
1696	NA	0.26	0.03
1697	NA	0.25	0.14
1698	NA	0.25	0.03
1699	NA	0.49	0.12
1700	NA	0.16	0.08
1701	NA	0.13	0.01
1702	NA	0.08	0.16
1703	NA	0.07	0.17
1704	NA	0.39	0.43
1705	NA	0.18	0.29
1706	NA	0.2	0.05
1707	NA	0.21	0.04
1708	NA	0.17	0.19
1709	NA	0.28	0.18
1710	NA	0.26	NA
1711	NA	0.29	NA
1712	NA	0.46	NA
1713	NA	0.39	NA
1714	NA	0.65	NA
1715	NA	0.51	NA
1716	NA	0.27	NA
1717	NA	0.47	NA
1718	NA	0.32	NA
1719	NA	0.43	NA
1720	NA	0.28	NA
1721	NA	0.21	NA
1722	NA	0.17	NA
1723	NA	0.19	NA
1724	NA	0.25	NA
1725	NA	0.26	NA
1726	NA	0.3	NA
1727	NA	0.15	NA
1728	NA	0.32	NA
1729	NA	0.27	NA
1730	NA	0.28	NA
1731	NA	0.23	NA
1732	NA	0.31	NA
1733	NA	0.31	NA
1734	NA	0.33	NA
1735	NA	0.37	NA
1736	NA	0.01	NA
1737	NA	0.32	NA
1738	NA	0.16	NA
1739	NA	0.21	NA
1740	NA	0.29	NA
1741	NA	0.3	NA
1742	NA	0.32	NA
1743	NA	0.4	NA
1744	NA	0.38	NA
1745	NA	0.36	NA
1746	NA	0.43	NA
1747	NA	0.31	NA
1748	NA	0.15	NA
1749	NA	0.27	NA
1750	NA	0.34	NA
1751	NA	0.34	NA
1752	NA	0.26	NA
1753	NA	0.55	NA
1754	NA	0.45	NA
1755	NA	0.49	NA
1756	NA	0.34	NA
1757	NA	0.2	NA
1758	NA	0.3	NA
1759	NA	0.45	NA
1760	NA	0.35	NA
1761	NA	0.2	NA
1762	NA	0.3	NA
