# Holmes - Copahue - ARAR - ITRDB ARGE002
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3515
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3515.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge002-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge002.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge002.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Holmes - Copahue - ARAR - ITRDB ARGE002
#--------------------
# Investigators
#   Investigators: Holmes, R.L.; Ambrose, J.E.; Boninsegna, J.A.; Cobos, D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Copahue
#   Location: Neuquen
#   Northernmost_Latitude: -37.8
#   Southernmost_Latitude: -37.8
#   Easternmost_Longitude: -71.07
#   Westernmost_Longitude: -71.07
#   Elevation_m: 1720
#--------------------
# Data_Collection
#   Collection_Name: ARGE002
#   First_Year: 1640
#   Last_Year: 1974
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Araucaria araucana (Molina) K. Koch
#   Common_Name: monkey puzzle
#   Tree_Species_Code: ARAR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CP0192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP0192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP0194_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP0194; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP0203_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP0203; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP0204_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP0204; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP0212_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP0212; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP0214_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP0214; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP0222_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP0222; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP0224_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP0224; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP0252_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP0252; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CP0254_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CP0254; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CP0192_raw	CP0194_raw	CP0203_raw	CP0204_raw	CP0212_raw	CP0214_raw	CP0222_raw	CP0224_raw	CP0252_raw	CP0254_raw
1861	1.63	1.28	0.6	1.05	1.08	1.26	0.72	0.29	0.28	0.88
1862	1.47	1.5	0.91	1.26	1.41	1.73	1.03	0.13	0.41	1.07
1863	1.47	1.74	1.25	1.41	1.67	1.91	1.06	0.13	0.6	1.47
1864	1.18	1.67	1.24	1.42	1.8	1.98	1.26	0.2	0.97	1.95
1865	1.29	1.61	1.02	1.31	1.6	1.85	1.45	0.24	0.98	1.73
1866	1.43	1.45	1.07	1.36	1.53	1.84	1.37	0.2	0.98	1.57
1867	1.35	1.07	1.02	1.26	1.46	1.63	1.08	0.14	0.74	0.96
1868	1.92	1.49	1.19	1.3	1.96	2.15	1.25	0.26	1.05	1.15
1869	1.61	1.61	1.08	1.28	2.01	1.94	1.27	0.28	1.11	1.35
1870	1.43	1.75	1.1	1.34	1.58	1.61	1.1	0.21	0.93	1.43
1871	1.44	1.53	0.99	1.17	1.47	1.46	0.99	0.23	0.84	1.18
1872	1.54	1.56	1.08	1.18	1.49	1.46	1.18	0.38	0.9	1.46
1873	1.29	1.57	0.96	1.06	1.33	1.3	0.74	0.34	0.79	1.43
1874	1.47	1.61	0.72	0.87	1.34	1.33	1.1	0.34	0.66	1.09
1875	1.27	1.42	0.76	0.89	1.31	1.47	0.65	0.11	0.54	1.12
1876	1.59	1.67	1.34	1.49	1.31	1.51	1.09	0.66	0.75	1.35
1877	1.29	1.31	1.12	1.3	0.94	1.01	0.79	0.43	0.57	1.03
1878	1.4	1.33	0.92	1.22	1.3	1.26	0.75	0.39	0.6	1.03
1879	1.51	1.17	0.95	1.16	1.43	1.27	1	0.38	0.46	0.93
1880	1.97	1.34	1.13	1.33	1.49	1.53	1.64	0.52	0.55	1.14
1881	1.54	1.23	1.04	1.12	1.44	1.52	1.28	0.51	0.59	1.01
1882	1.48	1.32	0.78	1.12	1.51	1.62	1.39	0.55	0.52	1.08
1883	1.26	1.4	0.76	0.93	1.26	1.45	1.48	0.56	0.63	1.11
1884	1.53	1.53	0.76	0.98	1.61	1.71	1.36	0.55	0.65	1.3
1885	1.96	1.44	0.67	1.02	1.4	1.74	1.21	0.47	0.66	1.24
1886	2.6	1.77	0.88	1.14	1.61	1.85	1.22	0.43	0.92	1.46
1887	2.14	1.67	0.75	1	1.39	1.53	1.63	0.8	0.95	1.41
1888	1.79	1.39	0.55	0.77	1.23	1.35	1.19	0.66	0.68	1.23
1889	1.53	1.29	0.42	0.59	1.03	1.23	1.2	0.55	0.43	1.03
1890	1.63	1.44	0.48	0.71	1.22	1.28	1.14	0.58	0.5	1.05
1891	1.37	1.31	0.49	0.8	1.31	1.35	1.24	0.58	0.67	1.08
1892	1.26	1.56	0.56	0.92	1.45	1.52	0.99	0.51	0.51	1.02
1893	1.07	1.49	0.43	0.81	1.04	0.9	0.67	0.37	0.42	0.77
1894	0.93	1.19	0.53	0.7	1.13	1.1	0.78	0.44	0.62	0.84
1895	0.92	1.24	0.52	0.66	0.95	1.01	0.73	0.49	0.72	0.98
1896	1.27	1.26	0.38	0.56	0.77	0.84	0.75	0.52	0.69	0.94
1897	1.43	0.79	0.46	0.55	1.05	1.11	0.8	0.42	0.68	0.74
1898	1.81	1.59	0.69	1.05	1.24	1.61	0.99	0.77	0.98	1.15
1899	1.71	1.37	0.65	0.96	1.24	1.77	0.96	0.91	0.99	0.97
1900	1.58	1.55	0.45	0.81	1.27	2.15	0.88	0.75	0.9	1.09
1901	1.73	1.51	0.45	0.63	1.39	2.02	0.59	0.6	0.85	1.2
1902	3.03	1.63	0.69	0.97	1.33	2.31	0.85	0.54	0.88	0.98
1903	3.4	1.6	1.03	1.37	1.35	2.62	1.11	0.77	1.12	1.39
1904	2.39	1.29	0.92	1.31	1.23	2.11	1.08	0.7	1.17	1.99
1905	1.56	0.98	0.67	1	1.02	1.53	0.69	0.59	0.93	1.79
1906	1.1	1.04	0.44	0.75	1.14	1.59	0.46	0.35	0.72	1.79
1907	1.22	1.23	0.35	0.58	1.3	1.83	0.5	0.43	0.76	1.94
1908	0.8	1.14	0.31	0.53	0.82	1.07	0.46	0.36	0.85	1.6
1909	0.89	1.18	0.31	0.46	1	1.5	0.41	0.39	0.87	1.47
1910	1.09	1.35	0.51	0.83	1.53	2.21	0.56	0.74	1	1.9
1911	0.93	1.36	0.59	0.84	2.02	2.76	0.57	0.59	0.83	1.56
1912	0.86	1.23	0.55	0.89	2.16	3.24	0.45	0.5	0.9	1.1
1913	0.79	1.05	0.38	0.75	1.53	3.26	0.45	0.57	0.82	1.19
1914	0.98	1.13	0.41	0.78	1.05	1.91	0.51	0.57	0.91	1.25
1915	0.82	1.01	0.52	0.88	1.18	2.26	0.45	0.49	0.73	1.11
1916	1.04	1.11	0.58	0.96	1.09	1.44	0.42	0.56	0.65	1.2
1917	1.05	1.02	0.52	1.08	1.16	1.49	0.47	0.64	0.74	1.58
1918	1.3	1.03	0.57	1.03	0.95	1.19	0.53	0.67	0.71	1.43
1919	1.28	1.04	0.64	0.94	0.8	1.17	0.46	0.58	0.6	1.33
1920	1.52	1.15	0.7	0.86	1.32	2.03	0.36	0.41	0.76	1.4
1921	1.86	1.32	0.97	1.42	1.95	2.31	0.39	0.36	0.53	1.5
1922	1.78	1.31	0.82	1.48	1.4	1.44	0.39	0.44	0.66	1.73
1923	1.53	1.17	0.75	1.42	1.04	1.45	0.32	0.46	0.72	1.62
1924	1.5	1.26	0.48	0.93	0.84	1.39	0.26	0.27	0.57	1.43
1925	1.53	1.3	0.77	1.29	0.69	1.51	0.31	0.46	0.71	1.2
1926	1.57	1.38	0.84	1.16	0.86	1.46	0.29	0.58	0.69	1.08
1927	1.62	1.27	0.76	0.91	0.87	1.64	0.34	0.54	0.7	1.28
1928	1.97	1.39	1	1.12	1.05	2.04	0.3	0.56	0.78	1.22
1929	1.79	1.5	0.89	1.02	1.44	2.19	0.31	0.59	0.85	1.22
1930	1.44	1.26	0.71	0.58	1.41	2.2	0.31	0.59	1	1.09
1931	1.44	1.45	0.8	0.58	1.6	2.3	0.56	0.68	0.97	0.9
1932	1.52	1.34	0.83	0.73	1.78	2.13	0.56	0.73	0.76	0.73
1933	1.77	1.18	1.51	1.29	2.18	2	0.85	0.83	0.66	0.5
1934	1.47	0.94	1.37	1.01	1.77	1.81	0.8	0.91	0.57	0.26
1935	1.28	0.81	0.95	0.89	1.64	1.64	0.63	0.81	0.47	0.21
1936	1.15	0.79	0.8	0.51	1.62	1.58	0.36	0.6	0.55	0.26
1937	1.02	0.66	0.93	0.64	0.91	1.34	0.54	0.66	0.46	0.22
1938	1.18	0.84	1.38	1.13	1.12	1.87	0.97	1.18	0.8	0.42
1939	1.51	0.86	1.3	1.27	1.3	1.71	1.26	1.43	0.91	0.42
1940	1.56	0.86	1.29	1.34	1.05	1.49	1.39	1.46	0.85	0.39
1941	1.47	1.11	1.06	1.05	1.08	1.72	1.41	1.27	1.14	0.39
1942	1.22	0.92	1.29	1.26	1.32	1.63	1.35	1.13	0.91	0.42
1943	1.08	0.98	1.53	1.05	1.45	1.78	1.38	1.15	0.89	0.39
1944	1.15	0.94	1.32	0.67	1.25	1.74	1.51	0.93	0.8	0.4
1945	1.01	0.81	1.34	0.94	1.22	1.37	1.45	0.82	0.8	0.32
1946	1.47	1.25	1.42	1.04	1.55	1.83	1.34	0.68	1.18	0.51
1947	1.41	1.07	1.49	1.14	1.11	1.43	1.11	0.67	1.03	0.42
1948	1.6	1.13	1.77	1.32	1.39	1.7	1.53	1.19	1.2	0.47
1949	1.54	0.9	1.59	1.05	1.48	1.83	1.17	1.16	1.14	0.26
1950	1.38	0.79	1.46	2.25	1.32	1.39	1.2	1.18	0.93	0.2
1951	1.53	1.42	1.83	1.62	1.52	1.29	1.27	1.13	1.16	0.36
1952	1.17	1.51	0.97	1.02	1.39	1.35	0.81	0.65	0.98	0.26
1953	1.24	1.43	1.09	1.02	1.45	1.46	0.79	0.89	0.89	0.33
1954	0.91	1.21	1.25	1.09	1.31	1.16	0.9	0.92	0.65	0.32
1955	0.89	0.94	1.7	1.78	1.41	1.27	0.63	0.91	0.73	0.48
1956	0.81	1.03	1.57	1.48	0.95	1.01	0.87	0.89	0.88	0.66
1957	0.88	1.01	1.28	1.03	1.06	1.35	0.63	0.68	0.84	0.71
1958	0.64	0.78	1.26	1.21	1.04	1.1	0.51	0.61	0.78	0.78
1959	0.7	0.67	1.51	1.4	0.98	0.86	0.7	0.95	0.6	0.61
1960	0.7	0.77	1.19	1.21	1.24	0.99	0.51	0.65	0.65	0.69
1961	0.85	0.89	0.94	1.02	1.41	1.36	0.5	0.64	0.78	0.87
1962	0.66	0.7	0.77	0.69	1.01	0.9	0.57	0.54	0.48	0.68
1963	1.01	0.97	0.77	0.82	1.17	1.23	0.66	0.83	0.88	0.98
1964	1.2	1.25	1.1	1.09	1.36	1.62	0.92	0.97	0.86	1.26
1965	1.5	1.3	1.27	1.14	1.14	1.34	1.01	0.87	0.95	1.07
1966	1.2	1.25	1.15	0.91	1.02	1.25	0.88	0.72	1	0.91
1967	0.88	1.08	0.92	0.78	0.96	1.24	0.7	0.56	0.85	0.78
1968	0.89	0.99	1.03	0.92	0.89	1.19	0.76	0.66	0.89	0.9
1969	1.25	1.02	1.01	0.84	1.14	1.38	0.81	0.67	0.8	0.88
1970	1.28	0.86	0.8	1.01	1.11	1.19	0.6	0.53	0.77	0.48
1971	1.73	1.24	1.28	1.45	1.35	1.57	0.94	0.61	0.97	0.95
1972	1.75	1.05	1.07	1.24	0.82	1.14	0.81	0.64	0.93	0.49
1973	1.53	1	0.66	0.96	1.17	1.27	0.81	0.61	0.84	0.49
1974	1.9	1.18	0.81	1.09	1.46	1.47	1.13	0.81	0.83	0.58
