# Holmes - Puente del Agrio - ARAR - ITRDB ARGE003
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3547
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3547.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge003-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge003.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge003.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Holmes - Puente del Agrio - ARAR - ITRDB ARGE003
#--------------------
# Investigators
#   Investigators: Holmes, R.L.; Ambrose, J.E.; Boninsegna, J.A.; Cobos, D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Puente del Agrio
#   Location: Neuquen
#   Northernmost_Latitude: -37.82
#   Southernmost_Latitude: -37.82
#   Easternmost_Longitude: -70.95
#   Westernmost_Longitude: -70.95
#   Elevation_m: 1515
#--------------------
# Data_Collection
#   Collection_Name: ARGE003
#   First_Year: 1486
#   Last_Year: 1974
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Araucaria araucana (Molina) K. Koch
#   Common_Name: monkey puzzle
#   Tree_Species_Code: ARAR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AG0262_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AG0262; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AG0274_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AG0274; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AG0283_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AG0283; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AG0291_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AG0291; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AG0293_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AG0293; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AG0303_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AG0303; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AG0304_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AG0304; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AG0323_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AG0323; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AG0262_raw	AG0274_raw	AG0283_raw	AG0291_raw	AG0293_raw	AG0303_raw	AG0304_raw	AG0323_raw
1779	1.03	NA	NA	0.59	0.23	0.19	0.45	0.76
1780	1.22	NA	NA	0.73	0.29	0.16	0.36	0.81
1781	1.3	NA	NA	0.79	0.29	0.2	0.38	0.6
1782	1.17	NA	NA	0.64	0.21	0.21	0.4	0.89
1783	0.83	NA	NA	0.61	0.22	0.21	0.36	0.9
1784	1.1	NA	NA	0.98	0.26	0.23	0.44	0.84
1785	0.83	NA	NA	0.83	0.25	0.22	0.35	0.61
1786	0.72	NA	NA	0.78	0.17	0.2	0.32	0.85
1787	0.64	NA	NA	0.71	0.2	0.17	0.28	0.46
1788	1.22	NA	NA	0.79	0.22	0.18	0.34	0.75
1789	0.96	NA	NA	0.63	0.18	0.17	0.4	0.54
1790	1.33	NA	NA	0.85	0.23	0.19	0.62	0.68
1791	1.09	NA	NA	0.54	0.25	0.19	0.49	0.64
1792	0.87	NA	NA	0.56	0.21	0.14	0.33	0.62
1793	0.71	NA	NA	0.64	0.26	0.15	0.25	0.62
1794	0.83	NA	NA	0.82	0.34	0.2	0.33	0.37
1795	1.06	NA	NA	0.76	0.36	0.11	0.4	0.34
1796	0.63	NA	NA	0.81	0.42	0.25	0.49	0.41
1797	0.67	NA	NA	0.71	0.37	0.24	0.49	0.47
1798	0.67	NA	NA	0.49	0.28	0.23	0.48	0.49
1799	0.56	NA	NA	0.68	0.36	0.19	0.37	0.31
1800	0.57	0.42	NA	0.74	0.37	0.21	0.32	0.33
1801	0.49	0.3	NA	0.56	0.26	0.18	0.28	0.21
1802	0.44	0.3	NA	0.47	0.28	0.24	0.32	0.24
1803	0.51	0.23	NA	0.41	0.34	0.27	0.36	0.27
1804	0.95	0.25	NA	0.53	0.32	0.21	0.36	0.33
1805	0.8	0.15	NA	0.65	0.3	0.2	0.36	0.2
1806	0.64	0.32	NA	0.59	0.31	0.23	0.37	0.26
1807	0.49	0.15	NA	0.65	0.33	0.15	0.32	0.23
1808	0.69	0.16	NA	0.63	0.35	0.19	0.31	0.23
1809	1.04	0.24	NA	0.67	0.31	0.14	0.44	0.34
1810	0.91	0.2	NA	0.87	0.31	NA	0.33	0.25
1811	0.66	0.16	NA	0.79	0.31	NA	0.37	0.31
1812	0.65	0.15	NA	0.81	0.35	NA	0.28	0.27
1813	0.68	0.04	NA	0.7	0.35	NA	0.24	0.29
1814	0.63	0.22	NA	0.53	0.21	NA	0.21	0.48
1815	1	0.19	NA	0.87	0.25	NA	0.26	0.48
1816	1.21	0.19	NA	1.01	0.36	NA	0.27	0.45
1817	1.11	0.17	NA	1.04	0.39	NA	0.23	0.31
1818	0.71	0.23	NA	0.84	0.27	NA	0.18	0.44
1819	0.53	0.26	NA	0.77	0.26	NA	0.27	0.41
1820	0.66	0.21	NA	0.94	0.34	NA	0.35	0.32
1821	0.42	0.35	NA	0.95	0.3	NA	0.29	0.66
1822	0.55	0.43	NA	0.99	0.34	NA	0.24	0.65
1823	0.62	0.56	NA	0.9	0.28	NA	0.31	0.93
1824	0.6	0.45	NA	0.83	0.26	NA	0.4	0.82
1825	0.44	0.35	NA	0.95	0.27	NA	0.27	0.61
1826	0.48	0.34	NA	1.23	0.34	NA	0.3	0.78
1827	0.5	0.2	NA	1.04	0.31	NA	0.31	0.59
1828	0.62	0.35	NA	1.27	0.29	NA	0.39	0.73
1829	0.82	0.21	NA	1.24	0.26	NA	0.4	0.39
1830	0.89	0.27	NA	0.87	0.3	NA	0.52	0.66
1831	1.06	0.31	NA	1.07	0.27	NA	0.48	0.59
1832	0.9	0.41	NA	0.89	0.27	NA	0.41	0.72
1833	0.68	0.24	NA	0.91	0.2	NA	0.22	0.79
1834	0.42	0.68	NA	0.82	0.19	NA	0.29	0.76
1835	0.68	0.69	NA	0.96	0.22	NA	0.3	0.83
1836	0.75	0.52	NA	0.96	0.26	NA	0.33	0.74
1837	1.02	0.52	NA	1.08	0.32	NA	0.44	0.77
1838	1.3	0.55	NA	1.09	0.3	NA	0.47	0.73
1839	0.92	0.5	NA	0.82	0.28	NA	0.35	0.41
1840	0.71	0.42	NA	0.83	0.28	NA	0.34	0.76
1841	0.7	0.4	NA	0.66	0.19	NA	0.28	0.56
1842	0.87	0.27	NA	0.8	0.29	NA	0.32	0.4
1843	0.74	0.42	NA	0.69	0.26	NA	0.46	0.49
1844	0.61	0.34	NA	0.69	0.22	NA	0.33	0.53
1845	0.46	0.42	NA	0.42	0.18	NA	0.4	0.37
1846	0.63	0.35	NA	0.42	0.18	NA	0.42	0.59
1847	0.88	0.39	NA	0.35	0.16	NA	0.37	0.52
1848	0.94	0.39	NA	0.34	0.16	NA	0.3	0.44
1849	0.94	0.56	NA	0.43	0.16	NA	0.39	0.46
1850	0.82	0.58	NA	0.37	NA	NA	0.38	0.51
1851	0.85	0.49	NA	0.28	NA	NA	0.35	0.49
1852	0.97	0.35	NA	0.27	NA	NA	0.61	0.52
1853	0.87	0.42	NA	0.26	NA	NA	0.53	0.45
1854	0.65	0.52	NA	0.21	NA	NA	0.43	0.57
1855	1.04	0.6	NA	0.27	NA	NA	0.42	0.52
1856	1.22	0.63	NA	0.26	NA	NA	0.39	0.48
1857	0.9	0.54	NA	0.26	NA	NA	0.36	0.36
1858	0.52	0.54	NA	0.21	NA	NA	0.38	0.49
1859	0.41	0.54	NA	0.2	NA	NA	0.38	0.53
1860	0.67	0.52	NA	0.26	NA	NA	0.38	0.4
1861	0.58	0.4	NA	0.28	NA	NA	0.34	0.51
1862	0.45	0.26	NA	0.26	NA	NA	0.39	0.5
1863	1	0.42	NA	0.27	NA	NA	0.4	0.49
1864	1.42	0.33	NA	0.29	NA	NA	0.36	0.56
1865	1.21	0.42	NA	0.3	NA	NA	0.38	0.58
1866	1.12	0.36	NA	0.29	NA	NA	0.4	0.63
1867	1	0.27	NA	0.26	NA	NA	0.28	0.62
1868	1.13	0.45	NA	0.42	NA	NA	0.45	0.83
1869	0.83	0.38	NA	0.36	NA	NA	0.37	0.81
1870	0.65	0.31	NA	0.32	NA	NA	0.3	0.64
1871	0.58	0.2	NA	0.28	NA	NA	0.29	0.39
1872	0.54	0.36	NA	0.27	NA	NA	0.3	0.71
1873	0.55	0.3	NA	0.26	NA	NA	0.29	0.58
1874	0.52	0.27	NA	0.24	NA	NA	0.36	0.57
1875	0.4	0.17	NA	0.17	NA	NA	0.3	0.51
1876	0.93	0.22	NA	0.38	NA	NA	0.55	0.67
1877	0.63	0.22	NA	0.28	NA	NA	0.33	0.55
1878	0.39	0.37	NA	0.28	NA	NA	0.25	0.75
1879	0.44	0.3	NA	0.3	NA	NA	0.28	0.7
1880	0.91	0.47	NA	0.33	NA	NA	0.4	0.87
1881	0.85	0.5	NA	0.27	NA	NA	0.37	0.59
1882	0.88	0.52	NA	0.31	NA	NA	0.41	0.62
1883	0.94	0.56	NA	0.34	NA	NA	0.38	0.59
1884	0.77	0.64	NA	0.34	NA	NA	0.3	0.77
1885	0.6	0.49	NA	0.16	NA	NA	0.23	0.62
1886	0.8	0.66	NA	0.29	NA	NA	0.33	0.54
1887	0.84	0.64	NA	0.35	NA	NA	0.4	0.66
1888	0.52	0.43	NA	0.3	NA	NA	0.32	0.57
1889	0.68	0.38	NA	0.38	NA	NA	0.33	0.48
1890	0.88	0.45	NA	0.44	NA	NA	0.29	0.45
1891	0.97	0.29	NA	0.42	NA	NA	0.24	0.24
1892	0.92	0.51	NA	0.37	NA	NA	0.28	0.24
1893	0.97	0.35	NA	0.35	NA	NA	0.24	0.15
1894	0.96	0.47	NA	0.35	NA	NA	0.24	0.17
1895	0.91	0.49	NA	0.43	NA	NA	0.33	0.18
1896	0.73	0.51	NA	0.49	NA	NA	0.38	0.02
1897	0.73	0.37	NA	0.42	NA	NA	0.27	0.04
1898	1.22	0.61	NA	0.4	NA	NA	0.35	0.35
1899	1.15	0.49	NA	0.33	NA	NA	0.32	0.22
1900	0.87	0.57	NA	0.42	NA	NA	0.31	0.33
1901	0.85	0.7	NA	0.4	NA	NA	0.33	0.39
1902	0.88	0.64	NA	0.54	NA	NA	0.45	0.33
1903	0.98	0.78	NA	0.7	NA	NA	0.49	0.39
1904	0.73	0.88	NA	0.62	NA	NA	0.47	0.46
1905	0.89	0.42	NA	0.55	NA	NA	0.34	0.34
1906	0.96	0.42	NA	0.49	NA	NA	0.26	0.28
1907	0.93	0.47	NA	0.51	NA	NA	0.29	0.46
1908	1.08	0.36	NA	0.53	NA	NA	0.38	0.49
1909	0.73	0.49	NA	0.42	NA	NA	0.26	0.36
1910	1.13	0.65	NA	0.64	NA	NA	0.36	0.54
1911	1.17	0.47	NA	0.67	NA	NA	0.33	0.47
1912	1.14	0.48	NA	0.53	NA	NA	0.3	0.53
1913	1.12	0.47	NA	0.62	NA	NA	0.29	0.51
1914	1.17	0.6	NA	0.76	NA	NA	0.38	0.87
1915	0.94	0.61	NA	0.61	NA	NA	0.38	0.59
1916	1.16	0.4	NA	0.63	NA	NA	0.22	0.43
1917	1.08	0.71	NA	0.61	NA	NA	0.28	0.63
1918	1.31	0.51	NA	0.66	NA	NA	0.32	0.64
1919	1.08	0.44	NA	0.66	NA	NA	0.26	0.49
1920	0.86	0.31	NA	0.57	NA	NA	0.23	0.55
1921	1.02	0.45	NA	0.69	NA	NA	0.22	0.52
1922	0.82	0.42	NA	0.73	NA	NA	0.26	0.47
1923	0.68	0.48	NA	0.7	NA	NA	0.26	0.59
1924	0.83	0.43	NA	0.63	NA	NA	0.25	0.47
1925	1.14	0.41	NA	0.78	NA	NA	0.31	0.68
1926	1.03	0.49	NA	0.58	NA	NA	0.25	0.81
1927	1.42	0.47	NA	0.57	NA	NA	0.25	0.58
1928	1.87	0.54	NA	0.71	NA	NA	0.23	0.58
1929	1.68	0.7	NA	0.8	NA	NA	0.29	0.74
1930	1.7	0.54	NA	0.64	NA	NA	0.21	0.71
1931	2.52	0.61	NA	0.71	NA	NA	0.25	0.69
1932	2.2	0.62	NA	0.91	NA	NA	0.23	0.72
1933	1.89	0.57	NA	0.98	NA	NA	0.13	0.63
1934	1.5	0.39	NA	0.76	NA	NA	0.16	0.58
1935	1.23	0.47	NA	0.5	NA	NA	0.31	0.5
1936	1.28	0.44	NA	0.4	NA	NA	0.24	0.47
1937	1.5	0.24	NA	0.5	NA	NA	0.3	0.35
1938	1.45	0.52	NA	0.76	NA	NA	0.3	0.6
1939	1.16	0.55	NA	0.7	NA	NA	0.3	0.68
1940	1.24	0.51	NA	0.64	NA	NA	0.32	0.32
1941	1	0.51	NA	0.53	NA	NA	0.29	0.65
1942	0.96	0.47	NA	0.57	NA	NA	0.27	0.4
1943	0.83	0.49	NA	0.52	NA	NA	0.27	0.54
1944	1.16	0.56	NA	0.48	NA	NA	0.3	0.66
1945	1.06	0.36	NA	0.37	NA	NA	0.21	0.46
1946	0.86	0.62	NA	0.43	NA	NA	0.26	0.77
1947	0.73	0.55	NA	0.47	NA	NA	0.29	0.56
1948	0.93	0.59	NA	0.69	NA	NA	0.33	0.6
1949	0.78	0.65	NA	0.52	NA	NA	0.22	0.56
1950	1.05	0.48	NA	0.54	NA	NA	0.28	0.5
1951	0.79	0.54	NA	0.58	NA	NA	0.26	0.41
1952	0.49	0.56	NA	0.41	NA	NA	0.24	0.43
1953	0.92	0.56	NA	0.5	NA	NA	0.36	0.55
1954	0.76	0.32	NA	0.53	NA	NA	0.34	0.32
1955	0.47	0.49	NA	0.36	NA	NA	0.3	0.21
1956	0.59	0.59	NA	0.51	NA	NA	0.31	0.42
1957	0.4	0.57	NA	0.48	NA	NA	0.28	0.5
1958	0.66	0.67	NA	0.42	NA	NA	0.23	0.56
1959	0.84	0.52	NA	0.5	NA	NA	0.25	0.61
1960	0.38	0.53	NA	0.34	NA	NA	NA	0.49
1961	0.47	0.89	NA	0.43	NA	NA	NA	0.67
1962	0.65	0.51	NA	0.43	NA	NA	NA	0.26
1963	0.92	0.83	NA	0.53	NA	NA	NA	0.54
1964	0.96	1.31	NA	0.66	NA	NA	NA	0.56
1965	0.85	1.35	NA	0.53	NA	NA	NA	0.43
1966	0.55	1.62	NA	0.41	NA	NA	NA	0.52
1967	0.43	1.29	NA	0.33	NA	NA	NA	0.47
1968	0.74	0.9	NA	0.43	NA	NA	NA	0.49
1969	0.92	0.81	NA	0.42	NA	NA	NA	0.53
1970	0.56	0.65	NA	0.37	NA	NA	NA	0.33
1971	0.33	1.18	NA	0.48	NA	NA	NA	0.62
1972	0.86	0.95	NA	0.44	NA	NA	NA	0.46
1973	0.94	1.11	NA	0.38	NA	NA	NA	0.59
1974	1.05	0.96	NA	0.51	NA	NA	NA	0.61
