# Krusic - Kauma Karka - ABSB - ITRDB NEPA026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3783
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3783.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa026-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nepa026-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nepa026.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Krusic - Kauma Karka - ABSB - ITRDB NEPA026
#--------------------
# Investigators
#   Investigators: Krusic, P.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Kauma Karka
#   Location: Nepal
#   Northernmost_Latitude: 27.38
#   Southernmost_Latitude: 27.38
#   Easternmost_Longitude: 87.13
#   Westernmost_Longitude: 87.13
#   Elevation_m: 2900
#--------------------
# Data_Collection
#   Collection_Name: NEPA026
#   First_Year: 1712
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies spectabilis (D. Don) Spach
#   Common_Name: silver fir
#   Tree_Species_Code: ABSB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KKAS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS06C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS06C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS03F_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS03F; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KKAS06B_raw	KKAS06A_raw	KKAS06C_raw	KKAS08A_raw	KKAS08B_raw	KKAS03B_raw	KKAS03F_raw	KKAS07A_raw	KKAS07B_raw	KKAS03A_raw
1939	0.312	0.475	0.678	0.32	0.437	0.658	1.788	1.625	3.428	0.475
1940	0.645	0.704	1.137	0.552	0.531	1.044	2.051	3.025	5.039	0.719
1941	0.919	1.322	1.631	0.649	0.781	1.256	3.458	4.391	6.391	1.012
1942	1.595	1.545	2.257	0.777	1.015	0.759	2.174	3.353	6.062	0.514
1943	1.812	1.5	1.642	0.922	0.996	0.703	2.479	5.693	5.703	0.607
1944	1.76	1.509	1.772	1.022	0.959	0.888	2.165	6.544	4.966	0.666
1945	1.785	1.342	1.955	1.086	0.963	1.078	2.924	6.226	4.912	0.781
1946	0.869	0.625	0.818	0.948	0.528	0.74	3.301	4.216	3.755	0.488
1947	1.336	0.787	0.583	1.635	0.475	0.463	3.595	3.329	4.269	0.702
1948	1.097	0.894	0.623	1.454	0.482	1.86	3.539	2.709	4.389	1.185
1949	1.361	0.699	0.604	1.701	0.452	2.125	3.393	4.906	4.743	1.722
1950	0.886	0.612	0.415	1.152	0.418	2.354	3.612	4.204	3.242	2.194
1951	0.996	0.6	0.944	1.197	0.701	2.926	4.809	3.128	3.103	3.017
1952	0.862	1.083	1.529	1.225	1.129	2.749	4.771	3.041	3.834	2.869
1953	0.761	0.84	1.229	1.011	0.84	2.273	3.699	4.848	3.25	2.416
1954	0.818	0.677	1.316	0.988	0.968	2.411	3.377	4.638	2.409	2.382
1955	0.602	0.427	1.087	0.698	0.593	2.351	3.236	5.189	1.955	2.38
1956	0.391	0.458	1.003	0.583	0.734	1.945	2.467	3.935	1.813	2.096
1957	0.357	0.421	1.141	0.462	0.724	1.351	2.166	3	2.387	1.479
1958	0.382	0.564	1.222	0.537	1.165	1.616	2.282	3.658	2.888	1.871
1959	0.177	0.328	0.756	0.217	0.85	1.33	1.8	2.59	2.165	1.599
1960	0.34	0.583	0.908	0.413	1.4	1.636	2.124	3.137	3.487	1.632
1961	0.559	0.865	0.822	0.415	1.374	1.542	1.944	2.604	2.827	1.422
1962	0.354	0.717	0.88	0.507	0.965	1.253	1.761	2.429	3.352	1.229
1963	0.465	1.159	1.026	0.472	1.303	0.91	1.492	2.236	2.972	1.247
1964	0.219	0.763	0.608	0.257	0.687	1.082	1.318	1.591	2.963	1.64
1965	0.218	0.383	0.625	0.253	0.42	0.569	1.485	1.25	2.048	0.862
1966	0.349	0.429	0.829	0.339	0.528	0.416	1.151	1.454	3.322	0.409
1967	0.446	0.322	0.662	0.405	0.303	0.455	1.14	1.657	3.059	0.474
1968	0.394	0.451	0.833	0.385	0.252	0.444	1.009	1.843	3.355	0.401
1969	0.544	0.394	0.785	0.391	0.274	0.465	1.638	2.347	3.048	0.388
1970	0.434	0.369	0.807	0.352	0.277	0.584	1.891	1.529	2.669	0.562
1971	0.652	0.479	1.081	0.558	0.323	0.512	1.486	1.563	3.004	0.472
1972	1.231	0.296	1.098	0.552	0.27	0.606	1.64	1.646	2.743	0.55
1973	3.452	0.447	1.35	3.828	0.597	0.832	2.042	1.533	2.578	0.754
1974	2.326	0.293	1.336	2.755	0.376	0.857	2.074	1.319	2.476	0.802
1975	2.369	0.291	1.203	2.76	0.267	0.865	1.911	1.1	2.104	0.943
1976	1.602	0.313	1.284	2.086	0.323	1.164	2.576	0.954	1.546	1.036
1977	1.526	0.307	0.93	1.829	0.335	1.697	2.653	1.06	1.241	1.447
1978	0.595	0.129	0.553	0.706	0.181	0.911	1.315	0.782	0.784	0.918
1979	0.565	0.144	0.694	0.713	0.238	0.614	1.049	0.722	0.747	0.657
1980	0.743	0.247	0.942	0.837	0.242	0.906	1.238	0.756	1.154	1.048
1981	0.825	0.344	1.357	0.811	0.491	0.778	1.204	0.805	1.511	0.686
1982	0.649	0.256	1.157	0.624	0.309	0.467	0.94	0.77	1.689	0.418
1983	0.381	0.161	1.024	0.411	0.221	0.536	1.168	0.815	1.642	0.503
1984	0.41	0.157	1.158	0.369	0.203	0.513	1.333	0.787	1.319	0.59
1985	0.523	0.289	2.5	0.55	0.43	0.57	1.927	0.91	1.386	0.635
1986	0.469	0.428	1.81	0.5	0.602	0.824	1.68	0.891	1.121	0.857
1987	0.41	0.411	1.67	0.486	0.497	1.164	1.806	0.99	0.98	1.119
1988	0.296	0.481	1.451	0.259	0.733	0.763	1.509	0.789	0.855	0.76
1989	0.356	0.551	1.293	0.373	0.825	0.72	1.234	0.605	0.746	0.852
1990	0.519	0.777	2.25	0.541	1.088	1.189	1.937	0.549	0.98	1.139
1991	0.395	0.789	1.585	0.365	1.013	1.065	2.354	0.645	0.902	1.061
1992	0.345	0.782	1.809	0.387	0.872	0.911	1.562	0.79	0.781	0.852
1993	0.421	0.661	1.381	0.437	0.851	1.343	2.151	0.83	0.648	1.19
