# Hughes - Nanjan - LAGM - ITRDB RUSS189
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3573
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3573.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ189-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ189-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ189.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ189.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-09
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-09
#--------------------
# Title
#   Study_Name: Hughes - Nanjan - LAGM - ITRDB RUSS189
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167); Vaganov, E.A.; Shiyatov, S.G.; Touchan, R.; Funkhouser, G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nanjan
#   Location: Sakha
#   Northernmost_Latitude: 69.45
#   Southernmost_Latitude: 69.45
#   Easternmost_Longitude: 150.25
#   Westernmost_Longitude: 150.25
#   Elevation_m: 80
#--------------------
# Data_Collection
#   Collection_Name: RUSS189
#   First_Year: 1500
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr
#   Common_Name: Dahurian larch
#   Tree_Species_Code: LAGM
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NAN01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAN01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAN02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAN02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAN02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAN02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAN031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAN031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAN041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAN041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAN051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAN051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAN06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAN06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAN07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAN07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAN081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAN081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAN45A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAN45A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAN45B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAN45B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NAN01_raw	NAN02A_raw	NAN02B_raw	NAN031_raw	NAN041_raw	NAN051_raw	NAN06_raw	NAN07_raw	NAN081_raw	NAN45A_raw	NAN45B_raw
1709	0.54	0.19	NA	0.17	0.24	NA	0.24	0.24	0.08	NA	NA
1710	0.7	0.2	NA	0.17	0.56	NA	0.17	0.3	0.12	NA	NA
1711	0.49	0.21	NA	0.1	0.21	NA	0.11	0.2	0.07	NA	NA
1712	0.68	0.19	NA	0.2	0.17	NA	0.19	0.4	0.13	NA	NA
1713	0.65	0.21	NA	0.18	0.19	NA	0.21	0.38	0.15	NA	NA
1714	0.5	0.24	NA	0.2	0.35	NA	0.12	0.32	0.09	NA	NA
1715	0.39	0.19	NA	0.14	0.28	NA	0.11	0.27	0.04	NA	NA
1716	0.95	0.33	NA	0.37	0.71	NA	0.43	0.62	0.17	NA	NA
1717	0.37	0.21	NA	0.22	0.59	NA	0.23	0.38	0.08	NA	NA
1718	0.48	0.21	NA	0.28	0.49	NA	0.17	0.42	0.13	NA	NA
1719	0.55	0.25	NA	0.28	0.39	NA	0.31	0.5	0.13	NA	NA
1720	0.75	0.27	NA	0.35	0.48	NA	0.34	0.6	0.18	0.47	0.66
1721	0.55	0.31	NA	0.4	0.45	NA	0.26	0.39	0.14	0.47	0.73
1722	0.49	0.28	NA	0.37	0.25	NA	0.28	0.43	0.15	0.4	0.61
1723	0.5	0.21	NA	0.38	0.4	0.04	0.34	0.36	0.21	0.39	0.59
1724	0.07	0.05	NA	0.14	0.3	0.02	0.06	0.06	0.04	0.1	0.13
1725	0.26	0.12	NA	0.14	0.44	0.85	0.05	0.2	0.09	0.23	0.31
1726	0.4	0.19	NA	0.27	1.13	0.75	0.22	0.22	0.11	0.37	0.35
1727	0.18	0.17	NA	0.23	0.77	0.78	0.17	0.15	0.16	0.44	0.44
1728	0.26	0.17	NA	0.2	0.41	0.61	0.19	0.22	0.19	0.41	0.42
1729	0.19	0.1	NA	0.09	0.26	0.46	0.11	0.18	0.05	0.28	0.29
1730	0.03	0	NA	0.03	0.14	0.22	0.04	0	0	0.06	0.07
1731	0.26	0.11	NA	0.04	0.36	0.85	0.13	0.11	0.12	0.21	0.21
1732	0.52	0.23	NA	0.26	0.74	0.78	0.28	0.34	0.2	0.43	0.36
1733	0.23	0.13	NA	0.18	0.62	0.5	0.19	0.19	0.09	0.21	0.21
1734	0.28	0.18	NA	0.14	0.9	0.57	0.21	0.16	0.15	0.19	0.25
1735	0.15	0.08	NA	0.13	0.38	0.21	0.1	0.15	0.06	0.08	0.1
1736	0.47	0.18	NA	0.18	0.79	0.56	0.16	0.18	0.2	0.22	0.25
1737	0.56	0.18	NA	0.28	0.95	0.56	0.2	0.17	0.21	0.31	0.31
1738	0.4	0.15	NA	0.24	0.47	0.41	0.22	0.15	0.11	0.28	0.2
1739	0.64	0.21	NA	0.27	0.57	0.52	0.42	0.24	0.19	0.47	0.39
1740	0.26	0.1	NA	0.2	0.25	0.35	0.23	0.2	0.09	0.22	0.14
1741	0.46	0.17	NA	0.25	0.65	0.57	0.24	0.2	0.16	0.34	0.33
1742	0.41	0.15	NA	0.21	0.49	0.47	0.21	0.27	0.16	0.38	0.3
1743	0.36	0.12	NA	0.21	0.33	0.39	0.13	0.17	0.22	0.32	0.27
1744	0.24	0.09	NA	0.17	0.28	0.33	0.07	0.11	0.11	0.1	0.13
1745	0.53	0.17	NA	0.38	0.36	0.54	0.23	0.23	0.21	0.31	0.38
1746	0.27	0.09	NA	0.21	0.26	0.29	0.13	0.13	0.06	0.24	0.18
1747	0.27	0.07	NA	0.2	0.26	0.22	0.14	0.18	0.05	0.19	0.2
1748	0.29	0.1	NA	0.28	0.38	0.31	0.21	0.2	0.12	0.17	0.2
1749	0.34	0.13	NA	0.29	0.4	0.41	0.21	0.21	0.12	0.21	0.24
1750	0.34	0.21	NA	0.37	0.83	0.88	0.2	0.23	0.22	0.2	0.37
1751	0.29	0.15	NA	0.3	0.94	0.57	0.13	0.13	0.07	0.19	0.28
1752	0.5	0.2	NA	0.42	1.27	0.68	0.19	0.31	0.1	0.36	0.39
1753	0.27	0.1	NA	0.27	0.49	0.27	0.08	0.13	0.02	0.07	0.13
1754	0.53	0.2	NA	0.48	0.89	0.53	0.21	0.34	0.12	0.27	0.41
1755	0.72	0.24	NA	0.67	0.95	0.48	0.4	0.44	0.15	0.41	0.58
1756	0.28	0.13	NA	0.37	0.53	0.3	0.16	0.16	0.11	0.24	0.34
1757	0.63	0.23	NA	0.81	0.94	0.53	0.5	0.31	0.28	0.51	0.69
1758	0.5	0.17	NA	0.68	0.64	0.36	0.43	0.22	0.22	0.54	0.48
1759	0.39	0.16	NA	0.6	0.69	0.31	0.27	0.25	0.18	0.46	0.42
1760	0.24	0.13	NA	0.47	0.63	0.19	0.18	0.17	0.11	0.35	0.22
1761	0.34	0.14	NA	0.39	0.42	0.23	0.16	0.29	0.12	0.27	0.26
1762	0.15	0.04	NA	0.15	0.19	0.1	0.03	0.1	0.06	0.17	0.12
1763	0.5	NA	NA	0.36	0.59	0.31	0.23	0.26	0.31	0.7	0.56
1764	0.42	NA	NA	0.16	0.52	0.2	0.11	0.3	0.19	0.42	0.39
1765	0.27	NA	NA	0.19	0.36	0.21	0.11	0.13	0.11	0.22	0.23
1766	0.39	NA	NA	0.24	0.43	0.36	0.21	0.23	0.28	0.36	0.28
1767	0.3	NA	NA	0.16	0.33	0.39	0.17	0.2	0.16	0.23	0.21
1768	0.22	NA	NA	0.14	0.57	0.34	0.12	0.17	0.1	0.16	0.12
1769	0.18	NA	NA	0.08	0.55	0.29	0.07	0.06	0.08	0.12	0.08
1770	0.32	NA	NA	0.24	0.72	0.29	0.24	0.26	0.15	0.2	0.23
1771	0.22	NA	NA	0.23	0.54	0.22	0.21	0.17	0.13	0.18	0.17
1772	0.19	NA	NA	0.17	0.57	0.17	0.14	0.1	0.1	0.17	0.16
1773	0.24	NA	NA	0.18	0.72	0.28	0.21	0.14	0.16	0.18	0.18
1774	0.2	NA	NA	0.1	0.56	0.29	0.16	0.1	0.12	0.12	0.14
1775	0.3	NA	NA	0.2	0.65	0.36	0.15	0.2	0.22	0.25	0.29
1776	0.12	NA	NA	0.11	0.5	0.27	0.07	0.06	0.11	0.14	0.15
1777	0.32	NA	NA	0.17	0.55	0.42	0.19	0.2	0.2	0.19	0.32
1778	0.4	NA	NA	0.22	0.64	0.61	0.26	0.22	0.32	0.27	0.38
1779	0.12	NA	NA	0.11	0.27	0.21	0.14	0.09	0.11	0.1	0.14
1780	0.09	NA	NA	0.03	0.28	0.15	0.04	0.02	0.12	0.05	0.08
1781	0.31	NA	NA	0.2	0.56	0.39	0.17	0.19	0.3	0.27	0.48
1782	0.29	NA	NA	0.21	0.59	0.43	0.12	0.11	0.27	0.22	0.27
1783	0.31	NA	NA	0.22	0.47	0.45	0.16	0.16	0.21	0.22	0.28
1784	0.39	NA	NA	0.12	0.68	0.63	0.1	0.12	0.28	0.24	0.46
1785	0.44	NA	NA	0.23	0.54	0.6	0.17	0.2	0.25	0.22	0.36
1786	0.23	NA	NA	0.2	0.34	0.44	0.13	0.18	0.22	0.19	0.26
1787	0.22	NA	NA	0.17	0.29	0.45	0.12	0.12	0.18	0.16	0.24
1788	0.17	NA	NA	0.06	0.17	0.33	0.08	0.11	0.13	0.18	0.22
1789	0.34	NA	NA	0.25	0.32	0.53	0.15	0.2	0.14	0.18	0.21
1790	0.19	NA	NA	0.22	0.52	0.38	0.18	0.13	0.19	0.2	0.24
1791	0.22	NA	NA	0.26	0.52	0.44	0.18	0.16	0.28	0.2	0.26
1792	0.33	NA	NA	0.27	0.6	0.41	0.16	0.17	0.23	0.11	0.17
1793	0.17	NA	NA	0.11	0.48	0.28	0.12	0.1	0.19	0.11	0.13
1794	0.08	NA	NA	0.04	0.16	0.13	0.07	0.02	0.06	0.07	0.08
1795	0.15	NA	NA	0.03	0.2	0.15	0.1	0.08	0.05	0.13	0.09
1796	0.11	NA	NA	0.03	0.17	0.1	0.07	0.07	0.01	0.02	0.09
1797	0.16	NA	NA	0.04	0.23	0.19	0.04	0.04	0.11	0.05	0.1
1798	0.34	NA	NA	0.08	0.41	0.31	0.23	0.11	0.23	0.23	0.25
1799	0.31	NA	NA	0.07	0.42	0.22	0.23	0.1	0.24	0.18	0.28
1800	0.3	NA	0.15	0.08	0.39	0.19	0.2	0.12	0.26	0.2	0.19
1801	0.02	NA	0	0	0.15	0.08	0.03	0.09	0.06	0.03	0
1802	0.19	NA	0.15	0.22	0.5	0.13	0.21	0.22	0.26	0.24	0.35
1803	0.17	NA	0.09	0.17	0.42	0.12	0.13	0.15	0.14	0.11	0.16
1804	0.24	NA	0.06	0.13	0.51	0.14	0.17	0.11	0.23	0.1	0.14
1805	0.44	NA	0.2	0.19	0.74	0.22	0.26	0.24	0.46	0.27	0.33
1806	0.27	NA	0.14	0.16	0.4	0.17	0.16	0.13	0.35	0.17	0.22
1807	0.22	NA	0.12	0.15	0.23	0.2	0.14	0.09	0.23	0.18	0.18
1808	0.24	NA	0.13	0.21	0.42	0.2	0.24	0.11	0.24	0.32	0.36
1809	0.2	NA	0.08	0.17	0.38	0.18	0.13	0.07	0.18	0.18	0.16
1810	0.21	NA	0.12	0.21	0.36	0.16	0.22	0.14	0.2	0.17	0.15
1811	0.31	NA	0.15	0.16	0.58	0.15	0.24	0.15	0.24	0.17	0.2
1812	0.11	NA	0.07	0.08	0.17	0.13	0.07	0.02	0.1	0.06	0.03
1813	0.2	NA	0.14	0.15	0.35	0.2	0.16	0.03	0.13	0.07	0.08
1814	0.23	NA	0.12	0.12	0.29	0.17	0.13	0.09	0.09	0.11	0.08
1815	0.32	NA	0.12	0.23	0.46	0.26	0.19	0.1	0.15	0.13	0.15
1816	0.33	NA	0.18	0.22	0.41	0.2	0.21	0.21	0.15	0.11	0.16
1817	0.22	NA	0.08	0.06	0.38	0.13	0.02	0.17	0.2	0.02	0.03
1818	0.09	NA	0.05	0.08	0.37	0.11	0.07	0.05	0.02	0.01	0
1819	0.76	NA	0.28	0.24	0.62	0.34	0.34	0.18	0.32	0.26	0.33
1820	0.52	NA	0.19	0.21	0.39	0.34	0.4	0.13	0.25	0.2	0.27
1821	0.38	NA	0.12	0.12	0.36	0.4	0.34	0.05	0.14	0.17	0.2
1822	0.2	NA	0.09	0.07	0.25	0.25	0.16	0.02	0.12	0.07	0.02
1823	0.57	NA	0.18	0.15	0.62	0.64	0.32	0.06	0.22	0.21	0.21
1824	0.48	NA	0.2	0.13	0.71	0.71	0.21	0.09	0.19	0.18	0.21
1825	0.47	NA	0.29	0.21	0.65	0.59	0.21	0.1	0.3	0.24	0.28
1826	0.39	NA	0.17	0.15	0.32	0.31	0.11	0.05	0.19	0.18	0.19
1827	0.32	NA	0.1	0.1	0.59	0.27	0.12	0.03	0.1	0.09	0.11
1828	0.88	NA	0.38	0.34	1.33	0.67	0.27	0.17	0.25	0.48	0.39
1829	0.67	NA	0.26	0.25	1.1	0.51	0.25	0.13	0.16	0.35	0.27
1830	0.67	NA	0.25	0.25	0.74	0.48	0.25	0.12	0.15	0.35	0.26
1831	0.55	NA	0.27	0.29	0.66	0.42	0.25	0.07	0.12	0.32	0.23
1832	0.58	NA	0.28	0.35	0.9	0.3	0.26	0.16	0.21	0.37	0.22
1833	0.69	NA	0.31	0.41	1.24	0.45	0.4	0.18	0.31	0.51	0.4
1834	0.29	NA	0.19	0.18	0.55	0.21	0.24	0.1	0.19	0.33	0.16
1835	0.64	NA	0.25	0.38	0.9	0.33	0.35	0.16	0.29	0.53	0.34
1836	0.59	NA	0.3	0.55	0.83	0.42	0.37	0.16	0.3	0.47	0.42
1837	0.21	NA	0.05	0.14	0.29	0.08	0.1	0.04	0.03	0.14	0.04
1838	0.31	NA	0.18	0.25	0.63	0.42	0.24	0.14	0.21	0.47	0.38
1839	0.43	NA	0.16	0.24	0.68	0.56	0.18	0.1	0.29	0.58	0.35
1840	0.43	NA	0.18	0.43	0.82	0.53	0.24	0.1	0.26	0.61	0.35
1841	0.26	NA	0.06	0.19	0.38	0.22	0.08	0.04	0.07	0.3	0.17
1842	0.67	NA	0.2	0.42	0.92	0.63	0.32	0.15	0.39	0.65	0.53
1843	0.38	NA	0.15	0.29	0.77	0.59	0.17	0.12	0.34	0.37	0.55
1844	0.28	NA	0.11	0.25	0.79	0.46	0.14	0.12	0.21	0.29	0.41
1845	0.38	NA	0.16	0.31	1.26	0.51	0.18	0.13	0.22	0.34	0.44
1846	0.35	NA	0.08	0.23	0.81	0.42	0.13	0.15	0.18	0.31	0.36
1847	0.3	NA	0.12	0.23	0.68	0.46	0.14	0.11	0.26	0.31	0.34
1848	0.33	NA	0.13	0.21	0.6	0.35	0.13	0.11	0.19	0.22	0.22
1849	0.35	NA	0.14	0.23	0.76	0.36	0.14	0.11	0.17	0.15	0.2
1850	0.38	NA	0.09	0.27	0.47	0.34	0.12	0.18	0.11	0.24	0.19
1851	0.38	NA	0.12	0.37	0.65	0.34	0.19	0.2	0.08	0.18	0.18
1852	0.32	NA	0.11	0.26	0.63	0.36	0.09	0.16	0.1	0.19	0.18
1853	0.4	NA	0.18	0.29	0.75	0.38	0.17	0.21	0.09	0.25	0.28
1854	0.68	NA	0.23	0.35	1.04	0.64	0.15	0.22	0.15	0.26	0.28
1855	0.63	NA	0.34	0.3	1	0.6	0.15	0.2	0.19	0.4	0.32
1856	0.46	NA	0.2	0.23	0.6	0.47	0.07	0.14	0.12	0.2	0.18
1857	0.32	NA	0.14	0.22	0.59	0.22	0.12	0.12	0.08	0.15	0.18
1858	0.86	NA	0.25	0.45	0.92	0.57	0.36	0.3	0.49	0.56	0.6
1859	0.36	NA	0.13	0.2	0.5	0.32	0.1	0.19	0.25	0.22	0.3
1860	0.34	NA	0.16	0.19	0.67	0.33	0.05	0.13	0.2	0.28	0.29
1861	0.44	NA	0.27	0.36	0.86	0.56	0.21	0.21	0.31	0.39	0.5
1862	0.21	NA	0.13	0.12	0.51	0.38	0.06	0.06	0.1	0.14	0.16
1863	0.11	NA	0.08	0.12	0.39	0.3	0.02	0.03	0.04	0.08	0.07
1864	0.32	NA	0.21	0.2	0.63	0.4	0.06	0.11	0.15	0.18	0.34
1865	0.24	NA	0.21	0.21	0.53	0.52	0.08	0.06	0.12	0.22	0.27
1866	0.37	NA	0.28	0.31	0.66	0.82	0.19	0.1	0.15	0.28	0.27
1867	0.28	NA	0.28	0.22	0.67	0.68	0.21	0.1	0.21	0.31	0.34
1868	0.21	NA	0.25	0.17	0.6	0.47	0.14	0.05	0.12	0.3	0.23
1869	0.23	NA	0.3	0.14	0.48	0.61	0.11	0.1	0.14	0.49	0.29
1870	0.31	NA	0.36	0.22	0.61	0.94	0.28	0.13	0.21	0.71	0.49
1871	0.21	NA	0.2	0.14	0.45	0.69	0.17	0.11	0.14	0.54	0.44
1872	0.22	NA	0.23	0.12	0.61	0.79	0.14	0.09	0.14	0.56	0.53
1873	0.17	NA	0.25	0.12	0.45	0.74	0.18	0.1	0.11	0.5	0.47
1874	0.17	NA	0.23	0.19	0.49	0.52	0.12	0.1	0.11	0.29	0.38
1875	0.16	NA	0.1	0.09	0.31	0.32	0.09	0.06	0.07	0.16	0.23
1876	0.27	NA	0.19	0.19	0.51	0.57	0.21	0.19	0.13	0.41	0.42
1877	0.31	NA	0.27	0.19	0.52	0.73	0.24	0.16	0.14	0.36	0.44
1878	0.22	NA	0.13	0.1	0.34	0.51	0.11	0.12	0.12	0.19	0.26
1879	0.15	NA	0.08	0.06	0.45	0.49	0.08	0.1	0.14	0.17	0.25
1880	0.17	NA	0.1	0.06	0.27	0.54	0.19	0.1	0.17	0.24	0.29
1881	0.16	NA	0.15	0.04	0.33	0.46	0.11	0.13	0.06	0.19	0.27
1882	0.1	NA	0.1	0.03	0.3	0.46	0.09	0.08	0.13	0.15	0.2
1883	0.16	NA	0.14	0.05	0.26	0.39	0.11	0.13	0.1	0.22	0.26
1884	0.21	NA	0.18	0.08	0.29	0.42	0.14	0.05	0.08	0.23	0.25
1885	0.23	NA	0.22	0.06	0.36	0.43	0.12	0.07	0.07	0.21	0.41
1886	0.23	NA	0.21	0.11	0.29	0.31	0.1	0.12	0.04	0.14	0.28
1887	0.28	NA	0.17	0.11	0.35	0.42	0.14	0.12	0.08	0.23	0.33
1888	0.38	NA	0.27	0.16	0.49	0.54	0.22	0.14	0.17	0.39	0.63
1889	0.35	NA	0.17	0.02	0.22	0.33	0.08	0.07	0.06	0.19	0.26
1890	0.3	NA	0.24	0.12	0.32	0.38	0.16	0.16	0.13	0.41	0.45
1891	0.34	NA	0.26	0.11	0.39	0.58	0.21	0.14	0.18	0.51	0.62
1892	0.05	NA	0.04	0.02	0.07	0.15	0.05	0.02	0.05	0.18	0.26
1893	0.18	NA	0.13	0.05	0.28	0.26	0.15	0.12	0.09	0.28	0.48
1894	0.21	NA	0.18	0.09	0.19	0.56	0.17	0.12	0.12	0.33	0.54
1895	0.2	NA	0.16	0.08	0.34	0.63	0.12	0.13	0.13	0.29	0.48
1896	0.1	NA	0.06	0.03	0.22	0.49	0.05	0.02	0.09	0.22	0.3
1897	0.25	NA	0.25	0.06	0.43	1.01	0.15	0.18	0.23	0.42	0.6
1898	0.26	NA	0.29	0.07	0.53	1.06	0.22	0.15	0.2	0.48	0.58
1899	0.16	NA	0.2	0.05	0.38	0.86	0.17	0.08	0.13	0.43	0.41
1900	0.18	NA	0.12	0.04	0.32	0.55	0.11	0.06	0.05	0.37	0.34
1901	0.34	NA	0.27	0.1	0.53	0.98	0.21	0.17	0.13	0.74	0.71
1902	0.4	NA	0.35	0.19	0.68	0.95	0.31	0.23	0.17	1.03	1.08
1903	0.27	NA	0.22	0.07	0.46	0.59	0.22	0.19	0.11	0.5	0.69
1904	0.21	NA	0.13	0.05	0.39	0.46	0.13	0.13	0.06	0.4	0.46
1905	0.16	NA	0.09	0.05	0.19	0.39	0.18	0.11	0.05	0.46	0.38
1906	0.2	NA	0.13	0.09	0.36	0.52	0.24	0.13	0.08	0.5	0.35
1907	0.22	NA	0.12	0.1	0.32	0.61	0.19	0.13	0.09	0.39	0.44
1908	0.27	NA	0.16	0.11	0.37	0.83	0.22	0.14	0.14	0.43	0.47
1909	0.23	NA	0.16	0.07	0.49	0.65	0.22	0.1	0.11	0.21	0.27
1910	0.16	NA	0.13	0.04	0.35	0.65	0.11	0.05	0.09	0.19	0.18
1911	0.42	NA	0.21	0.16	0.69	1.06	0.29	0.2	0.31	0.46	0.66
1912	0.44	NA	0.29	0.2	0.62	0.61	0.32	0.25	0.22	0.45	0.61
1913	0.37	NA	0.32	0.19	0.47	0.6	0.25	0.16	0.54	0.37	0.45
1914	0.47	NA	0.31	0.23	0.46	0.61	0.34	0.16	0.67	0.52	0.55
1915	0.12	NA	0.04	0.04	0.13	0.22	0.04	0.03	0.32	0.18	0.11
1916	0.29	NA	0.17	0.13	0.4	0.4	0.17	0.16	0.37	0.39	0.35
1917	0.42	NA	0.26	0.22	0.45	0.53	0.22	0.11	0.38	0.48	0.43
1918	0.33	NA	0.1	0.12	0.31	0.34	0.07	0.06	0.16	0.28	0.22
1919	0.32	NA	0.11	0.1	0.26	0.29	0.1	0.09	0.14	0.23	0.22
1920	0.41	NA	0.19	0.13	0.38	0.42	0.19	0.11	0.14	0.31	0.46
1921	0.33	NA	0.15	0.12	0.4	0.66	0.16	0.09	0.14	0.31	0.29
1922	0.38	NA	0.22	0.15	0.37	0.74	0.23	0.14	0.29	0.51	0.4
1923	0.35	NA	0.16	0.15	0.47	0.92	0.17	0.12	0.5	0.57	0.52
1924	0.22	NA	0.11	0.13	0.44	0.65	0.09	0.1	0.3	0.54	0.54
1925	0.48	NA	0.28	0.33	0.99	0.82	0.3	0.13	0.49	0.81	0.7
1926	0.32	NA	0.19	0.18	0.76	0.58	0.11	0.08	0.31	0.57	0.48
1927	0.45	NA	0.32	0.21	0.91	0.76	0.15	0.15	0.67	0.86	0.83
1928	0.47	NA	0.39	0.26	0.66	0.56	0.18	0.16	0.56	0.76	0.61
1929	0.29	NA	0.23	0.15	0.47	0.42	0.11	0.09	0.47	0.76	0.39
1930	0.4	NA	0.21	0.23	0.53	0.52	0.22	0.16	0.59	0.77	0.5
1931	0.24	NA	0.19	0.11	0.53	0.72	0.1	0.1	0.47	0.5	0.35
1932	0.27	NA	0.2	0.17	0.43	0.47	0.11	0.1	0.29	0.56	0.34
1933	0.27	NA	0.23	0.24	0.41	0.7	0.15	0.12	0.48	0.71	0.63
1934	0.26	NA	0.12	0.12	0.31	0.5	0.11	0.06	0.4	0.5	0.46
1935	0.28	NA	0.23	0.16	0.52	0.7	0.16	0.17	0.67	0.63	0.61
1936	0.35	NA	0.19	0.14	0.46	0.75	0.16	0.15	0.48	0.57	0.58
1937	0.2	NA	0.09	0.07	0.34	0.46	0.03	0.07	0.36	0.38	0.46
1938	0.27	NA	0.13	0.11	0.4	0.75	0.13	0.12	0.71	0.48	0.45
1939	0.27	NA	0.18	0.11	0.29	0.69	0.19	0.15	0.44	0.55	0.6
1940	0.19	NA	0.15	0.1	0.37	0.68	0.18	0.1	0.72	0.51	0.48
1941	0.15	NA	0.08	0.06	0.33	0.79	0.03	0.09	0.3	0.39	0.31
1942	0.32	NA	0.22	0.15	0.42	0.91	0.17	0.12	0.51	0.41	0.42
1943	0.28	NA	0.23	0.18	0.45	1.25	0.18	0.15	0.66	0.55	0.43
1944	0.24	NA	0.24	0.12	0.37	1.04	0.18	0.09	0.74	0.58	0.4
1945	0.14	NA	0.18	0.08	0.32	1.21	0.04	0.02	0.32	0.49	0.31
1946	0.12	NA	0.11	0.08	0.24	0.79	0.08	0.08	0.21	0.27	0.17
1947	0.26	NA	0.18	0.14	0.45	1.2	0.18	0.14	0.46	0.6	0.33
1948	0.26	NA	0.21	0.09	0.31	1.3	0.15	0.15	0.38	0.45	0.33
1949	0.19	NA	0.14	0.11	0.34	1.35	0.11	0.04	0.38	0.45	0.32
1950	0.22	NA	0.15	0.15	0.32	1.4	0.16	0.12	0.24	0.41	0.28
1951	0.34	NA	0.27	0.22	0.49	1.76	0.2	0.12	0.45	0.6	0.34
1952	0.37	NA	0.27	0.16	0.53	1.21	0.11	0.15	0.55	0.46	0.28
1953	0.58	NA	0.26	0.22	0.58	1.46	0.17	0.18	0.85	0.56	0.3
