# Coulthard - Spatsum Fan Update - PIPO - ITRDB CAN679
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37372
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37372.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can679e-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can679e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/can679e.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-01-30
#--------------------
# File_Last_Modified_Date
#   Date: 2023-01-30
#--------------------
# Title
#   Study_Name: Coulthard - Spatsum Fan Update - PIPO - ITRDB CAN679
#--------------------
# Investigators
#   Investigators: Coulthard, B.L.; Anchukaitis, K.J.; Brice, R.L.; Homfeld, I.K.
#--------------------
# Description_Notes_and_Keywords
#   Description:
#--------------------
# Publication
# Authors:
# Published_Date_or_Year:
# Published_Title:
# Journal_Name:
# Volume:
# Edition:
# Issue:
# Pages:
# DOI:
# Full_Citation:
# Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Spatsum Fan
#   Location: Canada
#   Northernmost_Latitude: 50.54
#   Southernmost_Latitude: 50.54
#   Easternmost_Longitude: -121.27
#   Westernmost_Longitude: -121.27
#   Elevation_m: 490
#--------------------
# Data_Collection
#   Collection_Name: CAN679e
#   First_Year: 1719
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SP01AAUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP01AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP02AAUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP02AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP02BBUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP02BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP03AAUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP03AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP03BBUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP03BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP05AAUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP05AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP05BBUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP05BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP06AAUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP06AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP06BBUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP06BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP07AAUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP07AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP07BBUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP07BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SP01AAUn_raw	SP02AAUn_raw	SP02BBUn_raw	SP03AAUn_raw	SP03BBUn_raw	SP05AAUn_raw	SP05BBUn_raw	SP06AAUn_raw	SP06BBUn_raw	SP07AAUn_raw	SP07BBUn_raw
1932	0.887	0.259	0.236	0.405	0.43	0.369	0.476	0.185	0.108	0.25	0.208
1933	0.751	0.31	0.465	0.399	0.499	0.324	0.44	0.288	0.235	0.195	0.143
1934	1.268	0.531	0.583	0.56	0.606	0.57	0.591	0.267	0.211	0.303	0.281
1935	0.609	0.272	0.387	0.499	0.53	0.55	0.692	0.451	0.219	0.454	0.42
1936	0.665	0.143	0.353	0.55	0.463	0.368	0.425	0.306	0.119	0.343	0.427
1937	0.881	0.463	0.55	0.637	0.863	0.711	0.762	0.312	0.373	0.784	0.848
1938	0.801	0.607	0.692	0.879	0.981	0.923	0.864	0.527	0.336	0.623	0.652
1939	1.094	0.637	0.476	1	0.661	0.737	0.86	0.511	0.422	0.459	0.508
1940	0.955	0.39	0.32	0.851	0.725	1.357	0.956	0.775	0.429	0.947	0.761
1941	0.782	0.436	0.481	0.601	0.485	0.785	0.503	0.344	0.343	0.739	0.857
1942	1.439	0.368	0.472	0.666	0.76	1.05	0.983	0.715	0.531	0.941	0.866
1943	0.975	0.559	0.643	0.54	0.483	0.491	0.702	0.503	0.367	0.591	0.76
1944	0.763	0.339	0.403	0.495	0.399	0.562	0.291	0.375	0.275	0.363	0.485
1945	1.187	0.565	1.095	0.514	0.517	0.539	0.633	0.34	0.372	0.526	0.724
1946	1.232	0.758	0.87	0.842	0.68	0.887	0.669	0.665	0.554	1.099	1.119
1947	1.228	0.319	0.62	0.412	0.398	0.549	0.56	0.315	0.181	0.328	0.44
1948	1.2	0.452	0.452	0.303	0.378	0.494	0.518	0.32	0.244	0.431	0.404
1949	0.921	0.5	0.493	0.341	0.382	0.419	0.401	0.215	0.205	0.617	0.656
1950	1.08	0.443	0.577	0.401	0.463	0.751	0.642	0.348	0.264	0.549	0.914
1951	0.938	0.729	0.682	0.669	0.604	0.608	0.639	0.323	0.34	1.058	0.813
1952	0.905	0.594	0.673	0.609	0.507	0.47	0.735	0.189	0.214	0.724	0.618
1953	1.255	0.309	0.752	0.663	0.558	0.659	0.428	0.332	0.218	1.239	1.048
1954	0.705	0.728	0.426	0.698	0.548	0.398	0.5	0.334	0.351	0.932	1.228
1955	0.834	0.62	0.74	0.847	0.685	0.633	0.655	0.343	0.434	1.224	1.022
1956	0.86	0.534	0.751	0.495	0.573	0.549	0.546	0.44	0.53	1.159	0.815
1957	1.117	0.473	0.633	0.63	0.492	0.455	0.484	0.31	0.445	1.402	1.196
1958	1.035	0.658	0.786	0.526	0.481	0.556	0.474	0.296	0.353	0.494	0.609
1959	1.061	0.466	0.271	0.504	0.334	0.498	0.539	0.286	0.338	0.67	0.361
1960	1.151	0.311	0.345	0.483	0.324	0.373	0.354	0.228	0.224	0.554	0.556
1961	0.735	0.468	0.451	0.583	0.518	0.541	0.41	0.27	0.25	0.561	0.627
1962	1.02	0.592	0.527	0.714	0.598	0.677	0.539	0.374	0.329	0.746	0.733
1963	1.164	0.717	0.667	0.549	0.551	0.849	0.439	0.328	0.488	0.732	0.754
1964	1.459	0.586	0.874	0.806	0.808	0.889	0.818	0.303	0.521	1.272	1.15
1965	1.093	0.832	0.603	0.675	0.874	0.777	0.649	0.319	0.428	0.647	0.534
1966	1.2	1.394	0.964	0.571	0.57	0.768	0.558	0.632	0.576	1.677	1.439
1967	1.612	1.181	1.066	0.419	0.392	0.433	0.429	0.271	0.375	0.881	0.838
1968	0.917	0.537	0.659	0.333	0.565	0.573	0.653	0.547	0.468	0.599	0.618
1969	0.846	0.468	0.352	0.416	0.43	0.502	0.606	0.342	0.291	0.664	0.701
1970	1.122	0.473	0.502	0.492	0.462	0.36	0.131	0.318	0.35	0.438	0.701
1971	0.702	0.481	0.505	0.289	0.537	0.519	0.327	0.238	0.411	0.28	0.414
1972	1.13	0.479	0.319	0.513	0.488	0.649	0.396	0.381	0.428	0.784	0.881
1973	0.744	0.075	0.177	0.188	0.284	0.08	0.084	0	0.044	0.385	0.454
1974	0.758	0.62	0.531	0.438	0.653	0.524	0.304	0.468	0.376	0.415	0.369
1975	0.926	0.305	0.418	0.569	0.779	0.659	0.444	0.416	0.433	0.751	1.138
1976	0.701	0.039	0.121	0.522	0.386	0.562	0.352	0.283	0.331	0.656	1.022
1977	0.422	0.168	0.163	0.186	0.142	0.162	0.085	0	0	0.509	0.436
1978	0.671	0.46	0.217	0.421	0.462	0.626	0.419	0.076	0.15	0.607	0.66
1979	0.611	0.232	0.252	0.454	0.481	0.766	0.38	0.583	0.598	0.278	0.372
1980	0.685	0.202	0.269	0.697	0.563	1.109	0.463	0.323	0.314	0.898	0.857
1981	0.771	0.211	0.342	0.4	0.28	0.555	0.465	0.467	0.588	0.588	0.719
1982	0.717	0.243	0.225	0.318	0.369	0.663	0.581	0.238	0.219	0.273	0.529
1983	0.841	0.449	0.413	0.587	0.601	0.725	0.519	0.272	0.222	0.47	0.55
1984	0.394	0.153	0.255	0.375	0.31	0.332	0.275	0.374	0.382	0.444	0.402
1985	0.746	0.538	0.457	0.601	0.537	0.633	0.439	0.088	0.036	0.612	0.603
1986	0.542	0.031	0.119	0.252	0.262	0.488	0.286	0.366	0.561	0.244	0.176
1987	0.448	0.148	0.369	0.476	0.382	0.332	0.273	0.13	0.202	0.215	0.266
1988	0.17	0	0.012	0.142	0.102	0.141	0.148	0	0.05	0.084	0.034
1989	0.348	0.137	0.123	0.375	0.368	0.451	0.311	0.082	0.137	0.228	0.188
1990	0.504	0.208	0.202	0.664	0.684	0.806	0.478	0.112	0.523	0.432	0.319
1991	0.493	0.145	0.292	0.517	0.499	0.442	0.304	0.371	0.124	0.249	0.221
1992	0.756	0.327	0.3	0.67	0.609	0.648	0.391	0.119	0.282	0.374	0.388
1993	0.21	0.237	0.204	0.646	0.643	0.635	0.373	0.137	0.176	0.277	0.306
1994	0.197	0.314	0.281	0.369	0.304	0.356	0.207	0.149	0.088	0.292	0.228
1995	0.761	0.176	0.283	0.591	0.519	0.536	0.516	0.212	0.213	0.333	0.327
1996	0.818	0.251	0.307	0.678	0.77	0.695	0.565	0.142	0.271	0.388	0.306
1997	0.73	0.352	0.324	0.816	0.78	0.977	0.616	0.183	0.357	0.66	0.82
1998	0.651	0.38	0.314	0.461	0.367	0.721	0.443	0.09	0.117	0.275	0.285
1999	0.271	0.276	0.204	0.455	0.277	1.149	0.331	0.168	0.137	0.417	0.362
2000	0.72	0.379	0.376	0.762	0.603	0.894	0.524	0.27	0.367	0.561	0.615
2001	0.36	0.116	0.153	0.413	0.147	0.492	0.223	0.039	0.034	0.116	0.182
2002	0.299	0.218	0.22	0.505	0.458	0.59	0.586	0.127	0.221	0.313	0.304
2003	0.307	0.151	0.092	0.475	0.388	0.702	0.639	0.109	0.158	0.333	0.373
2004	0.323	0.11	0.062	0.494	0.403	1.072	0.713	0.08	0.031	0.282	0.491
2005	0.336	0.188	0.17	0.576	0.291	1.095	0.721	0.154	0.138	0.249	0.196
2006	0.414	0.348	0.29	0.517	0.416	0.89	0.486	0.139	0.163	0.188	0.346
2007	0.615	0.572	0.429	0.949	0.65	1.338	0.85	0.394	0.334	0.437	0.796
2008	0.553	0.542	0.649	0.561	0.683	1.269	0.74	0.334	0.379	0.39	0.556
2009	0.234	0.079	0.067	0.37	0.359	0.558	0.301	0.159	0.113	0.176	0.182
2010	0.893	0.386	0.499	1.023	0.675	0.917	0.782	0.395	0.56	0.554	0.718
2011	0.712	0.269	0.389	1.291	0.962	1.178	0.845	0.281	0.329	0.405	0.533
2012	0.313	0	0.106	0.815	0.354	0.787	0.304	0.109	0.073	0.06	0.128
2013	0.472	0.192	0.092	1.233	1.053	0.744	0.509	0.29	0.284	0.483	0.569
2014	0.473	0.166	0.138	0.93	0.654	0.593	0.564	0.293	0.234	0.399	0.469
2015	0.566	0.203	0.164	0.955	0.551	0.811	0.939	0.433	0.395	0.436	0.622
2016	0.572	0.226	0.17	1.278	0.834	0.961	0.675	0.39	0.372	0.405	0.604
2017	0.557	0.294	0.303	0.998	0.663	0.993	0.807	0.314	0.257	0.314	0.473
2018	0.586	0.365	0.331	0.671	0.629	0.924	0.533	0.5	0.342	0.437	0.496
