# Dobry - Seymour Watershed Vancouver - THPL - ITRDB CANA109
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3120
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3120.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana109-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana109-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana109.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana109.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Dobry - Seymour Watershed Vancouver - THPL - ITRDB CANA109
#--------------------
# Investigators
#   Investigators: Dobry, J.; Klinka, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Seymour Watershed Vancouver
#   Location: British Columbia
#   Northernmost_Latitude: 49.53
#   Southernmost_Latitude: 49.53
#   Easternmost_Longitude: -123.03
#   Westernmost_Longitude: -123.03
#   Elevation_m: 560
#--------------------
# Data_Collection
#   Collection_Name: CANA109
#   First_Year: 1539
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Thuja plicata Donn ex D. Don
#   Common_Name: western redcedar
#   Tree_Species_Code: THPL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SE0011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SE0011_raw	SE0012_raw	SE0021_raw	SE0022_raw	SE0031_raw	SE0032_raw	SE0041_raw	SE0051_raw	SE0061_raw	SE0071_raw
1775	0.81	1.26	NA	1.84	NA	2.13	0.54	0.49	NA	1.24
1776	0.98	1.19	NA	2.27	NA	2.49	0.79	0.63	NA	1.62
1777	0.91	1.3	1.83	2.39	NA	2.18	0.71	0.6	NA	1.8
1778	0.89	1.16	1.33	1.7	NA	1.87	0.65	0.48	NA	1.64
1779	0.87	1.1	1.34	1.7	NA	2.59	0.82	0.63	NA	1.55
1780	0.99	1.34	1.18	2.28	NA	2.24	0.73	0.61	NA	1.75
1781	0.83	1.16	1.1	1.7	NA	1.53	0.47	0.51	NA	1.34
1782	0.44	0.7	1.08	0.96	NA	1.19	0.29	0.19	NA	0.98
1783	0.67	0.96	1.47	1.72	NA	1.59	0.44	0.35	NA	1.38
1784	0.66	1.13	1.82	1.7	NA	1.75	0.56	0.49	NA	1.46
1785	0.86	1.23	1.8	2.08	NA	2.29	0.7	0.67	NA	1.97
1786	0.91	1.26	1.53	2.16	2.83	2.12	0.66	0.64	NA	2
1787	0.57	0.96	1.32	1.37	2.89	1.94	0.29	0.56	NA	1.56
1788	0.8	1.08	1.76	2.13	3.96	2.33	0.57	0.59	NA	1.87
1789	0.92	1.44	2.16	2.15	4.2	2.37	0.64	0.6	NA	1.9
1790	0.82	1.07	1.5	1.65	2.86	2.02	0.5	0.51	NA	1.8
1791	0.78	0.94	2.06	1.77	3.45	2.39	0.44	0.35	NA	2.27
1792	0.8	0.97	1.74	1.92	2.92	2.59	0.44	0.5	NA	2.18
1793	0.95	1.15	1.83	1.88	3.24	2.92	0.68	0.6	NA	2.24
1794	1.06	1.42	1.05	1.73	2.89	2.69	0.54	0.63	NA	1.95
1795	0.85	1.11	0.84	1.24	2.68	1.85	0.51	0.32	NA	1.44
1796	0.87	1	1.34	1.03	2.36	1.8	0.39	0.3	NA	1.4
1797	0.89	1	1.08	0.86	2.02	1.55	0.5	0.53	NA	1.41
1798	0.9	1.03	1.24	1.13	2.31	1.47	0.58	0.65	NA	1.48
1799	0.68	0.85	1.42	1.38	1.89	1.42	0.39	0.41	NA	1.32
1800	0.76	0.96	1.62	1.51	2.3	1.88	0.5	0.59	NA	1.66
1801	0.77	1.02	1.53	1.43	2.38	1.9	0.52	0.51	NA	1.38
1802	0.83	0.97	1.32	1.29	2.25	1.78	0.48	0.48	NA	1.56
1803	0.92	0.84	1.62	1.84	2.9	2.25	0.47	0.59	NA	1.51
1804	0.92	0.82	1.81	1.94	3.36	2.14	0.53	0.64	NA	1.68
1805	0.9	0.98	1.9	1.68	3.06	2.18	0.64	0.78	NA	1.83
1806	0.87	0.99	1.39	1.44	2.37	1.48	0.47	0.57	NA	1.16
1807	0.65	0.86	1.48	1.61	2.1	1.13	0.44	0.5	NA	1.24
1808	0.72	0.83	0.97	0.67	1.95	1.2	0.28	0.45	NA	1.11
1809	0.8	0.93	1.52	1.18	3.01	1.94	0.39	0.62	NA	1.43
1810	0.61	0.68	1.19	0.94	1.9	1.51	0.38	0.47	NA	1.21
1811	0.4	0.47	0.94	0.74	1.29	0.67	0.3	0.31	NA	0.87
1812	0.57	0.56	1.34	1.11	1.33	0.93	0.13	0.29	NA	0.79
1813	0.62	0.64	1.75	1.32	1.58	1.64	0.27	0.32	NA	0.73
1814	0.74	0.74	1.76	1.48	1.92	1.53	0.41	0.46	NA	1.02
1815	0.65	0.89	1.66	1.39	2.06	1.41	0.62	0.53	NA	1.12
1816	0.77	0.89	1.98	1.41	2.39	1.39	0.75	0.82	NA	1.26
1817	0.57	0.68	2.06	1.46	1.88	1.16	0.62	0.65	NA	0.96
1818	0.77	0.89	2.19	1.33	1.72	1.13	0.56	0.68	NA	1.02
1819	0.62	0.63	1.9	1.39	2.01	1.02	0.54	0.66	NA	0.91
1820	0.64	0.75	2.11	1.43	1.98	1.09	0.52	0.56	NA	0.91
1821	0.66	0.69	2.3	1.5	2.27	1.28	0.52	0.55	NA	0.74
1822	0.78	0.86	2.33	1.58	2.04	1.33	0.51	0.55	NA	0.74
1823	0.5	0.6	2.03	1.33	1.67	1.02	0.41	0.42	NA	0.83
1824	0.64	0.85	2.37	1.61	2.13	1.08	0.54	0.64	NA	1.07
1825	0.79	0.89	2.34	1.93	2.31	1.3	0.49	0.63	NA	1.16
1826	0.78	0.88	1.55	0.98	1.68	1.17	0.4	0.47	NA	1.01
1827	0.92	1.08	2.29	1.47	2.01	1.51	0.53	0.6	NA	1.08
1828	0.84	1.13	2.13	2.21	1.91	1.31	0.58	0.57	NA	1.14
1829	0.93	1.21	2.32	1.98	2.46	1.78	0.7	0.79	NA	1.31
1830	0.97	1.29	2.25	1.61	2.11	1.4	0.64	0.78	NA	1.19
1831	0.9	0.98	1.97	3.26	2.53	1.55	0.67	0.82	NA	1.17
1832	0.74	0.83	1.88	3.37	2.44	1.23	0.35	0.52	NA	1.02
1833	0.74	0.89	2.1	3.79	2.22	1.38	0.54	0.55	NA	1.08
1834	0.66	0.95	1.93	2.78	2.41	1.36	0.49	0.58	NA	0.94
1835	0.68	0.82	2.12	2.78	2.26	1.24	0.51	0.22	NA	0.88
1836	0.74	0.86	2.26	2.19	1.83	1.5	0.47	0.39	NA	0.88
1837	0.78	0.97	2.22	2.32	1.88	1.71	0.52	0.55	NA	0.89
1838	0.56	0.67	1.55	1.8	1.67	1.26	0.41	0.57	NA	0.72
1839	0.46	0.9	2.33	2.39	1.95	1.49	0.36	0.58	NA	0.69
1840	0.37	0.6	1.72	1.91	1.37	1.06	0.33	0.29	NA	0.4
1841	0.49	0.7	1.91	2.19	1.4	1.1	0.31	0.38	NA	0.44
1842	0.56	0.58	1.69	2.05	1.35	1.14	0.5	0.46	NA	0.65
1843	0.31	0.42	1.33	1.24	1.43	1.16	0.31	0.56	NA	0.64
1844	0.58	0.72	1.84	2.4	1.43	1.29	0.53	0.69	NA	0.75
1845	0.45	0.75	1.6	2.11	1.9	1.53	0.68	0.61	NA	0.9
1846	0.54	0.8	2.25	2.46	2.19	1.61	0.61	0.57	NA	0.91
1847	0.49	0.82	1.01	2.24	2.21	1.51	0.5	0.49	NA	0.94
1848	0.6	0.75	0.57	2.3	1.52	0.98	0.45	0.51	NA	0.84
1849	0.36	0.65	1.1	1.94	1.46	1.03	0.25	0.39	NA	0.66
1850	0.66	0.89	2.1	2.09	1.69	1.45	0.5	0.66	NA	0.83
1851	0.36	0.59	1.97	1.82	1.42	1.41	0.53	0.62	NA	0.76
1852	0.36	0.54	1.64	1.58	1.2	1.22	0.28	0.51	NA	0.68
1853	0.47	0.62	1.94	2.1	1.25	1.19	0.33	0.51	NA	0.84
1854	0.62	0.83	2.03	2.63	1.52	1.5	0.59	0.66	NA	1.04
1855	0.54	0.77	2.22	2.29	1.39	1.3	0.63	0.61	NA	1.12
1856	0.57	0.69	1.74	1.79	1.32	1.44	0.43	0.48	NA	1.05
1857	0.53	0.65	2.32	2.18	1.46	1.43	0.62	0.54	NA	1.1
1858	0.74	0.59	1.69	1	1.58	1.36	0.51	0.57	NA	1.13
1859	0.9	0.81	1.76	1.53	1.46	1.79	0.65	0.71	NA	1.1
1860	0.77	0.74	2.14	1.79	1.45	1.56	0.58	0.65	3.47	1.18
1861	0.49	0.55	1.91	1.43	1.43	1.63	0.39	0.47	2.73	1.09
1862	0.52	0.69	1.75	1.34	1.55	1.62	0.5	0.6	2.48	1.03
1863	0.65	0.7	1.74	1.78	1.33	1.64	0.64	0.55	2.72	0.97
1864	0.47	0.54	1.63	1.42	0.92	1.38	0.39	0.53	2.49	0.81
1865	0.51	0.58	1.66	1.76	1.39	1.4	0.34	0.58	2.73	0.7
1866	0.5	0.61	1.52	1.73	1.34	1.25	0.38	0.55	2.73	0.68
1867	0.5	0.65	1.77	1.44	1.53	1.64	0.58	0.66	2.61	0.95
1868	0.81	0.75	1.81	1.83	1.55	1.91	0.63	0.66	3.53	1.05
1869	0.7	0.76	1.63	1.68	1.46	1.56	0.42	0.47	2.93	0.95
1870	0.7	0.82	1.1	1.09	1.13	1.06	0.4	0.21	1.83	0.84
1871	0.63	0.75	0.89	1.06	1.2	1	0.59	0.43	2.8	1.04
1872	0.65	0.78	1.5	1.8	1.28	1.17	0.6	0.51	2.99	0.98
1873	0.72	0.84	1.62	1.71	1.46	1.47	0.63	0.66	3.76	0.98
1874	0.6	0.7	1.74	1.33	1.63	1.53	0.59	0.59	3.55	1
1875	0.62	0.65	1.36	1.42	1.29	1.35	0.5	0.45	3.2	0.74
1876	0.24	0.14	0.7	0.65	0.62	0.76	0.31	0.07	1.36	0.17
1877	0.32	0.28	1.77	1.73	1.03	1.18	0.31	0.17	3.54	0.4
1878	0.44	0.4	1.74	1.33	1.85	1.44	0.51	0.29	3.45	0.63
1879	0.47	0.48	1.63	1.33	1.95	1.5	0.61	0.33	2.36	0.78
1880	0.42	0.41	1.43	1.19	1.59	1.38	0.65	0.4	3.29	0.65
1881	0.5	0.48	1.33	0.98	1.27	1.06	0.62	0.52	2.58	0.66
1882	0.49	0.48	1.77	0.8	1.31	1.08	0.56	0.64	2.51	0.71
1883	0.58	0.62	2.48	1.41	1.51	1.31	0.55	0.54	3	0.8
1884	0.51	0.65	2.14	1.16	1.18	1.21	0.43	0.56	2.62	0.9
1885	0.49	0.65	1.8	1.18	1.21	1.34	0.56	0.56	2.62	0.82
1886	0.55	0.67	1.67	1.32	1.23	1.27	0.69	0.53	3.2	0.82
1887	0.33	0.45	1.48	0.84	1.06	0.9	0.48	0.62	2.69	0.7
1888	0.45	0.42	1.41	0.94	1.1	0.84	0.49	0.62	2.64	0.68
1889	0.55	0.6	2.39	1.68	1.55	1.32	0.66	0.59	3.35	0.81
1890	0.43	0.63	1.73	1.26	1.18	1.18	0.46	0.47	2.41	0.78
1891	0.52	0.56	1.44	1.23	1.29	1.37	0.47	0.59	2.58	0.86
1892	0.55	0.62	1.78	1.24	1.45	1.44	0.01	0.71	3.23	1.03
1893	0.35	0.45	1.42	1.09	1.32	1.21	0.01	0.57	2.19	0.88
1894	0.43	0.57	1.58	1.21	1.29	1.28	0.01	0.48	2.73	0.91
1895	0.43	0.4	1.85	0.95	1	0.86	0.16	0.32	2.39	0.76
1896	0.36	0.49	1.57	0.97	1.11	1.13	0.3	0.41	2.08	0.76
1897	0.24	0.32	1.01	0.44	1.2	1.25	0.3	0.46	1.31	0.73
1898	0.23	0.29	1.43	0.83	1.2	1.38	0.21	0.5	2.27	0.81
1899	0.3	0.34	1.47	0.9	0.84	1.21	0.35	0.51	2.43	0.84
1900	0.26	0.39	1.3	0.92	1.14	1.18	0.4	0.49	2.94	0.87
1901	0.31	0.47	1.61	1.12	1.6	1.58	0.63	0.58	3.22	0.94
1902	0.36	0.5	1.72	1.22	1.9	1.43	0.74	0.82	3.2	1.07
1903	0.42	0.39	1.65	1.2	1.74	1.49	0.66	0.59	2.98	1.23
1904	0.38	0.47	1.78	1.32	1.37	1.29	0.73	0.52	2.65	1
1905	0.29	0.4	1.98	1.5	1.1	1	0.4	0.25	3.99	0.72
1906	0.39	0.43	1.91	1.29	1.3	1.42	0.53	0.29	4.2	0.95
1907	0.43	0.49	1.61	0.77	1.33	1.32	0.65	0.43	3.36	1.01
1908	0.42	0.5	2	1.58	1.39	1.44	0.71	0.55	3.73	1.05
1909	0.32	0.37	1.91	1.28	0.96	1	0.56	0.37	3.66	0.97
1910	0.5	0.59	2.06	1.36	1.13	1.35	0.89	0.65	4.22	1.04
1911	0.31	0.43	1.37	1.11	1.12	1.27	0.64	0.46	2.81	0.82
1912	0.07	0.17	1.28	0.89	0.74	0.57	0.28	0.14	2.18	0.4
1913	0.35	0.3	1.58	1.22	1.02	1.02	0.39	0.29	3.72	0.68
1914	0.45	0.53	1.61	1.33	1.13	1.2	0.47	0.33	4.32	0.82
1915	0.4	0.48	1.93	1.49	1.69	1.04	0.45	0.31	4.03	0.88
1916	0.51	0.44	1.17	1.17	1.57	1.23	0.61	0.55	4.6	0.87
1917	0.51	0.57	1.35	1.21	1.32	1	0.63	0.66	3.73	0.65
1918	0.19	0.35	1.57	1.32	0.66	0.42	0.36	0.35	3.34	0.49
1919	0.52	0.56	2.29	1.74	1.08	0.91	0.78	0.9	4.87	0.74
1920	0.53	0.53	1.84	1.26	1.59	1.3	0.73	1.01	3.09	0.83
1921	0.4	0.38	1.2	0.68	1.4	1.03	0.46	0.52	3.35	0.69
1922	0.36	0.49	1.44	0.87	1.15	0.83	0.56	0.45	3.61	0.56
1923	0.12	0.3	1.71	1.16	0.73	0.49	0.32	0.28	2.85	0.46
1924	0.23	0.36	2.16	1.31	1.15	0.66	0.48	0.54	3.64	0.76
1925	0.29	0.52	2.08	1.29	1.52	0.93	0.64	0.7	2.79	0.78
1926	0.29	0.46	2.07	1.06	1.25	0.81	0.39	0.54	4.2	0.65
1927	0.37	0.51	1.94	1.45	1.43	1.1	0.55	0.54	4.22	0.77
1928	0.4	0.48	1.91	1.23	1.21	1.14	0.66	0.67	3.12	1
1929	0.43	0.4	1.8	1.14	1.34	0.92	0.59	0.76	2.99	1.08
1930	0.45	0.44	1.34	1.05	1.35	1.08	0.54	0.79	2.88	1.3
1931	0.44	0.48	1.24	1	1.57	0.84	0.43	0.74	2.27	1.21
1932	0.46	0.51	1.49	1.13	1.49	1.19	0.56	0.71	2.89	1.11
1933	0.32	0.35	1.38	0.68	1.22	0.92	0.5	0.64	3.93	1.18
1934	0.38	0.35	1.48	0.87	1.36	1.25	0.48	0.67	4.37	1.18
1935	0.45	0.62	1.63	1.09	1.71	1.37	0.67	0.7	2.33	1.3
1936	0.21	0.41	1.38	0.94	1.36	1.15	0.48	0.49	2.71	1.05
1937	0.45	0.67	1.51	0.86	1.45	1.23	0.71	0.82	3.56	1.18
1938	0.54	0.7	1.73	1.18	1.83	1.32	0.79	0.95	3.2	1.11
1939	0.65	0.7	2.24	1.21	1.55	1.29	0.62	0.82	2.99	1.2
1940	0.66	0.77	1.85	1.08	1.75	1.4	0.58	0.58	3.21	1.49
1941	0.7	0.79	1.72	0.81	2.01	1.71	0.4	0.54	3.23	1.56
1942	0.76	0.88	1.73	1.17	2.29	1.52	0.76	0.79	3.5	1.64
1943	1.03	1.21	2.24	1.09	2.12	1.22	0.95	0.95	3.49	1.55
1944	1.18	1.2	2.35	1.43	2.44	1.54	0.93	1	2.66	1.78
1945	0.41	0.7	1.93	1.07	2.19	1.76	0.73	0.75	2.21	1.49
1946	0.23	0.35	2.2	1.21	1.67	1.6	0.9	1.03	2.34	1.81
1947	0.31	0.27	1.57	0.69	1.87	1.55	0.74	0.98	1.99	1.73
1948	0.44	0.51	1.54	0.54	1.88	1.51	0.69	0.75	1.39	1.77
1949	0.42	0.34	1.41	0.41	1.61	1.22	0.78	0.95	1.59	1.53
1950	0.39	0.08	2.13	0.85	1.59	1.35	0.95	0.89	2.29	1.63
1951	0.35	0.06	1.7	0.87	2.18	1.63	1.09	0.95	2.41	1.86
1952	0.51	0.28	2.25	1.21	1.85	1.65	1.25	1.25	2.54	1.89
1953	0.66	0.31	2.59	1.48	2.38	1.32	1.13	1.14	2.1	1.91
1954	0.73	0.28	1.93	1.08	1.85	1.26	1.1	1.06	2.42	1.86
1955	0.61	0.42	1.65	0.95	1.96	1	1.04	0.95	2.2	1.9
1956	0.46	0.38	1.17	0.55	1.61	0.76	0.93	0.85	1.55	1.12
1957	0.6	0.47	1.76	1.03	1.75	0.71	1.27	0.92	1.98	1.49
1958	0.51	0.41	2.16	1.06	1.88	0.94	0.73	0.82	1.49	1.39
1959	0.17	0.13	1	0.33	0.92	0.36	0.36	0.33	1.64	0.67
1960	0.35	0.39	1.96	0.97	1.31	0.76	0.7	0.82	2.81	1.19
1961	0.42	0.38	1.68	0.7	1.43	0.89	0.68	0.7	2.05	1.39
1962	0.41	0.48	1.83	0.91	1.55	1	0.8	0.73	1.88	1.42
1963	0.47	0.42	1.77	1.11	1.82	1.15	1.01	0.92	2.01	1.53
1964	0.45	0.43	1.95	1.36	1.91	1.09	1.14	1.07	2.63	1.32
1965	0.56	0.57	1.92	1.07	1.58	1.06	0.99	0.81	1.94	1.1
1966	0.3	0.34	1.41	0.66	1.18	0.7	0.82	0.54	1.99	0.85
1967	0.39	0.5	2.36	1.24	1.63	0.95	1.16	0.95	1.75	1.48
1968	0.51	0.66	1.93	1.37	1.64	1.39	1.34	1.09	1.9	1.64
1969	0.49	0.63	1.15	0.43	0.93	0.96	0.69	0.87	0.65	1.12
1970	0.67	0.77	1.25	0.63	1.21	1.28	1.29	1.02	1.6	1.22
1971	0.88	0.9	2.09	1.06	1.25	1.27	1.45	1.2	2.76	1.14
1972	1.03	1.02	1.61	0.93	1.4	1.59	1.15	1.24	1.69	1.35
1973	1.11	1.14	1.97	1.03	1.77	1.78	1.6	1.33	2.08	1.41
1974	0.96	0.98	1.72	0.9	1.42	1.36	1.41	1.21	1.77	1.56
1975	0.96	0.98	1.61	0.96	1.39	1.11	1.44	1.09	1.8	1.33
1976	0.63	0.69	1.7	1.36	1.52	1.22	1.23	0.96	1.81	1.03
1977	0.86	0.76	1.78	1.21	1.92	1.5	1.4	1.14	1.68	1.34
1978	0.5	0.6	1.32	0.11	1.72	1.17	1.05	1.23	1.8	1.42
1979	0.82	0.93	1.83	0.95	1.47	1.08	1.31	1.25	1.42	1.4
1980	1.02	1	2.47	1.58	2.54	1.51	1.72	1.35	2.08	1.78
1981	0.98	1.01	2.33	1.36	2.51	1.88	1.75	1.42	1.96	1.8
1982	1.01	1.18	1.12	0.84	1.67	1.31	1.25	1.21	1.33	1.61
1983	0.89	1.06	1.66	1.1	1.84	1.6	1.46	1.25	1.79	1.85
1984	0.94	1.27	1.43	1.1	1.75	1.35	1.37	1.09	1.65	2.06
1985	1.05	1.38	1.6	0.86	1.34	0.97	1.14	1.12	1.26	1.77
1986	0.63	1.01	1.43	0.88	1.53	1.02	1.01	1.18	1.28	1.35
1987	0.93	1.24	1.84	1.31	1.95	1.45	1.47	1.12	1.65	1.64
1988	1.13	1.34	2	1.61	1.69	1.3	1.53	1.37	1.9	1.78
1989	1.31	1.23	1.15	0.77	1.77	1.18	1.5	1.34	2.05	1.55
1990	1.03	1.11	1.38	1.3	1.59	0.99	1.55	1.31	2.39	1.9
1991	0.94	0.81	1.05	1.22	1.07	1.18	1.58	1.31	2.2	1.71
1992	1.07	0.96	1.55	1.38	1.84	1.39	1.59	1.21	2.23	2.06
