# Lamarche - St. Helens - PHAS - ITRDB AUSL019
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3851
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3851.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl019-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ausl019-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl019.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ausl019.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Lamarche - St. Helens - PHAS - ITRDB AUSL019
#--------------------
# Investigators
#   Investigators: Lamarche, V.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: St. Helens
#   Location: Tasmania
#   Northernmost_Latitude: -41.18
#   Southernmost_Latitude: -41.18
#   Easternmost_Longitude: 148.0
#   Westernmost_Longitude: 148.0
#   Elevation_m: 750
#--------------------
# Data_Collection
#   Collection_Name: AUSL019
#   First_Year: 1507
#   Last_Year: 1974
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Phyllocladus aspleniifolius (Labill.) Hook. f.
#   Common_Name: celery top pine
#   Tree_Species_Code: PHAS
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SHT062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT093_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT093; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT411_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT411; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT421_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT421; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT431_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT431; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SHT062_raw	SHT072_raw	SHT082_raw	SHT093_raw	SHT132_raw	SHT411_raw	SHT421_raw	SHT431_raw
1804	0.68	1.09	1.09	0.84	0.44	0.55	0.46	0.56
1805	0.43	0.49	0.62	0.67	0.07	0.41	0.26	0.24
1806	0.61	1.06	1.16	0.71	0.16	0.49	0.31	0.62
1807	0.49	0.74	0.63	0.99	0.08	0.45	0.25	0.36
1808	0.28	0.61	1.04	0.58	0.06	0.34	0.24	0.59
1809	0.57	0.97	1.01	0.96	0.22	0.63	0.4	0.38
1810	0.36	0.62	0.91	0.75	0.1	0.57	0.33	0.59
1811	0.38	0.71	0.72	0.64	0.07	0.52	0.31	0.33
1812	0.27	0.63	0.88	0.82	0.23	0.71	0.31	0.53
1813	0.43	0.73	0.82	0.92	0.34	0.7	0.3	0.53
1814	0.09	0.34	0.5	0.3	0.03	0.32	0.11	0.08
1815	0.43	0.34	0.72	0.45	0.22	0.52	0.32	0.34
1816	0.11	0.36	0.45	0.1	0	0.28	0.2	0.19
1817	0.47	0.89	1	0.51	0.23	0.52	0.56	0.6
1818	0.34	0.62	1.07	0.34	0.11	0.49	0.38	0.35
1819	0.19	0.43	1.04	0.35	0.06	0.39	0.57	0.65
1820	0.51	0.79	1.63	0.52	0.3	0.75	0.58	0.4
1821	0.41	0.75	1.11	0.33	0.14	0.61	0.28	0.41
1822	0.35	0.69	0.94	0.41	0.25	0.47	0.48	0.32
1823	0.35	1.18	0.96	0.83	0.14	0.6	0.26	0.48
1824	0.41	1.27	1.19	1.25	0.74	0.75	0.5	0.52
1825	0.29	0.83	0.56	0.42	0.16	0.44	0.19	0.32
1826	0.39	1.14	0.57	0.77	0.45	0.55	0.39	0.52
1827	0.37	0.84	0.45	0.88	0.3	0.47	0.38	0.22
1828	0.2	0.75	0.49	0.74	0.19	0.34	0.34	0.29
1829	0.31	0.84	0.47	0.9	0.17	0.53	0.3	0.21
1830	0.26	0.88	0.72	0.82	0.15	0.59	0.43	0.43
1831	0.3	0.77	0.63	0.83	0.2	0.66	0.36	0.4
1832	0.21	0.55	0.52	0.58	0.11	0.4	0.22	0.31
1833	0.33	0.68	0.6	0.82	0.27	0.53	0.44	0.38
1834	0.05	0.36	0.36	0.35	0.04	0.3	0.11	0.24
1835	0.16	0.2	0.41	0.42	0.12	0.39	0.38	0.31
1836	0.22	0.33	0.4	0.4	0.12	0.46	0.41	0.42
1837	0.15	0.25	0.33	0.5	0.18	0.36	0.49	0.33
1838	0.2	0.41	0.28	0.11	0	0.35	0.18	0.4
1839	0.31	0.3	0.61	0.49	0.63	0.52	0.43	0.45
1840	0.14	0.24	0.35	0.35	0.24	0.32	0.21	0.41
1841	0.29	0.3	0.55	0.21	0.5	0.44	0.26	0.42
1842	0.39	0.46	0.58	0.58	0.78	0.5	0.32	0.51
1843	0.12	0.06	0.33	0.27	0.21	0.28	0.1	0.32
1844	0.35	0.16	0.46	0.48	0.64	0.37	0.21	0.5
1845	0.13	0.03	0.28	0.15	0.19	0.25	0.12	0.21
1846	0.2	0.18	0.38	0.34	0.32	0.32	0.27	0.43
1847	0.05	0	0.12	0.04	0.05	0.12	0.07	0.23
1848	0.26	0	0.34	0.24	0.39	0.27	0.16	0.44
1849	0.34	0.2	0.37	0.37	0.73	0.45	0.21	0.41
1850	0.13	0.04	0.27	0.14	0.23	0.24	0.16	0.24
1851	0.32	0.24	0.58	0.38	0.74	0.43	0.33	0.51
1852	0.21	0.14	0.34	0.19	0.46	0.36	0.19	0.27
1853	0.31	0.29	0.44	0.28	1.03	0.51	0.34	0.54
1854	0.11	0.05	0.23	0.07	0.47	0.2	0.16	0.27
1855	0.25	0.02	0.46	0.26	0.88	0.26	0.22	0.57
1856	0.26	0.15	0.48	0.17	0.53	0.5	0.22	0.34
1857	0.37	0.2	0.65	0.25	0.97	0.53	0.38	0.53
1858	0.13	0.05	0.3	0.07	0.3	0.3	0.22	0.32
1859	0.33	0.31	0.54	0.31	0.53	0.47	0.36	0.56
1860	0.11	0.04	0.3	0.09	0.12	0.3	0.26	0.24
1861	0.38	0.27	0.71	0.4	0.47	0.52	0.46	0.65
1862	0.24	0.11	0.49	0.36	0.34	0.58	0.41	0.49
1863	0.3	0.09	0.53	0.3	0.4	0.41	0.72	0.57
1864	0.31	0.21	0.53	0.26	0.55	0.5	1.04	0.43
1865	0.13	0.09	0.34	0	0.26	0.52	0.64	0.48
1866	0.14	0.04	0.37	0.15	0.18	0.38	0.6	0.41
1867	0.25	0.34	0.67	0.39	0.39	0.52	0.76	0.74
1868	0.42	0.17	0.49	0.26	0.19	0.74	0.82	0.45
1869	0.15	0.03	0.28	0.06	0.17	0.59	0.44	0.32
1870	0.35	0.18	0.74	0.16	0.09	0.95	0.65	0.42
1871	0.63	0.36	0.77	0.17	0.36	1.01	0.79	0.44
1872	0.19	0.02	0.22	0	0.06	0.74	0.29	0.29
1873	0.3	0.03	0.48	0.23	0	0.6	0.26	0.54
1874	0.43	0.17	0.38	0.21	0	0.72	0.32	0.38
1875	0.44	0.28	0.47	0.44	0	0.82	0.43	0.44
1876	0.56	0.18	0.43	0.13	0.23	0.83	0.57	0.22
1877	0.68	0.4	0.53	0.47	0.21	1.01	0.45	0.55
1878	0.56	0.17	0.41	0.27	0.34	0.76	0.36	0.28
1879	0.59	0.01	0.62	0.41	0.52	0.89	0.53	0.39
1880	0.31	0.06	0.37	0.23	0.42	0.69	0.32	0.16
1881	0.29	0.12	0.6	0.49	0.4	0.31	0.39	0.38
1882	0.23	0.05	0.29	0.34	0.23	0.17	0.26	0.13
1883	0.25	0.18	0.5	0.52	0.22	0.42	0.5	0.32
1884	0.39	0.38	0.55	0.63	0.49	0.65	0.72	0.33
1885	0.22	0.15	0.25	0.26	0.22	0.54	0.37	0.27
1886	0.46	0.17	0.56	0.43	0.41	0.61	0.81	0.27
1887	0.31	0.2	0.28	0.11	0.39	0.51	0.38	0.28
1888	0.46	0.32	0.6	0.41	0.49	0.59	0.96	0.43
1889	0.31	0.05	0.31	0.11	0.24	0.34	0.39	0.31
1890	0.51	0.2	0.66	0.36	0.63	0.61	0.62	0.41
1891	0.44	0.16	0.49	0.32	0.95	0.64	0.63	0.37
1892	0.27	0	0.4	0.06	0.3	0.42	0.34	0.16
1893	0.45	0.28	0.62	0.27	0.7	0.56	0.63	0.32
1894	0.35	0.1	0.35	0.1	0.41	0.33	0.43	0.19
1895	0.43	0.47	0.75	0.41	0.75	0.72	0.67	0.4
1896	0.27	0.17	0.36	0.15	0.43	0.46	0.42	0.14
1897	0.43	0.22	0.57	0.35	0.57	0.51	0.65	0.32
1898	0.1	0.04	0.25	0.05	0.2	0.21	0.31	0.05
1899	0.29	0.23	0.58	0.18	0.69	0.29	0.7	0.25
1900	0.15	0.1	0.38	0.09	0.45	0.18	0.37	0.27
1901	0.31	0.25	0.59	0.32	0.76	0.35	0.54	0.28
1902	0.3	0.21	0.47	0.43	0.66	0.42	0.85	0.2
1903	0.23	0.17	0.38	0.07	0.58	0.2	0.44	0.34
1904	0.39	0.35	0.53	0.31	0.87	0.36	0.71	0.29
1905	0.2	0.13	0.24	0.09	0.31	0.31	0.4	0.17
1906	0.23	0.22	0.54	0.26	0.41	0.38	0.66	0.29
1907	0.25	0.28	0.44	0.37	0.38	0.49	0.7	0.35
1908	0.07	0.2	0.41	0.05	0.17	0.23	0.29	0.16
1909	0.26	0.45	0.5	0.22	0.45	0.46	0.5	0.34
1910	0.07	0.08	0.32	0.08	0.1	0.32	0.12	0.12
1911	0.33	0.28	0.61	0.26	0.47	0.57	0.56	0.37
1912	0.09	0.09	0.24	0.17	0.15	0.42	0.2	0.15
1913	0.28	0.41	0.44	0.35	0.33	0.61	0.67	0.37
1914	0.15	0.19	0.25	0.22	0.25	0.48	0.27	0.12
1915	0.48	0.12	0.56	0.5	0.57	0.67	0.56	0.41
1916	0.52	0.31	0.6	0.55	0.7	0.86	0.65	0.32
1917	0.37	0.09	0.34	0.2	0.51	0.5	0.35	0.17
1918	0.31	0.31	0.61	0.38	0.7	0.62	0.5	0.34
1919	0.37	0.33	0.59	0.62	0.81	0.79	0.62	0.31
1920	0.31	0.31	0.6	0.39	0.55	0.56	0.44	0.25
1921	0.37	0.23	0.59	0.53	0.67	0.76	1.21	0.29
1922	0.45	0.26	0.82	0.38	1.07	0.98	1.14	0.52
1923	0.51	0.14	0.74	0.51	0.92	0.83	0.66	0.26
1924	0.49	0.3	0.79	0.56	0.88	0.54	0.57	0.32
1925	0.34	0.21	0.83	0.45	0.78	0.6	0.53	0.27
1926	0.09	0.21	0.47	0.33	0.27	0.4	0.32	0.21
1927	0.18	0.31	0.72	0.5	0.49	0.78	1.05	0.42
1928	0.11	0.16	0.33	0.26	0.15	0.39	0.49	0.21
1929	0.38	0.24	0.81	0.57	0.42	0.82	0.84	0.47
1930	0.19	0.02	0.33	0.21	0.16	0.56	0.74	0.23
1931	0.35	0.37	0.89	0.56	0.55	0.81	0	0.56
1932	0.29	0.14	0.34	0.25	0.16	0.63	0.57	0.19
1933	0.43	0.51	0.86	0.47	0.66	1.02	0.33	0.73
1934	0.28	0.27	0.22	0.23	0.2	0.55	1.07	0.51
1935	0.2	0.25	0.4	0.41	0.21	0.64	0.42	0.4
1936	0.3	0.5	0.33	0.52	0.12	0.62	0.07	0.69
1937	0.48	0.61	0.56	0.72	0.41	0.75	0	0.52
1938	0.19	0.29	0.33	0.39	0.17	0.49	0.19	0.42
1939	0.17	0.27	0.57	0.4	0.27	0.57	0	0.46
1940	0.28	0.33	0.58	0.43	0.62	0.79	0.11	0.76
1941	0.34	0.39	0.52	0.4	1.03	0.92	0.37	0.32
1942	0.2	0.17	0.38	0.2	0.71	0.73	0.15	0.52
1943	0.31	0.26	0.51	0.42	0.7	0.99	0.54	0.29
1944	0.22	0.33	0.44	0.31	0.58	0.94	0.29	0.49
1945	0.26	0.3	0.44	0.52	0.61	0.96	0.72	0.37
1946	0.13	0.15	0.14	0.17	0.22	0.62	0.09	0.08
1947	0.1	0.05	0.39	0.35	0.33	0.66	0.49	0.23
1948	0.22	0.23	0.26	0.21	0.42	0.81	0.26	0.26
1949	0.19	0.14	0.29	0.38	0.54	0.79	0.55	0.11
1950	0.23	0.16	0.31	0.14	0.66	1.08	0.51	0.29
1951	0.18	0.15	0.08	0.19	0.28	0.88	0.48	0.23
1952	0.28	0.31	0.52	0.47	0.61	1	0.78	0.45
1953	0.26	0.26	0.24	0.22	0.33	0.7	0.27	0.28
1954	0.25	0.45	0.59	0.33	0.37	1.04	0.85	0.39
1955	0.24	0.23	0.26	0.21	0.34	1	0.27	0.16
1956	0.34	0.27	0.66	0.21	0.52	0.94	0.55	0.39
1957	0.47	0.47	0.84	0.38	1	1.18	0.54	0.32
1958	0.32	0.14	0.3	0.15	0.34	0.68	0.17	0.12
1959	0.31	0	0.38	0.25	0.35	0.67	0.25	0.26
1960	0.29	0.13	0.37	0.14	0.38	0.65	0.3	0.27
1961	0.33	0.26	0.36	0.19	0.81	0.82	0.62	0.21
1962	0.61	0.51	0.68	0.29	1.32	1.23	0.87	0.58
1963	0.94	0.73	0.71	0.25	1.36	1.25	0.75	0.62
1964	0.77	0.4	0.56	0.16	1.18	0.92	0.43	0.39
1965	0.79	0.86	0.77	0.34	1.43	1.02	0.76	0.86
1966	0.55	0.27	0.41	0.16	0.65	0.89	0.2	0.5
1967	0.7	0.39	0.89	0.39	1.04	0.85	0.55	0.61
1968	0.76	0.39	0.56	0.36	0.77	0.96	0.36	0.58
1969	1.04	0.46	0.81	0.48	0.83	1.01	0.77	0.59
1970	1.06	0.24	0.74	0.56	0.74	0.85	0.4	0.51
1971	0.87	0.29	0.7	0.52	0.3	0.48	0.41	0.51
1972	0.95	0.55	1.21	1.13	0.55	0.66	0.56	0.62
1973	1.04	0.42	1.14	1.37	0.21	0.68	0.33	0.68
1974	0.84	0.64	1.06	1.24	0.45	0.6	0.66	0.53
