# Ahmed - Mt. William - AGAU - ITRDB NEWZ090
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/8488
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-8488.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES 2k Network, PAGES Australasia 2k
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz090-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz090-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz090.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz090.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-02-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-02-10
#--------------------
# Title
#   Study_Name: Ahmed - Mt. William - AGAU - ITRDB NEWZ090
#--------------------
# Investigators
#   Investigators: Ahmed, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mt. William
#   Location: New Zealand
#   Northernmost_Latitude: -37.22
#   Southernmost_Latitude: -37.22
#   Easternmost_Longitude: 175.03
#   Westernmost_Longitude: 175.03
#   Elevation_m: 375
#--------------------
# Data_Collection
#   Collection_Name: NEWZ090
#   First_Year: 1580
#   Last_Year: 1981
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Agathis australis (D. Don) Loudon
#   Common_Name: kauri pine
#   Tree_Species_Code: AGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWL0511_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWL0511; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWL0513_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWL0513; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWL0521_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWL0521; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWL0522_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWL0522; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWL0523_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWL0523; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWL0571_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWL0571; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWL0572_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWL0572; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWL0631_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWL0631; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWL0691_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWL0691; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWL0692_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWL0692; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWL0701_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWL0701; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWL0511_raw	MWL0513_raw	MWL0521_raw	MWL0522_raw	MWL0523_raw	MWL0571_raw	MWL0572_raw	MWL0631_raw	MWL0691_raw	MWL0692_raw	MWL0701_raw
1792	0.64	0.98	0.72	1.1	0.65	0.56	0.55	0.35	1.01	0.64	0.89
1793	1.47	1.69	1.1	1.51	0.99	0.93	1.37	0.73	1.2	0.92	1.37
1794	1.51	2.25	0.76	1.22	0.78	1.06	1.29	1.51	1.21	0.47	1.22
1795	1.32	2.37	0.84	1.14	0.79	0.21	0.42	1.12	1.41	0.59	0.5
1796	1.41	2.4	0.95	1.73	1.1	1.24	1.3	1.46	1.61	0.82	1.35
1797	2.53	2.78	0.92	1.6	1.25	1.44	1.67	1.98	1.64	0.65	1.55
1798	2.68	2.25	0.86	1.16	1.18	0.96	1.29	1.1	2.09	0.77	1.18
1799	2.72	2.31	0.92	1.56	1.36	1.82	1.48	1.88	1.88	0.7	1.41
1800	1.75	1.82	0.6	1.42	1.07	1.75	1.64	1.19	1.58	0.49	1.1
1801	1.46	1.38	0.29	1.28	0.75	1.12	0.78	0.83	1.24	0.23	0.48
1802	1.17	0.92	0.39	0.83	0.64	1.22	1.17	1.5	0.77	0.36	0.72
1803	1.45	2.05	0.45	0.92	0.79	1.02	0.79	1.52	1.12	0.35	0.4
1804	1.57	2.34	0.59	1.21	1.08	1.15	1.03	1.65	1.43	0.6	0.6
1805	1.31	1.82	0.39	1.31	1.02	0.31	0.23	0.73	1.3	0.24	0.14
1806	1.71	2.16	0.52	1.26	1.03	2.26	2.11	1.6	1.75	0.45	1.57
1807	1.73	2.26	0.6	1.42	1.48	2.29	1.93	1.49	1.78	0.48	1.7
1808	1.22	2.05	0.4	1.13	0.99	2.3	1.93	1.16	1.01	0.2	2.17
1809	1.68	2.25	0.52	1.43	1.17	2.58	2.43	1.46	0.99	0.39	1.76
1810	1.53	1.73	0.65	1.57	1.16	1.94	1.72	0.91	0.86	0.47	1.86
1811	2.16	1.96	0.67	1.61	1.04	2.56	2.2	1.13	1.04	0.53	2.64
1812	2.25	1.75	0.7	1.39	0.87	1.92	1.72	1.2	0.84	0.44	3.21
1813	1.72	0.91	1.1	1.47	1.28	1.29	1.5	1.24	1.01	0.87	2.1
1814	1.73	0.88	1.04	1.84	1.52	2.43	1.45	0.81	1.11	0.83	1.85
1815	2.07	1.4	1.38	1.74	1.61	2.03	1.25	1.55	1.32	1.15	1.66
1816	2.41	1.53	1.32	2.15	1.66	1.66	1.83	1.37	1.17	1.04	2.21
1817	2.38	1.49	1.37	2.23	1.95	2.02	1.03	1.34	1.55	1.09	1.56
1818	2.55	1.44	1.28	2.06	2.01	1.58	1.37	1.29	1.51	1.17	1.58
1819	2.61	1.58	0.73	1.51	1.52	1.42	0.36	1.18	1.05	0.44	0.64
1820	1.97	1.53	0.82	1.44	1.73	1.48	0.99	2.28	1.33	0.76	1.04
1821	1.69	1.47	0.76	1.7	1.35	1.33	0.94	1.4	1.19	0.74	1.3
1822	1.37	1.26	0.78	1.4	1.17	1.33	1.28	1.53	1	0.67	1.23
1823	1.44	1.48	0.75	1.46	1.15	1.06	1.1	1.06	0.92	0.75	1.07
1824	1.56	1.25	0.8	1.49	1.22	1.09	1.24	1.22	1.21	0.79	1.28
1825	1.87	1.3	0.7	1.48	1.06	0.48	0.83	1.08	1.12	0.54	0.78
1826	1.24	1.02	0.58	1.1	0.78	0.94	1.21	1.49	0.9	0.36	1.13
1827	2.2	1.54	0.73	1.63	1.04	1.39	1.83	1.75	0.88	0.71	1.63
1828	2.18	1.29	0.95	1.99	1.06	0.93	1.25	1.82	1.07	0.77	1.43
1829	2.04	1.42	0.97	1.9	0.88	1.43	1.91	1.48	0.82	1.01	1.74
1830	1.89	1.1	0.54	1.02	0.44	0.84	1.11	1.54	0.57	0.29	0.87
1831	2.05	1.58	1.24	1.98	0.64	1.46	2.03	2.14	0.82	1.4	1.86
1832	1.86	1.24	0.8	1.56	0.56	0.81	1.18	1.3	0.68	0.72	1.33
1833	1.85	1.33	0.82	1.51	0.54	1.1	1.3	1.18	0.68	0.7	1.82
1834	1.53	1.4	0.96	2.85	0.65	0.98	1.08	1.43	0.85	1.01	1.5
1835	1.24	1.1	0.58	2.03	0.4	0.56	0.68	0.68	0.68	0.48	1.22
1836	1.89	1.75	0.91	3.09	0.76	1.04	1.61	1.19	0.54	0.96	2.14
1837	1.74	1.35	0.64	3.14	0.62	0.55	1.2	1.69	0.93	0.67	1.77
1838	2.35	1.58	0.96	3.27	0.81	1.37	1.78	1.82	1.21	1.05	2.27
1839	2	0.87	0.66	3	0.57	0.63	1.17	0.69	0.69	0.65	1.22
1840	2.82	1.37	0.93	1.71	1.32	1.01	1.84	1.39	1.19	1.09	1.82
1841	2.3	1.69	1.41	1.7	1.34	1.12	2.39	1.34	1.44	1.61	2.38
1842	1.94	1.4	1.17	1.16	0.69	0.52	1.4	1.19	1.2	1.12	1.31
1843	2.79	1.85	1.56	1.49	1.34	1.51	1.91	1.5	1.99	1.67	2.04
1844	2.49	1.73	1.35	1.19	1.4	1.19	1.87	1.41	1.33	1.25	1.89
1845	2.73	2.05	1.35	1.52	1.92	1.68	1.95	1.81	2.01	1.34	2.33
1846	1.49	1.05	0.7	1.06	1.07	0.92	0.79	0.92	0.92	0.75	1.12
1847	1.84	2.28	1	0.96	1.96	1.9	1.56	1.24	1.58	1	2.29
1848	1.79	2.11	0.7	0.86	1.25	2.36	2.37	1.1	1.15	0.73	2.65
1849	1.09	2.12	0.66	0.85	1.14	1.75	2.42	0.97	0.8	0.66	2.15
1850	1.67	2.78	0.8	1.1	2.09	2.54	3.1	1.47	1.49	0.98	2.97
1851	2.01	3.26	0.84	0.99	1.82	2.27	3.21	0.96	1.34	0.91	2.96
1852	2.23	3.91	1.56	1.18	2.54	2.1	2.99	2.02	2.21	1.58	2.92
1853	1.82	3.32	1.22	1.08	1.99	2.33	2.99	1.18	1.65	1.15	3.22
1854	1.59	2.52	1.01	0.94	1.57	1.54	2.23	1.3	1.32	0.89	2.49
1855	2.03	2.72	1.31	1.21	1.6	1.93	2.42	1.58	1.98	1.24	2.64
1856	2.08	2.09	1.35	1.22	1.44	1.01	1.73	1.22	1.66	1.14	1.71
1857	1.87	2.37	1.31	1.41	1.48	1.68	2.6	1.96	1.63	1.22	2.25
1858	2.49	1.99	1.41	1.3	1.34	1.01	2.75	1.47	1.39	1.21	3.03
1859	2.35	2	1.07	1.14	1.14	1.19	2.36	0.87	1.27	0.96	1.85
1860	1.77	1.3	0.92	1.1	0.83	0.67	1	0.6	1.01	0.87	0.92
1861	1.81	1.87	0.54	0.98	0.65	1.03	1.67	0.41	0.91	0.72	1.3
1862	2.33	1.42	0.98	1.11	0.86	0.54	1.13	0.75	1	0.93	1.3
1863	2.32	1.59	1.06	0.93	0.87	0.84	1.3	0.6	0.84	0.91	1.28
1864	2.87	1.59	1.3	1.4	1.06	0.85	1.39	0.79	1.14	1.19	1.29
1865	2.3	1.53	0.99	1.19	0.72	0.66	1.1	0.63	0.97	0.88	1.11
1866	2.54	1.67	0.96	1.44	0.9	0.91	1.18	0.55	1.1	1.02	1.44
1867	1.79	1.64	0.73	1.18	0.6	0.77	0.95	0.83	0.98	0.72	1.75
1868	1.4	1.52	0.9	1.67	0.82	0.99	1.56	0.87	1.1	0.77	1.89
1869	1.09	1.15	0.62	1.2	0.66	0.3	0.69	0.7	0.98	0.68	1.21
1870	1.16	1.75	0.56	0.99	0.66	0.83	1.04	0.63	0.71	0.55	1.75
1871	0.87	1.42	0.69	1.31	0.74	0.74	1.07	0.49	0.75	0.64	1.6
1872	2.85	2.27	0.39	0.79	0.45	0.22	0.56	0.78	0.49	0.27	0.72
1873	0.84	1.42	0.54	1	0.56	0.61	1.18	0.7	0.57	0.48	1.04
1874	1.15	2.09	0.58	1.1	0.6	0.61	1.41	0.73	0.55	0.61	1.31
1875	0.86	0.98	0.66	1.23	0.58	0.63	0.82	0.55	0.72	0.61	1.07
1876	0.63	1.01	0.49	1.28	0.64	1.12	1.85	0.39	0.57	0.49	1.98
1877	1.18	1.47	0.62	1.52	0.72	0.78	1.55	1.81	0.78	0.57	1.88
1878	1.24	0.99	0.63	1.46	0.73	0.34	0.48	0.95	0.61	0.6	0.97
1879	1.83	1.68	0.63	1.51	0.71	0.55	1.52	1.91	0.83	0.55	1.6
1880	0.64	1.92	0.74	1.72	0.85	0.45	1.51	1.97	0.86	0.66	1.67
1881	1.06	3	0.82	1.95	0.93	0.68	1.76	2.02	1.01	0.8	2.14
1882	1.26	1.43	0.8	1.1	1.02	0.37	1.39	1.47	0.93	0.7	1.13
1883	1.52	2.25	0.72	1.33	0.76	0.51	1.91	1.76	0.74	0.78	2.05
1884	1.03	2.08	0.83	2.34	1.65	0.45	1.54	3.53	1.59	0.78	1.24
1885	0.92	2.39	0.68	1.71	1.05	0.3	1.38	2.93	0.97	1.05	0.98
1886	0.7	1.3	0.55	1.08	0.79	0.19	0.43	1.05	0.68	0.69	0.44
1887	1.02	1.86	0.5	1.06	0.66	0.39	0.77	0.67	0.58	0.58	0.7
1888	0.67	1.39	0.62	1.44	0.97	0.27	0.54	0.98	0.98	0.64	0.65
1889	1.13	1.65	0.35	0.99	0.62	0.33	0.84	1.48	0.68	0.31	0.98
1890	0.99	0.5	0.52	1.47	0.64	0.19	0.32	2.94	0.59	0.54	0.2
1891	1.26	1.34	0.63	1.41	0.87	0.91	2.13	3.12	0.75	0.6	1.38
1892	0.73	2.37	0.78	1.18	0.66	0.51	1.18	3.28	0.65	0.87	1.2
1893	0.9	4.21	0.58	1.56	0.97	1.23	2.68	4.3	0.91	0.67	2.32
1894	0.76	3.29	0.4	1.54	1.14	0.7	0.75	2.53	0.87	0.56	0.9
1895	0.81	2.86	0.6	1.48	1.01	0.89	1.04	2.12	1	0.65	1.54
1896	0.9	2.25	0.49	1.56	1.44	1.05	1.77	3.03	0.89	0.59	1.22
1897	1.03	1.38	0.34	1.25	1.42	0.82	0.93	3.16	0.88	0.58	0.96
1898	1.71	1.36	0.62	1.19	2.99	0.68	0.71	2.9	1.86	0.79	0.82
1899	1.06	0.9	0.51	1.37	1.28	0.94	1.57	1.63	1.08	0.45	1.46
1900	1.33	0.81	0.88	1.24	1.31	1.05	1.56	1.87	0.93	0.67	2.02
1901	NA	0.62	0.52	1.43	1.17	0.78	0.87	1.37	1.04	0.7	1.21
1902	NA	1.24	0.45	1.58	1.55	1.02	1.19	2	2.17	0.54	1.35
1903	NA	0.39	0.3	1.02	0.92	0.59	0.53	2.22	1.03	0.31	0.63
1904	NA	0.92	0.46	1.71	1.29	1.46	1.99	3.22	1.5	0.48	1.94
1905	NA	0.87	0.76	2.29	1.66	1.14	1.33	2.1	2.23	0.5	1.3
1906	NA	0.67	0.65	1.74	1.17	1.17	1.17	2.16	1.21	0.56	1.13
1907	NA	0.6	0.36	1.07	0.78	0.71	0.47	0.61	0.84	0.32	0.69
1908	NA	0.29	0.21	0.59	0.54	0.52	0.17	0.81	0.51	0.21	0.25
1909	NA	0.6	0.54	0.84	0.87	0.74	1.08	0.99	0.77	0.52	0.86
1910	NA	0.33	0.39	0.76	0.79	0.72	1.25	0.89	0.55	0.39	0.77
1911	NA	0.83	0.68	1.4	1.23	1.03	1.49	2.27	1.1	0.57	1.5
1912	NA	0.18	0.42	1.23	1.03	0.43	0.7	1.12	1	0.4	0.72
1913	NA	0.8	0.73	1.91	2.04	1.43	2.43	3.27	1.9	0.74	1.68
1914	NA	0.58	0.4	1.52	1.84	1.16	1.27	1.86	1.61	0.38	1.52
1915	NA	0	0.27	1.03	0.76	0.41	0.25	1.65	0.74	0.11	0.53
1916	NA	0.54	0.42	0.85	0.65	0.54	1.24	1.62	0.53	0.45	2.27
1917	NA	0.42	0.51	1.07	0.89	0.95	2.03	3.16	0.77	0.58	1.51
1918	NA	0.56	0.81	1.77	1.25	1.14	2.12	2.74	0.59	0.71	1.71
1919	NA	0.74	0.66	2.74	1.89	1.47	2.11	2.76	1.13	0.86	2.21
1920	NA	0.58	0.73	1.23	0.89	0.79	0.71	1.61	0.98	0.57	1.26
1921	NA	0.37	0.53	1.33	1.19	1.03	1.76	0.81	0.91	0.45	1.29
1922	NA	0.58	0.44	0.9	0.85	0.48	0.59	0.94	0.78	0.31	0.7
1923	NA	0.36	0.59	0.94	0.73	1.08	0.96	0.94	0.64	0.42	1.07
1924	NA	0.7	0.37	0.62	0.64	0.49	0.71	1.37	0.8	0.36	0.69
1925	NA	0.64	0.8	1.25	1.06	1.22	1.96	1.34	0.84	0.68	2.35
1926	NA	0.48	0.56	1.09	0.93	0.72	0.54	0.65	0.99	0.5	0.45
1927	NA	0.56	0.66	0.92	0.94	1.53	2.54	1.45	1	0.64	1.9
1928	NA	0.22	0.53	0.72	0.67	0.62	1.67	0.52	0.54	0.46	0.5
1929	NA	0.4	0.66	0.94	0.84	1.56	1.89	0.88	0.87	0.65	1.31
1930	NA	0.59	0.97	1.23	1.06	1.08	1.88	0.98	0.89	0.77	1.55
1931	NA	0.56	1.07	1.55	2.13	1.66	1.69	1.39	1.41	0.89	1.87
1932	NA	0.62	0.83	1.1	0.99	0.71	0.49	1.97	0.67	0.57	0.26
1933	NA	0.49	0.75	1.1	1.16	1.28	1.52	2.32	0.89	0.73	0.93
1934	NA	0.31	0.69	0.87	0.75	0.89	0.9	1.68	0.66	0.7	0.7
1935	NA	0.21	0.45	0.66	0.41	0.56	0.69	0.24	0.27	0.43	0.35
1936	NA	0.51	0.81	1.03	1.08	0.61	0.85	1.01	0.82	0.77	0.47
1937	NA	0.26	0.89	1.27	1.11	0.75	0.93	0.89	0.72	0.93	0.39
1938	NA	0.65	0.48	1.01	0.54	0.65	1.59	0.74	0.56	0.57	1.08
1939	NA	0.36	1.41	2.45	2.45	1.15	0.55	0.52	1.43	1.03	0.63
1940	NA	0.97	0.9	1.95	1.45	1.38	2.63	0.92	0.86	0.66	1.33
1941	NA	0.52	0.81	1.13	0.9	1.07	0.98	0.44	0.68	0.54	0.9
1942	NA	0.72	0.68	1.29	1.09	1.49	2.16	0.63	0.96	0.71	0.84
1943	NA	0.49	0.65	1.09	0.74	0.61	0.83	1.07	0.56	0.5	0.42
1944	NA	0.76	0.5	0.76	0.65	0.97	1.63	0.9	0.66	0.51	1.03
1945	NA	0.5	0.6	1.02	0.74	0.47	2.39	0.93	0.62	0.55	0.45
1946	NA	0.31	0.58	0.63	0.49	1.64	2.34	0.13	0.39	0.43	1.16
1947	NA	0.75	0.65	0.96	0.73	1.62	2.48	1.21	0.92	0.63	0.79
1948	NA	0.47	0.53	1.03	0.63	1.03	0.76	0.63	0.45	0.45	0.52
1949	NA	0.78	0.64	1.64	0.87	1.75	2.67	1.4	0.74	0.66	1.09
1950	NA	0.72	0.57	1.1	0.84	1.61	1	0.47	0.46	0.44	0.41
1951	NA	0.6	0.53	1.08	0.87	2.12	1.97	0.63	0.76	0.56	NA
1952	NA	0.26	0.39	0.72	0.58	0.52	1.01	0.39	0.46	0.35	NA
1953	NA	0.22	0.31	0.8	0.46	1.67	2.24	0.23	0.49	0.44	NA
1954	NA	0.44	0.4	0.88	0.53	0.83	1.29	0.81	0.77	0.38	NA
1955	NA	0.55	0.32	0.88	0.46	1.2	1.74	0.7	0.6	0.42	NA
1956	NA	0.41	0.39	0.89	0.48	0.9	0.56	0.49	0.64	0.38	NA
1957	NA	0.75	0.4	1.14	0.62	1.8	1.66	0.68	0.92	0.52	NA
1958	NA	1.85	0.4	0.93	0.53	0.43	0.37	1.23	0.85	0.39	NA
1959	NA	1.91	0.26	0.88	0.56	1	1.42	2.77	0.87	0.25	NA
1960	NA	1.46	0.26	0.7	0.35	0.52	0.22	1.56	0.59	0.21	NA
1961	NA	2.38	0.46	0.97	0.86	1.73	1.3	2.25	0.98	0.45	NA
1962	NA	2.7	0.18	0.42	0.31	0.78	0.96	1.25	0.41	0.25	NA
1963	NA	3.02	0.57	1.12	0.99	2.19	3.24	3.09	1.21	0.58	NA
1964	NA	1.81	0.38	0.76	0.6	0.57	0.86	2.77	0.65	0.37	NA
1965	NA	1.36	0.35	0.57	0.4	0.65	1.21	1.91	0.51	0.41	NA
1966	NA	1.73	0.42	0.58	0.53	0.44	0.68	3.03	0.54	0.39	NA
1967	NA	1.69	0.27	0.64	0.3	0.57	0.47	2.93	0.34	0.37	NA
1968	NA	0.67	0.32	0.68	0.34	0.84	1.45	2.03	0.31	0.33	NA
1969	NA	0.95	0.46	0.78	0.49	0.77	0.58	1.91	0.55	0.58	NA
1970	NA	2.18	0.15	0.66	0.36	0.44	0.62	3.22	0.32	0.3	NA
1971	NA	2.89	0.41	0.81	0.35	0.91	0.42	3.32	0.62	0.46	NA
1972	NA	1.97	0.48	0.94	0.51	0.97	1.42	2.23	0.67	0.58	NA
1973	NA	1.79	0.36	0.92	0.36	0.5	0.87	1.02	0.44	0.42	NA
1974	NA	1.03	0.35	0.99	0.47	0.91	1.5	1.76	0.53	0.48	NA
1975	NA	1.93	0.35	0.64	0.35	0.33	0.26	3.31	0.36	0.4	NA
1976	NA	2.2	0.59	1.05	0.65	1.38	1.65	3.28	0.77	0.75	NA
1977	NA	1.45	0.58	0.96	0.51	0.98	0.97	3.05	0.46	0.79	NA
1978	NA	1.95	0.44	0.88	0.49	0.81	1.05	2.53	0.26	0.66	NA
1979	NA	0.77	0.57	0.72	0.36	0.34	0.53	1.04	0.36	0.58	NA
1980	NA	0.59	0.76	0.96	0.51	1.13	1.18	1.62	0.47	0.81	NA
1981	NA	NA	NA	NA	NA	NA	NA	NA	0.57	1.42	NA
