# Xiong - Stratford Side East Egmont - LIBI - ITRDB NEWZ071
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5374
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5374.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz071-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; newz071-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/newz071.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/newz071.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Xiong - Stratford Side East Egmont - LIBI - ITRDB NEWZ071
#--------------------
# Investigators
#   Investigators: Xiong, L.; Palmer, J.G.(https://orcid.org/0000-0002-6665-4483)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Stratford Side East Egmont
#   Location: New Zealand
#   Northernmost_Latitude: -39.32
#   Southernmost_Latitude: -39.32
#   Easternmost_Longitude: 174.12
#   Westernmost_Longitude: 174.12
#   Elevation_m: 860
#--------------------
# Data_Collection
#   Collection_Name: NEWZ071
#   First_Year: 1626
#   Last_Year: 1990
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Libocedrus bidwillii Hook. f.
#   Common_Name: New Zealand cedar
#   Tree_Species_Code: LIBI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## str1.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: str1.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## str1.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: str1.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STR2.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STR2.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STR3.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STR3.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STR3.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STR3.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STR4.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STR4.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STR4.3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STR4.3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STR5.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STR5.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STR5.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STR5.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STR6.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STR6.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STR7.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STR7.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	str1.1_raw	str1.2_raw	STR2.2_raw	STR3.1_raw	STR3.2_raw	STR4.2_raw	STR4.3_raw	STR5.1_raw	STR5.2_raw	STR6.1_raw	STR7.1_raw
1828	1.02	1.14	0.85	0.71	1.14	0.74	0.99	0.45	1.24	0.96	2.07
1829	1.2	1.07	0.83	0.64	1.07	0.6	0.85	0	1.15	0.71	1.89
1830	1.07	0.83	0.73	0.29	0.4	0.25	0.55	0	0.44	0.79	1.67
1831	1.17	1.04	0.94	0.28	0.44	0.59	0.83	0	0.75	0.77	2.08
1832	0.93	0.99	0.97	0.28	0.38	0.52	0.64	0.33	0.86	0.71	1.69
1833	0.9	0.77	0.78	0.31	0.3	0.67	0.82	0.48	1.18	0.52	1.32
1834	1.19	0.96	0.95	0.71	0.64	0.95	1.51	0.68	1.31	0.73	2.33
1835	0.95	0.92	1.14	0.66	0.75	1.07	1.34	0.54	1.59	0.48	2.13
1836	0.97	1.12	1.26	0.73	0.86	1.04	1.19	0.63	1.37	0.78	2.14
1837	0.97	1.04	1.34	0.89	1.12	1.08	1.3	1	1.62	0.92	2.24
1838	0.8	0.91	1.41	0.86	1.17	0.9	1.27	1.14	1.42	0.62	2.19
1839	0.79	0.98	1.22	0.93	1.25	0.58	1.22	1.12	1.27	0.66	2.4
1840	0.82	0.93	0.92	0.78	0.99	0.45	1.14	1.05	0.96	0.74	2.27
1841	1.28	1.21	1.41	1.13	1.24	0.64	1.3	1.26	1.46	0.93	2.74
1842	1.01	1.18	1.1	0.84	1.14	0.52	1.19	1.22	1.15	0.83	2.17
1843	0.83	1.05	0.88	0.78	1.2	0.84	1.3	1.07	1.29	0.91	2.11
1844	0.92	0.98	0.82	0.58	0.71	0.41	1.2	0.44	0.82	0.74	1.81
1845	0.99	1.01	1.06	0.78	0.82	0.96	1.13	0.6	0.8	0.96	1.91
1846	0.92	1.04	1.1	0.68	0.74	0.84	1.35	0.65	0.87	0.79	1.87
1847	0.78	0.65	0.84	0.66	0.83	0.97	1.28	0.68	0.62	0.87	1.69
1848	0.85	1.07	0.97	0.9	0.99	1.21	1.48	0.9	1.05	0.71	2.07
1849	0.81	1.03	1.07	0.81	0.77	0.63	1.22	0.72	0.79	0.67	2.06
1850	0.82	0.96	1.16	0.95	0.81	0.9	1.45	0.7	0.7	NA	2.19
1851	0.96	1.01	1.21	0.89	0.82	0.8	1.32	0.55	0.89	NA	2.28
1852	0.64	1.32	1.08	0.8	1.04	0.71	1.32	0.57	0.99	NA	1.88
1853	1.49	1.09	1.25	0.86	0.96	0.83	1.46	0.6	0.99	NA	1.55
1854	1.27	0.79	1.11	0.61	0.51	0.24	0.8	0.51	0.6	NA	1.42
1855	1.57	0.85	1.25	0.32	0.53	0.4	1.07	0.59	0.41	NA	1.88
1856	1.09	1.23	1.5	0.55	0.86	0.84	1.39	0.8	0.64	NA	2.24
1857	1.14	1.17	1.36	0.72	0.81	1.04	1.35	0.54	0.9	NA	1.54
1858	1.31	1.25	1.16	0.71	0.8	0.84	1.18	0.72	0.79	NA	1.95
1859	1.28	1.1	1.74	0.97	1.04	1.07	1.2	0.65	0.98	NA	2.12
1860	1.09	0.86	1.37	0.8	1.04	0.71	1.04	0.55	0.97	NA	1.85
1861	1.14	1.07	1.43	0.98	0.94	0.36	1.11	0.5	1.13	NA	1.84
1862	1.65	1.19	1.74	1.13	1.42	0.49	1.4	0.66	1.25	NA	2.5
1863	1.8	1.09	1.22	1.11	1.12	0.79	1.59	0.51	1.39	NA	2.25
1864	1.46	1.06	1.49	1.47	0.88	0.92	1.57	0.59	1.11	NA	2.47
1865	1.63	0.75	1.34	1.12	0.77	0.91	1.45	0.83	1.06	NA	2
1866	1.5	0.9	1.3	1.3	1.01	0.89	1.96	0.78	1.12	NA	2.12
1867	1.7	0.8	1.38	1.31	1.01	1.09	1.57	0.76	1.01	NA	2.36
1868	1.56	1.44	1.2	1.16	0.86	1.11	1.76	1.03	1.08	NA	2.13
1869	1.96	1.41	1.14	1.14	1.13	1.04	1.76	0.83	0.83	NA	2.28
1870	1.79	1.18	1.39	0.53	0.52	0.48	1.47	0.6	0.82	NA	2.13
1871	1.67	1.56	1.09	0.55	0.66	1.62	1.46	0.38	0.79	NA	2.22
1872	1.08	0.88	0.86	0.34	0.59	1.41	1.09	0.36	0.7	NA	2.03
1873	1.57	0.84	1.01	0.42	0.61	1.51	1.4	0.25	0.31	NA	2.36
1874	1.92	1	1.04	0.59	0.8	1.58	1.01	0.34	0.43	NA	2.22
1875	1.41	0.97	0.82	0.69	0.95	1.43	0.8	0.33	0.39	NA	1.4
1876	1.52	1.26	1.47	0.72	1.11	1.25	1.04	0.45	0.68	NA	2.38
1877	1.46	1.08	1.59	0.75	1.3	1.1	1.18	0.58	0.73	NA	2.05
1878	1.46	1.11	1.26	0.74	1.1	1.58	1.6	0.51	0.85	NA	2.01
1879	1.68	1.18	1.49	1.03	1.11	1.04	1.61	0.35	0.79	NA	3.08
1880	1.11	1.24	1.4	0.77	1.16	NA	1.44	0.35	0.92	NA	2.27
1881	1.05	1.23	1.75	0.99	1.29	NA	1.56	0.4	1.23	NA	2.21
1882	1.33	1.34	1.93	1.16	1.35	NA	1.74	0.39	1.48	NA	2.45
1883	0.8	0.82	1.03	0.51	0.54	NA	1.19	0.25	0.98	NA	1.11
1884	0.81	0.99	1.04	0.62	0.86	NA	0.96	0.25	1.27	NA	1.06
1885	1.35	1.25	1.04	0.68	1.27	NA	0.71	0.53	1.28	NA	2.28
1886	1.31	1.27	1.05	0.86	1.24	NA	1.05	0.37	1.12	NA	1.84
1887	0.79	0.9	1.73	0.75	0.83	NA	0.81	0.37	1.04	NA	1.31
1888	0.59	0.74	1.36	0.91	1.03	NA	1.12	0.44	1.14	NA	1.47
1889	0.75	1.04	1.15	0.64	0.95	NA	1.34	0.29	0.76	NA	1.79
1890	0.94	0.91	1.74	0.71	1.2	NA	1.3	0.32	1.23	NA	2.07
1891	1.07	1.04	1.5	0.72	1.52	NA	1.47	0.41	1.63	NA	2.44
1892	0.93	1	1.7	0.78	1.25	NA	1.03	0.6	1.56	NA	1.43
1893	0.85	1.1	1.24	0.98	1.73	NA	1.21	0.78	1.51	NA	1.59
1894	0.79	0.67	1.61	0.75	1.74	NA	1.34	0.61	1.54	NA	2.02
1895	0.79	0.74	0.97	0.89	1.53	NA	1.36	0.39	1.31	NA	1.97
1896	1.1	0.85	1.57	0.86	1.24	NA	0.89	0.32	1.03	NA	2.08
1897	0.87	0.89	1.81	1.16	1.14	NA	0.77	0.1	1.44	NA	1.37
1898	1.06	1.25	1.31	0.96	1.11	NA	0.5	0.28	1.54	NA	2.08
1899	1.28	1.26	1.24	0.79	1.01	NA	0.71	0.25	1.21	NA	1.71
1900	0.87	1	1.35	0.75	0.79	NA	0.53	0.17	1.03	NA	1.74
1901	0.71	0.93	1.34	0.81	0.81	NA	0.53	0.29	1.05	NA	1.37
1902	0.6	0.69	1.18	0.45	0.8	NA	0.31	0.36	0.73	NA	1.24
1903	0.52	0.61	0.98	0.5	0.71	NA	0.22	0.22	0.77	NA	1.13
1904	0.56	0.52	0.69	0.32	0.43	NA	0.23	0.13	0.75	NA	0.9
1905	0.38	0.41	0.81	0.37	0.49	NA	0.28	0.17	0.79	NA	0.92
1906	0.44	0.5	0.88	0.38	0.58	NA	0.34	0.19	0.9	NA	0.82
1907	0.39	0.62	0.36	0.36	0.39	NA	0.5	0.06	0.79	NA	0.71
1908	0.52	0.4	0.49	0.54	0.69	NA	1.08	0.04	0.96	NA	0.94
1909	0.39	0.45	0.54	0.3	0.6	NA	1.19	0.16	0.95	NA	1.02
1910	0.26	0.42	0.42	0.43	0.17	NA	0.9	0.14	0.32	NA	0.96
1911	0.35	0.44	1.04	0.49	0.42	NA	0.78	0.13	0.75	NA	0.97
1912	0.23	0.79	0.65	0.28	0.36	NA	0.65	0.16	0.43	NA	0.97
1913	0.22	0.45	0.63	0.45	0.27	NA	0.73	0.22	0.33	NA	1.09
1914	0.42	0.58	1.14	0.43	0.42	NA	0.61	0.23	0.5	NA	1.33
1915	0.72	0.84	1.19	0.56	0.4	NA	0.6	0.23	0.62	NA	1.95
1916	0.52	1.07	1.14	0.23	0.2	NA	0.55	0.12	0.34	NA	1.51
1917	0.81	0.88	1.4	0.25	0.31	NA	0.85	0.12	0.37	NA	1.77
1918	0.66	0.69	1	0.23	0.17	NA	0.9	0.22	0.45	NA	1.23
1919	0.95	0.61	0.92	0.41	0.2	NA	1.02	0.25	0.71	NA	1.27
1920	0.77	0.73	1.08	0.41	0.18	NA	0.81	0.13	0.55	NA	1.24
1921	0.69	0.98	0.97	0.33	0.27	NA	0.84	0.22	0.75	NA	1.35
1922	0.82	0.98	0.94	0.39	0.35	NA	0.79	0.16	0.75	NA	1.2
1923	0.78	1.15	1.14	0.52	0.4	NA	0.66	0.31	0.85	NA	1.5
1924	0.81	0.81	1.14	0.36	0.25	NA	0.14	0.12	0.41	NA	1.14
1925	0.56	0.69	1.13	0.26	0.23	NA	0.12	0.13	0.48	NA	0.99
1926	0.44	0.78	0.94	0.44	0.39	NA	0.26	0.18	0.94	NA	1.34
1927	0.52	0.69	1.03	0.45	0.25	NA	0.31	0.21	0.84	NA	1.16
1928	0.44	0.74	0.76	0.65	0.28	NA	0.89	0.19	0.63	NA	1.04
1929	0.57	0.66	0.75	0.43	0.29	NA	0.25	0.19	0.64	NA	1.17
1930	1.13	0.56	0.82	0.42	0.32	NA	0.26	0.19	0.58	NA	1.11
1931	1	0.81	1.08	0.67	0.29	NA	0.44	0.32	0.71	NA	1.47
1932	0.99	0.76	0.86	0.81	0.43	NA	0.59	0.39	0.84	NA	1.38
1933	1.41	0.77	1.14	0.61	0.39	NA	0.62	0.45	0.84	NA	1.34
1934	0.55	1.2	1.25	0.41	0.41	NA	0.87	0.43	0.92	NA	1.37
1935	0.99	0.5	0.52	0.37	0.19	NA	0.22	0.06	0.35	NA	0.79
1936	0.97	0.55	0.89	0.32	0.2	NA	0.67	0.09	0.75	NA	1.15
1937	1	0.76	0.66	0.22	0.2	NA	0.68	0.1	0.8	NA	1.2
1938	0.32	0.41	0.42	0.22	0.16	NA	0.88	0.09	0.69	NA	0.65
1939	0.25	0.39	0.42	0.15	0.17	NA	0.7	0.11	0.56	NA	0.71
1940	0.48	0.71	0.7	0.24	0.38	NA	0.88	0.17	0.91	NA	1.12
1941	0.43	0.87	0.6	0.42	0.68	NA	0.62	0.38	0.89	NA	1.51
1942	0.73	0.65	0.71	0.34	0.54	NA	0.97	0.41	1.08	NA	1.37
1943	0.63	0.69	0.49	0.64	0.81	NA	0.82	0.54	1.08	NA	1.11
1944	0.55	0.67	0.52	0.38	0.76	NA	0.82	0.45	1.13	NA	1.28
1945	0.53	0.52	0.72	0.33	0.75	NA	0.73	0.31	1.31	NA	1.59
1946	0.71	0.49	0.63	0.25	0.85	NA	0.55	0.18	0.78	NA	0.93
1947	0.55	0.26	0.9	0.3	0.8	NA	0.33	0.24	0.84	NA	0.96
1948	0.67	0.3	0.77	0.28	0.99	NA	0.31	0.2	0.58	NA	0.97
1949	0.61	0.37	0.68	0.38	0.99	NA	0.27	0.25	0.68	NA	0.8
1950	0.6	0.37	1.1	0.32	0.86	NA	0.35	0.4	0.91	NA	1.29
1951	0.73	0.25	1.24	0.26	1	NA	0.31	0.36	NA	NA	1.43
1952	0.74	0.39	1.25	0.26	0.99	NA	0.47	0.38	NA	NA	1.3
1953	0.41	0.27	1.53	0.08	0.37	NA	0.34	0	NA	NA	1.48
1954	0.38	0.37	0.84	0.02	0.18	NA	0.41	0.04	NA	NA	1.14
1955	0.38	0.29	0.91	0.1	NA	NA	0.25	0.05	NA	NA	1.4
1956	0.49	0.38	1.13	0.08	NA	NA	0.2	0.06	NA	NA	1.41
1957	NA	0.27	1.04	0.18	NA	NA	0.26	0.07	NA	NA	0.85
1958	NA	0.32	1.16	0.1	NA	NA	0.1	0.24	NA	NA	1.03
1959	NA	0.38	0.89	0.1	NA	NA	0.11	0.12	NA	NA	1.47
1960	NA	NA	0.88	NA	NA	NA	0.12	0.23	NA	NA	1.42
1961	NA	NA	1.11	NA	NA	NA	NA	0.18	NA	NA	1.56
1962	NA	NA	0.71	NA	NA	NA	NA	0.2	NA	NA	1.31
1963	NA	NA	0.9	NA	NA	NA	NA	0.42	NA	NA	1.3
1964	NA	NA	0.84	NA	NA	NA	NA	0.39	NA	NA	1.44
1965	NA	NA	0.78	NA	NA	NA	NA	0.27	NA	NA	1.41
1966	NA	NA	0.66	NA	NA	NA	NA	0.2	NA	NA	1.18
1967	NA	NA	0.75	NA	NA	NA	NA	0.28	NA	NA	1.25
1968	NA	NA	0.46	NA	NA	NA	NA	0.15	NA	NA	0.81
1969	NA	NA	0.51	NA	NA	NA	NA	0.24	NA	NA	0.83
1970	NA	NA	0.46	NA	NA	NA	NA	0.33	NA	NA	0.61
1971	NA	NA	0.43	NA	NA	NA	NA	0.26	NA	NA	0.96
1972	NA	NA	0.65	NA	NA	NA	NA	0.23	NA	NA	1.03
1973	NA	NA	0.8	NA	NA	NA	NA	0.11	NA	NA	1.32
1974	NA	NA	0.99	NA	NA	NA	NA	0.21	NA	NA	1.21
1975	NA	NA	0.91	NA	NA	NA	NA	0.28	NA	NA	1.27
1976	NA	NA	0.93	NA	NA	NA	NA	0.37	NA	NA	0.92
1977	NA	NA	1.02	NA	NA	NA	NA	0.31	NA	NA	0.92
1978	NA	NA	1	NA	NA	NA	NA	0.21	NA	NA	0.93
1979	NA	NA	0.74	NA	NA	NA	NA	0.11	NA	NA	0.96
1980	NA	NA	1	NA	NA	NA	NA	0.16	NA	NA	1.04
1981	NA	NA	0.8	NA	NA	NA	NA	0.16	NA	NA	1.22
1982	NA	NA	0.95	NA	NA	NA	NA	0.25	NA	NA	1.06
1983	NA	NA	0.95	NA	NA	NA	NA	0.37	NA	NA	1.74
1984	NA	NA	0.88	NA	NA	NA	NA	0.38	NA	NA	1.14
1985	NA	NA	0.7	NA	NA	NA	NA	0.23	NA	NA	0.96
1986	NA	NA	0.85	NA	NA	NA	NA	0.1	NA	NA	0.96
1987	NA	NA	0.91	NA	NA	NA	NA	0.17	NA	NA	1.54
1988	NA	NA	0.88	NA	NA	NA	NA	0.09	NA	NA	0.94
1989	NA	NA	1.04	NA	NA	NA	NA	0.17	NA	NA	0.98
1990	NA	NA	0.68	NA	NA	NA	NA	0.08	NA	NA	0.78
